elapsed_ms,ir
48511,167222
48521,167265
48530,167369
48540,167447
48550,167472
48560,167555
48570,167560
48580,167546
48590,167540
48600,167556
48610,167550
48620,167538
48630,167506
48640,167496
48650,167489
48660,167499
48670,167478
48680,167501
48690,167570
48700,167621
48710,167649
48720,167667
48730,167698
48740,167758
48750,167834
48760,167855
48770,167900
48780,167905
48790,167858
48800,167781
48810,167716
48820,167659
48830,167656
48840,167674
48850,167681
48860,167670
48870,167572
48880,167458
48890,167334
48900,167204
48911,167159
48921,167128
48930,167105
48940,167117
48950,167130
48960,167157
48970,167225
48980,167222
48990,167230
49000,167239
49012,167275
49021,167335
49064,167368
49067,167667
49071,167410
49115,167370
49121,167369
49132,167369
49142,167334
49151,167300
49161,167269
49171,167245
49181,167255
49191,167302
49201,167329
49211,167354
49221,167337
49231,167310
49241,167304
49251,167302
49261,167308
49271,167359
49281,167393
49291,167443
49301,167492
49311,167504
49322,167460
49332,167411
49341,167343
49351,167325
49361,167403
49371,167488
49381,167559
49391,167623
49401,167650
49411,167693
49421,167653
49431,167616
49441,167601
49451,167595
49461,167650
49471,167750
49481,167792
49491,167779
49501,167811
49511,167810
49521,167821
49531,167853
49541,167857
49551,167846
49561,167834
49571,167859
49581,167859
49591,167866
49601,167876
49611,167888
49654,167886
49702,167800
49742,167901
49753,167946
49761,167940
49771,167960
49781,167941
49791,167898
49801,167811
49811,167714
49821,167609
49831,167518
49841,167486
49851,167439
49861,167399
49871,167394
49881,167367
49891,167326
49901,167375
49911,167416
49921,167464
49931,167522
49941,167580
49951,167593
49961,167609
49971,167625
49981,167607
49992,167582
50001,167573
50011,167576
50023,167550
50032,167523
50043,167470
50053,167459
50062,167478
50072,167519
50083,167527
50093,167523
50103,167501
50112,167493
50123,167445
50133,167442
50143,167446
50153,167454
50163,167447
50173,167444
50183,167433
50192,167360
50203,167321
50213,167278
50223,167251
50232,167279
50243,167336
50294,167400
50335,167328
50343,167332
50352,167267
50362,167315
50372,167331
50382,167374
50392,167331
50403,167296
50413,167318
50423,167282
50466,167302
50472,167331
50484,167298
50494,167353
50502,167398
50513,167439
50523,167412
50532,167433
50542,167380
50552,167327
50563,167282
50572,167264
