elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max
177224,lying,1,0,75.00,2001.5,6.5,1.01,2015.9
177624,lying,1,0,75.00,2002.0,7.0,1.01,2023.2
178024,lying,1,0,75.00,2002.8,7.0,1.01,2023.2
178424,lying,1,0,75.00,2003.3,7.5,1.01,2023.2
178824,lying,1,0,75.00,2003.0,7.6,1.01,2023.2
179224,lying,1,0,75.00,2002.6,7.6,1.01,2023.2
179624,lying,1,0,75.00,2001.7,7.5,1.01,2023.2
180024,lying,1,0,75.00,2000.8,7.4,1.01,2019.1
180704,lying,1,0,75.00,2000.0,7.2,1.01,2019.1
181104,lying,1,0,75.00,1998.5,6.4,1.01,2012.6
181504,lying,1,0,75.00,1998.7,6.5,1.01,2012.6
181903,lying,1,0,75.00,1999.3,7.2,1.01,2016.5
182303,lying,1,0,75.00,1999.5,8.1,1.01,2016.5
182703,lying,1,0,75.00,1999.5,7.6,1.01,2016.5
183103,lying,1,0,75.00,1999.4,7.4,1.01,2016.5
183503,lying,1,0,75.00,2000.2,7.6,1.01,2016.5
184329,lying,1,0,75.00,2000.4,7.5,1.01,2016.7
184703,lying,1,0,75.00,2000.2,7.4,1.01,2016.7
185103,lying,1,0,75.00,2001.1,6.9,1.01,2017.0
185503,lying,1,0,75.00,2002.4,7.0,1.01,2017.0
185903,lying,1,0,75.00,2003.1,7.1,1.01,2017.0
186303,lying,1,0,75.00,2003.1,6.9,1.01,2017.0
186703,lying,1,0,75.00,2003.3,6.7,1.01,2017.0
187103,lying,1,0,75.00,2003.9,6.1,1.01,2017.0
187863,lying,1,0,75.00,2003.5,6.1,1.01,2016.4
188192,lying,1,0,75.00,2003.2,6.0,1.01,2015.8
188592,lying,1,0,75.00,2002.8,5.8,1.01,2015.8
188992,lying,1,0,75.00,2003.2,6.3,1.01,2015.8
189392,lying,1,0,75.00,2002.7,6.6,1.01,2018.1
189792,lying,1,0,75.00,2002.3,7.6,1.01,2018.1
190192,lying,1,0,75.00,2001.6,9.1,1.01,2021.6
190592,lying,0,0,75.00,2001.1,9.0,1.01,2021.6
191400,lying,0,0,75.00,2001.7,9.1,1.01,2021.6
191672,lying,0,0,75.00,2001.3,8.8,1.01,2021.6
192072,lying,0,0,75.00,2001.2,9.3,1.01,2022.8
192472,lying,0,0,75.00,2001.6,9.0,1.01,2022.8
192872,lying,0,0,75.00,2001.6,7.5,1.01,2022.8
193272,lying,0,0,75.00,2001.3,7.5,1.01,2022.8
193672,lying,0,0,75.00,2001.1,7.3,1.01,2022.8
194072,lying,0,0,75.00,2001.2,7.9,1.01,2022.8
194962,lying,0,0,75.00,2001.2,7.3,1.01,2018.1
195151,lying,0,0,75.00,2001.4,7.2,1.01,2018.1
195551,lying,0,0,75.00,2002.2,8.0,1.01,2023.9
195951,lying,0,0,75.00,2003.4,7.9,1.01,2023.9
196351,lying,0,0,75.00,2002.7,8.2,1.01,2023.9
196751,lying,0,0,75.00,2002.9,7.8,1.01,2023.9
