elapsed_ms,ir
46296,225343
46305,225365
46316,225623
46327,225785
46336,225967
46346,226038
46357,226237
46366,226353
46377,226487
46386,226489
46397,226749
46406,226949
46417,227180
46426,227385
46437,227577
46446,227748
46457,227807
46466,228011
46477,228161
46486,228305
46497,228372
46506,228622
46517,228802
46526,229056
46537,229209
46546,229359
46557,229425
46566,229590
46577,229727
46586,229830
46596,229953
46607,230079
46616,230066
46626,230173
46637,230309
46646,230424
46657,230533
46666,230663
46677,230781
46686,230901
46697,231016
46708,230944
46716,231140
46726,231186
46736,231159
46746,231211
46757,231344
46766,231346
46777,231408
46786,231409
46798,231354
46806,231428
46849,231472
46892,231481
46900,231662
46906,231619
46917,231747
46926,231722
46937,231781
46947,231822
46956,231749
46967,231834
46976,231633
46986,231706
46997,231789
47006,231684
47017,231766
47026,231663
47037,231748
47046,231646
47057,231746
47066,231630
47077,231740
47086,231595
47097,231700
47108,231512
47118,231684
47126,231521
47137,231653
47146,231519
47157,231658
47166,231518
47177,231657
47186,231525
47197,231663
47206,231536
47217,231643
47226,231502
47237,231637
47246,231536
47256,231546
47266,231485
47277,231607
47286,231477
47296,231490
47306,231344
47317,231218
47326,230933
47337,230677
47346,230406
47357,230106
47366,229848
47377,229560
47387,229188
47397,228871
47439,227316
47487,225471
47530,224767
47537,224835
47548,224942
47557,225057
47568,225207
47577,225307
47587,225364
47598,225383
47606,225232
47618,225060
47627,224881
47638,224679
47648,224425
47657,224144
47667,223875
47678,223528
47687,223253
47698,223012
47707,222796
47718,222594
47727,222273
47737,222022
47747,221645
47758,221363
47767,221097
47778,220846
47787,220669
47798,220572
47807,220475
47817,220356
47827,220327
47838,220228
47847,220155
47857,220152
47867,220123
47878,220176
47887,220199
47897,220200
47907,220205
47918,220175
47929,220141
47938,220177
47947,220233
47957,220309
47967,220397
48008,220431
48016,220706
48027,220794
48037,220902
48048,220918
48058,221093
48069,221114
48077,221311
48087,221403
48140,221869
48177,222068
48180,220228
48189,222695
48239,222900
48248,222781
48257,222929
48267,222960
48278,223048
48287,223066
48297,223120
48309,223201
48318,223235
48327,223222
48337,223224
48348,223225
48357,223194
48368,223266
48377,223271
48387,223272
48398,223318
48407,223287
48418,223337
48427,223251
48437,223169
48448,223283
48457,223161
48467,223140
48478,223217
48487,223131
48498,223275
48507,223251
48517,223303
48528,223408
48537,223369
48547,223372
48557,223341
48568,223422
