elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max
77774,lying,1,0,75.0,2005.0,7.7,1.01,2019.3
78160,lying,1,0,75.0,2006.1,7.5,1.01,2028.7
78561,lying,1,0,75.0,2006.4,7.7,1.01,2028.7
78960,lying,1,0,75.0,2007.0,8.0,1.01,2028.7
79359,lying,1,0,75.0,2006.6,8.0,1.01,2028.7
79759,lying,1,0,75.0,2006.8,7.2,1.01,2028.7
80159,lying,1,0,75.0,2006.5,7.4,1.01,2028.7
80559,lying,1,0,75.0,2005.8,7.2,1.01,2020.9
80960,lying,1,0,75.0,2006.2,6.8,1.01,2020.9
81359,lying,1,0,75.0,2005.5,6.2,1.01,2020.9
81759,lying,1,0,75.0,2006.4,6.8,1.01,2021.5
82159,lying,1,0,75.0,2005.7,7.0,1.01,2021.5
82558,lying,1,0,75.0,2005.9,6.9,1.01,2021.5
82958,lying,1,0,75.0,2006.1,6.6,1.01,2021.5
83358,lying,1,0,75.0,2005.8,6.7,1.01,2021.5
83758,lying,0,0,75.0,2006.4,6.9,1.01,2021.5
84159,lying,0,0,75.0,2006.6,6.8,1.01,2024.7
84558,lying,0,0,75.0,2006.6,6.7,1.01,2024.7
84958,lying,0,0,75.0,2007.3,7.6,1.01,2024.7
85358,lying,0,0,75.0,2007.2,7.9,1.01,2024.7
85757,lying,0,0,75.0,2007.2,8.8,1.01,2032.0
86157,lying,0,0,75.0,2006.9,8.7,1.01,2032.0
86557,lying,0,0,75.0,2004.1,18.1,1.02,2037.0
86957,lying,0,0,75.0,2009.7,40.6,1.07,2156.0
87357,lying,0,0,75.0,2030.6,67.3,1.13,2295.5
87757,lying,0,0,75.0,2016.4,83.3,1.14,2295.5
88157,lying,0,0,75.0,2025.9,106.1,1.13,2295.5
88557,lying,0,0,75.0,2036.9,113.5,1.13,2295.5
88957,lying,0,0,75.0,2045.9,111.5,1.12,2295.5
89356,lying,0,0,75.0,2038.7,108.8,1.13,2295.5
89756,lying,0,0,75.0,2019.3,97.6,1.11,2243.9
90157,lying,0,0,75.0,2032.4,84.7,1.1,2243.9
90556,lying,0,0,75.0,2023.3,55.7,1.09,2201.6
90956,lying,0,0,75.0,2015.7,47.8,1.08,2180.3
91356,lying,0,0,75.0,2012.2,46.0,1.08,2180.3
91756,lying,0,0,75.0,2015.6,44.4,1.08,2180.3
92156,lying,0,0,75.0,2013.1,45.1,1.08,2180.3
92556,lying,0,0,75.0,2017.0,55.9,1.11,2236.1
92956,lying,0,0,75.0,2009.8,58.9,1.11,2236.1
93355,lying,0,0,75.0,2009.0,49.4,1.11,2236.1
93755,lying,0,0,75.0,2011.8,53.1,1.11,2236.1
