elapsed_ms,ir
47334,202139
47344,202147
47356,202141
47364,202124
47375,202139
47384,202126
47394,202125
47404,202128
47414,202096
47424,202106
47434,202087
47444,202096
47454,202112
47464,202076
47474,202094
47484,202110
47494,202103
47504,202109
47514,202129
47524,202121
47534,202137
47544,202116
47554,202130
47564,202137
47574,202130
47584,202134
47594,202144
47604,202140
47614,202156
47624,202134
47634,202163
47644,202172
47654,202147
47664,202157
47674,202170
47684,202158
47694,202169
47704,202149
47714,202157
47724,202167
47734,202155
47745,202150
47756,202135
47764,202145
47774,202169
47784,202146
47794,202187
47804,202190
47814,202176
47824,202176
47835,202159
47845,202103
47854,202058
47894,201965
47935,202212
47944,202227
47954,202298
47964,202328
47974,202346
47984,202355
47994,202374
48004,202385
48014,202374
48024,202393
48034,202358
48044,202370
48054,202365
48064,202379
48074,202335
48084,202321
48094,202269
48105,202234
48114,202169
48124,202120
48136,202010
48146,201910
48156,201863
48165,201771
48176,201691
48185,201620
48195,201579
48206,201517
48215,201416
48225,201262
48236,201071
48245,200903
48256,200855
48265,200903
48276,201042
48285,201092
48296,201179
48305,201220
48316,201289
48325,201339
48336,201407
48345,201470
48356,201498
48365,201545
48376,201576
48385,201607
48396,201601
48405,201604
48416,201604
48425,201606
48469,201734
48516,201817
48559,201071
48567,202082
48575,202126
48585,202211
48596,202199
48605,202249
48615,202277
48625,202289
48635,202356
48645,202436
48655,202446
48665,202514
48676,202561
48685,202520
48695,202488
48705,202489
48715,202485
48725,202497
48735,202497
48745,202580
48755,202574
48765,202632
48775,202661
48785,202706
48795,202654
48805,202581
48815,202473
48825,202422
48835,202385
48845,202368
48855,202371
48865,202401
48875,202436
48885,202444
48895,202391
48905,202410
48915,202282
48925,202241
48935,202234
48946,202280
48957,202327
48965,202331
48975,202353
48986,202433
48995,202381
49005,202382
49015,202382
49025,202390
49035,202357
49045,202323
49055,202316
49106,202316
49147,202254
49197,202278
49207,202275
49216,202253
49226,202276
49237,202305
49246,202300
49256,202342
49266,202328
49277,202352
49286,202352
49296,202388
49306,202376
49317,202393
49326,202440
49336,202463
49346,202495
49356,202512
49367,202537
49376,202570
49385,202631
49397,202653
49406,202692
49417,202728
49455,202724
49467,202835
49477,202865
49487,202888
49496,202915
49506,202935
49517,202957
49526,203002
49536,203039
49548,203049
49556,203080
49567,203083
49576,203109
49586,203091
49597,203153
49607,203226
49616,203285
49626,203349
49637,203350
49646,203381
49656,203346
49666,203411
49677,203397
49686,203431
49696,203453
49741,203343
49749,203257
49788,203233
49799,203110
49809,203121
49817,203139
49857,203025
49867,203005
