elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max,ppg_contact,bpm_fresh,seconds_left
151202,lying,1,0,74.8,1822.6,16.5,1.03,1869.7,1,0,85
151548,lying,1,0,74.8,1821.0,17.0,1.03,1869.7,1,0,84
151957,lying,1,0,74.8,1822.0,17.9,1.03,1883.8,1,0,84
152348,lying,1,0,74.8,1820.1,17.6,1.03,1883.8,1,0,83
152747,lying,1,0,74.8,1820.8,18.8,1.03,1883.8,1,0,83
153180,lying,1,0,74.8,1820.7,19.2,1.03,1883.8,1,0,83
153547,lying,1,0,74.8,1820.0,19.3,1.04,1883.8,1,0,82
154022,lying,1,0,74.8,1822.3,19.5,1.03,1883.8,1,0,82
154346,lying,1,0,74.8,1821.9,17.0,1.03,1869.5,1,0,81
154756,lying,1,0,74.8,1822.4,14.9,1.02,1858.6,1,0,81
155146,lying,1,0,74.8,1820.3,12.7,1.02,1857.8,1,0,81
155548,lying,1,0,74.8,1818.5,14.4,1.02,1857.8,1,0,80
155947,lying,1,0,74.8,1819.9,22.2,1.06,1928.9,1,0,80
156387,lying,1,0,74.8,1829.7,41.3,1.08,1981.0,1,0,79
156747,lying,1,0,74.8,1834.1,69.8,1.11,2039.7,1,0,79
157148,lying,1,0,74.8,1824.7,142.3,1.28,2335.0,1,0,79
157652,lying,1,0,74.8,1841.6,163.1,1.27,2335.0,1,0,78
158047,lying,1,0,74.8,1860.6,187.4,1.29,2405.4,1,0,78
158491,lying,1,0,74.8,1846.4,194.9,1.3,2405.4,1,0,77
158846,lying,1,0,74.8,1850.7,274.3,1.35,2504.0,1,0,77
159247,lying,1,0,74.8,1902.7,325.6,1.47,2795.3,1,0,77
360902,standing,0,0,91.02,1890.0,166.9,1.27,2401.3,1,0,55
361245,standing,0,0,91.02,1935.9,101.0,1.24,2401.3,1,0,55
361662,standing,0,0,91.02,1908.9,46.6,1.06,2032.3,1,0,54
362044,standing,0,0,91.02,1895.3,40.0,1.06,2018.3,1,0,54
362454,standing,0,0,91.02,1903.7,35.2,1.06,2018.3,1,0,53
362845,standing,0,0,91.02,1900.9,34.5,1.06,2018.3,1,0,53
363253,standing,0,0,91.02,1902.9,34.2,1.06,2018.3,1,0,53
363645,standing,0,0,91.02,1900.3,30.4,1.06,2018.3,1,0,52
364056,standing,0,0,91.02,1896.5,26.9,1.03,1957.2,1,0,52
364445,standing,0,0,91.02,1901.4,31.3,1.03,1965.6,1,0,51
364847,standing,0,0,91.02,1898.3,42.6,1.05,1998.4,1,0,51
365273,standing,0,0,91.02,1912.2,62.0,1.1,2094.5,1,0,51
365647,standing,0,0,79.08,1920.8,71.1,1.09,2094.5,1,1,50
366087,standing,0,0,79.08,1931.7,75.9,1.08,2094.5,1,1,50
366445,standing,0,0,79.08,1919.3,105.4,1.13,2169.9,1,1,49
366846,standing,0,0,79.08,1920.1,107.8,1.13,2169.9,1,1,49
367248,standing,0,0,79.08,1913.8,107.1,1.13,2169.9,1,1,49
367717,standing,0,0,79.08,1900.6,98.2,1.14,2169.9,1,1,48
368046,standing,0,0,79.08,1884.8,91.3,1.15,2169.9,1,1,48
368464,standing,0,0,79.08,1875.1,86.9,1.16,2169.9,1,1,47
368848,standing,0,0,79.08,1887.7,69.9,1.1,2068.1,1,1,47
369291,standing,0,0,79.08,1893.4,112.3,1.17,2215.3,1,1,47
369647,standing,0,0,79.08,1888.0,174.8,1.26,2372.3,1,0,46
370048,standing,0,0,79.08,1900.5,179.7,1.25,2372.3,1,0,46
370485,standing,0,0,77.41,1909.4,182.5,1.24,2372.3,1,1,45
370848,standing,0,0,77.41,1905.2,182.2,1.25,2372.3,1,1,45
371294,standing,0,0,77.41,1906.7,177.5,1.24,2372.3,1,1,45
371647,standing,0,0,77.41,1899.7,151.6,1.25,2372.3,1,1,44
372058,standing,0,0,67.1,1907.3,67.0,1.1,2090.9,1,1,44
372447,standing,0,0,67.1,1893.7,52.5,1.09,2069.5,1,1,43
372858,standing,0,0,67.1,1891.4,36.6,1.07,2014.6,1,1,43
373248,standing,0,0,67.1,1893.6,25.6,1.03,1958.9,1,1,43
373649,standing,0,0,67.1,1891.6,23.7,1.04,1958.9,1,1,42
