elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max,ppg_contact,bpm_fresh,seconds_left
55711,lying,1,0,75.0,1888.2,13.5,1.01,1916.3,1,0,89
56112,lying,1,0,75.0,1887.4,12.2,1.02,1916.3,1,0,89
56512,lying,1,0,75.0,1888.3,11.9,1.01,1916.3,1,0,89
56912,lying,1,0,75.0,1888.4,11.1,1.01,1916.3,1,0,88
57312,lying,1,0,75.0,1888.1,9.9,1.01,1910.0,1,0,88
57712,lying,1,0,75.0,1888.1,10.4,1.01,1910.0,1,0,87
58113,lying,1,0,75.0,1888.7,10.8,1.01,1914.5,1,0,87
58512,lying,1,0,75.0,1885.0,40.3,1.05,1972.5,1,0,87
58913,lying,1,0,75.0,1912.2,112.6,1.25,2397.1,1,0,86
59325,lying,1,0,75.0,1913.5,114.0,1.25,2397.1,1,0,86
59713,lying,1,0,75.0,1922.7,135.3,1.25,2397.1,1,0,85
60113,lying,1,0,75.0,1919.5,162.0,1.25,2397.1,1,0,85
60536,lying,1,0,75.0,1899.8,228.4,1.26,2397.1,1,0,85
60914,lying,1,0,75.0,1970.0,341.3,1.55,3054.0,1,0,84
61314,lying,1,0,75.0,2003.8,366.0,1.52,3054.0,1,0,84
61714,lying,1,0,78.43,2048.5,381.0,1.49,3054.0,1,1,83
62114,lying,1,0,78.43,2085.4,375.1,1.46,3054.0,1,1,83
62516,lying,1,0,76.29,2115.1,353.7,1.44,3054.0,1,1,83
62914,lying,1,0,76.29,2161.0,289.5,1.41,3054.0,1,1,82
63318,lying,1,0,76.29,2121.7,218.2,1.27,2694.8,1,1,82
63814,lying,1,0,76.29,2101.5,211.6,1.24,2598.4,1,1,81
64225,lying,1,0,76.29,2041.2,306.2,1.27,2598.4,1,1,81
64614,lying,1,0,76.29,2023.3,323.1,1.28,2598.4,1,1,81
65014,lying,1,0,76.29,1984.6,353.9,1.31,2598.4,1,1,80
65439,lying,1,0,76.29,1995.0,357.5,1.3,2598.4,1,1,80
65815,lying,1,0,76.29,1986.0,348.9,1.31,2598.4,1,1,79
66215,lying,1,0,76.29,1968.1,327.5,1.32,2595.7,1,1,79
66625,lying,1,0,76.29,2007.1,229.2,1.26,2522.4,1,0,79
67015,lying,1,0,76.29,2010.9,200.8,1.21,2435.6,1,0,78
67542,lying,1,0,76.29,2045.6,138.1,1.18,2409.2,1,0,78
67815,lying,1,0,76.29,2016.2,156.2,1.16,2337.2,1,0,77
68218,lying,1,0,76.29,1994.6,148.6,1.14,2280.9,1,0,77
68616,lying,1,0,76.29,1973.4,153.5,1.15,2271.7,1,0,77
69018,lying,1,0,76.29,1990.4,170.3,1.17,2334.1,1,0,76
69427,lying,1,0,76.29,1984.5,160.7,1.18,2334.1,1,0,76
