elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max,ppg_contact,bpm_fresh
55711,lying,1,0,75.00,1888.2,13.5,1.01,1916.3,1,0
56112,lying,1,0,75.00,1887.4,12.2,1.02,1916.3,1,0
56512,lying,1,0,75.00,1888.3,11.9,1.01,1916.3,1,0
56912,lying,1,0,75.00,1888.4,11.1,1.01,1916.3,1,0
57312,lying,1,0,75.00,1888.1,9.9,1.01,1910.0,1,0
57712,lying,1,0,75.00,1888.1,10.4,1.01,1910.0,1,0
58113,lying,1,0,75.00,1888.7,10.8,1.01,1914.5,1,0
58512,lying,1,0,75.00,1885.0,40.3,1.05,1972.5,1,0
58913,lying,1,0,75.00,1912.2,112.6,1.25,2397.1,1,0
59325,lying,1,0,75.00,1913.5,114.0,1.25,2397.1,1,0
59713,lying,1,0,75.00,1922.7,135.3,1.25,2397.1,1,0
60113,lying,1,0,75.00,1919.5,162.0,1.25,2397.1,1,0
60536,lying,1,0,75.00,1899.8,228.4,1.26,2397.1,1,0
60914,lying,1,0,75.00,1970.0,341.3,1.55,3054.0,1,0
61314,lying,1,0,75.00,2003.8,366.0,1.52,3054.0,1,0
61714,lying,1,0,78.43,2048.5,381.0,1.49,3054.0,1,1
62114,lying,1,0,78.43,2085.4,375.1,1.46,3054.0,1,1
62516,lying,1,0,76.29,2115.1,353.7,1.44,3054.0,1,1
62914,lying,1,0,76.29,2161.0,289.5,1.41,3054.0,1,1
63318,lying,1,0,76.29,2121.7,218.2,1.27,2694.8,1,1
63814,lying,1,0,76.29,2101.5,211.6,1.24,2598.4,1,1
64225,lying,1,0,76.29,2041.2,306.2,1.27,2598.4,1,1
64614,lying,1,0,76.29,2023.3,323.1,1.28,2598.4,1,1
65014,lying,1,0,76.29,1984.6,353.9,1.31,2598.4,1,1
65439,lying,1,0,76.29,1995.0,357.5,1.30,2598.4,1,1
65815,lying,1,0,76.29,1986.0,348.9,1.31,2598.4,1,1
66215,lying,1,0,76.29,1968.1,327.5,1.32,2595.7,1,1
66625,lying,1,0,76.29,2007.1,229.2,1.26,2522.4,1,0
67015,lying,1,0,76.29,2010.9,200.8,1.21,2435.6,1,0
67542,lying,1,0,76.29,2045.6,138.1,1.18,2409.2,1,0
67815,lying,1,0,76.29,2016.2,156.2,1.16,2337.2,1,0
68218,lying,1,0,76.29,1994.6,148.6,1.14,2280.9,1,0
68616,lying,1,0,76.29,1973.4,153.5,1.15,2271.7,1,0
69018,lying,1,0,76.29,1990.4,170.3,1.17,2334.1,1,0
69427,lying,1,0,76.29,1984.5,160.7,1.18,2334.1,1,0
69815,lying,1,0,76.29,1985.5,154.1,1.18,2334.1,1,0
70221,lying,1,0,76.29,2001.6,124.6,1.17,2334.1,1,0
70617,lying,1,0,76.29,2028.9,104.7,1.15,2334.1,1,0
71018,lying,0,0,76.29,2051.5,65.2,1.14,2334.1,1,0
71576,lying,0,0,76.29,2035.9,21.7,1.03,2105.4,1,0
71825,lying,0,0,76.29,2034.8,16.4,1.02,2075.4,1,0
72228,lying,0,0,76.29,2037.2,19.2,1.04,2115.0,1,0
72617,lying,0,0,76.29,2039.6,21.1,1.04,2115.0,1,0
73018,lying,0,0,76.29,2043.1,22.1,1.04,2115.0,1,0
73425,lying,0,0,76.29,2043.5,27.0,1.05,2141.7,1,0
73817,lying,0,0,76.29,2045.4,29.3,1.05,2141.7,1,0
74232,lying,0,0,76.29,2046.2,31.5,1.05,2141.7,1,0
74609,lying,0,0,76.29,2048.7,30.0,1.05,2141.7,1,0
75009,lying,0,0,76.29,2048.3,28.5,1.05,2141.7,1,0
75569,lying,0,0,76.29,2048.2,28.1,1.05,2141.7,1,0
75823,lying,0,0,76.29,2050.0,22.2,1.03,2106.6,1,0
76223,lying,0,0,76.29,2049.3,18.9,1.03,2106.6,1,0
76609,lying,0,0,76.29,2049.8,14.4,1.03,2103.0,1,0
77011,lying,0,0,76.29,2050.3,12.8,1.01,2077.9,1,0
77434,lying,0,0,76.29,2051.1,13.4,1.01,2079.1,1,0
77811,lying,0,0,76.29,2051.0,16.0,1.02,2084.2,1,0
78241,lying,0,0,76.29,2050.9,16.2,1.02,2084.2,1,0
78610,lying,0,0,76.29,2051.5,17.8,1.02,2085.1,1,0
79011,lying,0,0,76.29,2052.6,18.1,1.02,2085.1,1,0
79579,lying,0,0,76.29,2050.7,21.6,1.02,2094.3,1,0
79832,lying,0,0,76.29,2049.8,22.9,1.02,2094.3,1,0
80218,lying,0,0,76.29,2045.8,33.1,1.04,2126.8,1,0
80610,lying,0,0,76.29,2044.6,41.2,1.05,2139.6,1,0
81011,lying,0,0,76.29,2041.8,43.9,1.05,2139.6,1,0
81421,lying,0,0,76.29,2037.5,46.2,1.05,2139.6,1,0
81813,lying,0,0,76.29,2038.8,50.4,1.05,2149.1,1,0
82249,lying,0,0,76.29,2040.4,51.1,1.05,2149.1,1,0
82612,lying,0,0,76.29,2040.7,54.4,1.08,2207.4,1,0
83012,lying,0,0,76.29,2043.6,122.4,1.26,2567.1,1,0
83542,lying,0,0,76.29,2033.1,158.1,1.26,2567.1,1,0
83812,lying,0,0,76.29,2035.4,158.5,1.26,2567.1,1,0
84248,lying,0,0,76.29,2030.1,163.8,1.26,2567.1,1,0
84612,lying,0,0,76.29,2024.1,163.8,1.27,2567.1,1,0
85015,lying,0,0,76.29,2020.3,166.6,1.27,2567.1,1,0
85441,lying,0,0,76.29,2015.2,124.5,1.21,2442.0,1,0
85814,lying,0,0,76.29,2027.1,75.5,1.09,2207.0,1,0
86256,lying,0,0,76.29,2027.3,75.0,1.09,2207.0,1,0
86614,lying,0,0,76.29,2027.3,63.2,1.08,2179.7,1,0
87014,lying,0,0,76.29,2031.0,61.9,1.07,2179.7,1,0
87531,lying,0,0,76.29,2044.6,75.7,1.16,2377.8,1,0
87818,lying,0,0,76.29,2034.4,94.6,1.17,2377.8,1,0
88229,lying,0,0,76.29,2036.5,96.9,1.17,2377.8,1,0
88615,lying,0,0,76.29,2036.8,97.7,1.17,2377.8,1,0
89015,lying,0,0,76.29,2035.8,96.5,1.17,2377.8,1,0
89416,lying,0,0,76.29,2034.0,98.6,1.17,2377.8,1,0
89816,lying,0,0,76.29,2025.2,77.0,1.09,2197.3,1,0
90266,lying,0,0,76.29,2035.7,48.3,1.06,2149.4,1,0
90615,lying,0,0,76.29,2032.4,42.4,1.06,2149.4,1,0
91047,lying,0,0,76.29,2026.7,45.2,1.06,2149.4,1,0
91571,lying,0,0,76.29,2028.6,46.0,1.06,2149.4,1,0
91862,lying,0,0,76.29,2032.7,58.3,1.08,2194.1,1,0
92218,lying,0,0,76.29,2030.6,62.2,1.08,2194.1,1,0
92618,lying,0,0,76.29,2028.6,66.0,1.08,2194.1,1,0
93071,lying,0,0,76.29,2025.8,66.7,1.08,2194.1,1,0
93417,lying,0,0,76.29,2029.3,61.3,1.08,2194.1,1,0
93820,lying,0,0,76.29,2028.1,57.1,1.08,2194.1,1,0
94217,lying,0,0,76.29,2022.8,39.0,1.06,2144.7,1,0
94618,lying,0,0,76.29,2024.7,28.2,1.06,2144.7,1,0
95045,lying,0,0,76.29,2024.3,20.9,1.03,2088.6,1,0
95412,lying,0,0,76.29,2025.1,19.0,1.03,2088.6,1,0
95826,lying,0,0,76.29,2024.0,18.6,1.03,2088.6,1,0
96235,lying,0,0,76.29,2024.7,18.3,1.03,2088.6,1,0
96609,lying,0,0,76.29,2025.7,17.6,1.03,2088.6,1,0
97010,lying,0,0,76.29,2026.3,18.4,1.03,2088.6,1,0
97428,lying,0,0,76.29,2029.8,14.4,1.02,2060.7,1,0
97809,lying,0,0,76.29,2044.7,39.3,1.07,2192.6,1,0
98208,lying,0,0,76.29,2033.5,74.0,1.12,2271.2,1,0
98609,lying,0,0,76.29,2032.5,142.8,1.25,2536.3,1,0
99020,lying,0,0,76.29,2001.9,182.2,1.27,2536.3,1,0
99411,lying,0,0,76.29,1976.0,192.4,1.28,2536.3,1,0
99832,lying,0,0,76.29,1940.5,205.3,1.31,2536.3,1,0
100344,lying,0,0,76.29,1899.4,190.6,1.34,2536.3,1,0
100610,lying,0,0,76.29,1881.9,181.6,1.35,2536.3,1,0
101011,lying,0,0,76.29,1854.6,120.3,1.26,2338.1,1,0
101429,lying,0,0,76.29,1855.4,81.1,1.16,2154.1,1,0
101811,lying,0,0,76.29,1850.9,63.9,1.16,2154.1,1,0
102267,lying,0,0,76.29,1854.0,25.3,1.04,1928.3,1,0
102611,lying,0,0,76.29,1851.2,18.4,1.02,1897.3,1,0
103024,lying,0,0,76.29,1851.3,16.0,1.02,1897.3,1,0
103413,lying,0,0,76.29,1850.1,14.6,1.03,1897.3,1,0
103813,lying,0,0,76.29,1852.0,14.2,1.02,1881.3,1,0
104213,lying,0,0,76.29,1851.1,13.6,1.02,1881.3,1,0
104730,lying,0,0,76.29,1851.6,13.1,1.02,1881.3,1,0
105011,lying,0,0,76.29,1850.9,14.3,1.02,1881.3,1,0
105437,lying,0,0,76.29,1849.9,12.9,1.02,1881.3,1,0
105812,lying,0,0,76.29,1851.1,13.1,1.02,1881.3,1,0
106216,lying,0,0,76.29,1848.6,12.1,1.02,1879.3,1,0
106613,lying,0,0,76.29,1848.7,12.2,1.02,1879.3,1,0
107018,lying,0,0,76.29,1847.8,11.4,1.02,1879.3,1,0
107414,lying,0,0,76.29,1847.5,12.0,1.02,1879.3,1,0
107815,lying,0,0,76.29,1846.4,13.4,1.02,1879.3,1,0
108226,lying,0,0,76.29,1845.9,14.1,1.02,1874.1,1,0
108637,lying,0,0,76.29,1846.5,14.7,1.01,1874.1,1,0
109014,lying,0,0,76.29,1845.7,14.5,1.02,1874.1,1,0
109429,lying,0,0,76.29,1846.8,15.7,1.01,1874.1,1,0
109816,lying,0,0,76.29,1848.7,15.4,1.02,1880.0,1,0
110229,lying,0,0,76.29,1850.7,14.8,1.02,1880.1,1,0
110615,lying,0,0,76.29,1850.5,13.8,1.02,1880.1,1,0
111015,lying,0,0,76.29,1850.5,13.7,1.02,1880.1,1,0
111449,lying,0,0,76.29,1852.2,13.7,1.02,1880.1,1,0
111816,lying,0,0,76.29,1852.7,12.4,1.01,1880.1,1,0
112259,lying,0,0,76.29,1851.9,11.1,1.02,1880.1,1,0
112617,lying,0,0,76.29,1851.6,10.5,1.01,1875.8,1,0
113019,lying,0,0,76.29,1851.1,10.6,1.01,1875.8,1,0
113448,lying,0,0,76.29,1851.9,11.1,1.01,1875.8,1,0
113837,lying,0,0,76.29,1851.2,11.8,1.02,1886.0,1,0
114218,lying,0,0,76.29,1851.0,12.4,1.02,1886.0,1,0
114641,lying,0,0,76.29,1850.9,12.7,1.02,1886.0,1,0
115018,lying,0,0,76.29,1852.1,13.5,1.02,1886.0,1,0
115432,lying,0,0,76.29,1852.6,13.5,1.02,1886.0,1,0
115817,lying,0,0,76.29,1851.5,12.9,1.02,1886.0,1,0
116218,lying,0,0,76.29,1851.4,12.3,1.02,1882.6,1,0
116610,lying,0,0,76.29,1850.9,11.4,1.02,1882.6,1,0
117019,lying,0,0,76.29,1852.3,11.7,1.02,1882.6,1,0
117436,lying,0,0,76.29,1850.5,11.2,1.01,1875.8,1,0
117925,lying,0,0,76.29,1850.8,11.0,1.01,1875.8,1,0
118231,lying,0,0,76.29,1851.7,10.6,1.01,1875.8,1,0
118633,lying,0,0,76.29,1851.1,12.4,1.02,1883.1,1,0
119008,lying,0,0,69.35,1850.9,13.4,1.02,1883.1,1,1
119412,lying,0,0,69.35,1850.5,12.6,1.02,1883.1,1,1
119814,lying,0,0,69.35,1851.4,13.2,1.02,1886.1,1,1
120211,lying,0,0,69.35,1851.2,13.6,1.02,1886.1,1,1
120630,lying,0,0,69.35,1850.2,14.2,1.02,1886.1,1,1
121116,lying,0,0,69.35,1850.8,12.9,1.02,1886.1,1,1
121410,lying,0,0,69.35,1851.7,12.1,1.02,1886.1,1,1
121812,lying,0,0,69.35,1851.1,12.7,1.02,1886.1,1,1
122238,lying,0,0,69.35,1850.7,12.1,1.02,1882.4,1,1
122611,lying,0,0,69.35,1851.1,11.9,1.02,1882.4,1,1
123027,lying,0,0,69.35,1851.7,12.4,1.02,1882.9,1,0
123411,lying,0,0,69.35,1852.1,12.4,1.02,1883.9,1,0
123848,lying,0,0,69.35,1852.4,12.2,1.02,1883.9,1,0
124211,lying,0,0,69.35,1853.7,11.9,1.02,1883.9,1,0
124612,lying,0,0,69.35,1853.2,13.2,1.02,1883.9,1,0
125012,lying,0,0,69.35,1852.7,13.0,1.02,1883.9,1,0
125519,lying,0,0,69.35,1853.2,12.8,1.02,1883.9,1,0
125819,lying,0,0,69.35,1853.3,12.6,1.02,1881.8,1,0
126240,lying,0,0,69.35,1853.3,12.7,1.02,1881.8,1,0
126612,lying,0,0,69.35,1852.6,13.0,1.02,1881.8,1,0
127014,lying,0,0,69.35,1853.1,11.7,1.02,1884.9,1,0
127436,lying,0,0,69.35,1853.7,11.3,1.02,1884.9,1,0
127815,lying,0,0,69.35,1853.9,10.2,1.02,1884.9,1,0
128262,lying,0,0,69.35,1852.6,11.5,1.02,1884.9,1,0
128614,lying,0,0,69.35,1853.5,12.0,1.02,1884.9,1,0
129043,lying,0,0,69.35,1853.5,11.6,1.02,1884.9,1,0
129605,lying,0,0,69.35,1853.7,13.2,1.02,1884.3,1,0
129853,lying,0,0,69.35,1854.5,14.9,1.02,1898.2,1,0
130248,lying,0,0,69.35,1854.6,14.8,1.02,1898.2,1,0
130615,lying,0,0,69.35,1855.0,14.3,1.02,1898.2,1,0
131016,lying,0,0,69.35,1853.6,15.0,1.02,1898.2,1,0
131417,lying,0,0,69.35,1854.1,14.9,1.02,1898.2,1,0
131817,lying,0,0,69.35,1852.9,14.6,1.02,1898.2,1,0
132219,lying,0,0,69.35,1852.5,13.8,1.02,1880.9,1,0
132616,lying,0,0,69.35,1851.8,14.3,1.02,1880.9,1,0
133020,lying,0,0,69.35,1852.1,15.0,1.02,1880.9,1,0
133417,lying,0,0,69.35,1851.4,15.0,1.02,1880.9,1,0
133943,lying,0,0,69.35,1850.2,14.7,1.02,1880.9,1,0
134216,lying,0,0,69.35,1850.3,14.3,1.02,1880.9,1,0
134650,lying,0,0,69.35,1849.1,13.9,1.02,1880.4,1,0
135017,lying,0,0,69.35,1849.0,13.1,1.02,1880.4,1,0
