elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max,ppg_contact
1354729,lying,1,0,100.04,1850.2,8.4,1.02,1879.3,1
1355131,lying,1,0,102.88,1850.1,8.8,1.02,1879.3,1
1355531,lying,1,0,102.88,1850.3,9.4,1.02,1879.3,1
1355931,lying,1,0,90.27,1849.6,8.3,1.01,1866.4,1
1356331,lying,1,0,94.16,1850.4,8.4,1.01,1868.1,1
1356732,lying,1,0,94.16,1850.5,8.7,1.01,1868.1,1
1357132,lying,1,0,94.16,1851.4,8.8,1.01,1868.2,1
1357532,lying,1,0,94.16,1851.7,8.3,1.01,1868.2,1
1357933,lying,1,0,83.83,1851.6,8.1,1.01,1870.9,1
1358333,lying,1,0,83.83,1851.5,8.3,1.01,1870.9,1
1358733,lying,1,0,83.49,1851.8,8.6,1.01,1872.4,1
1359133,lying,1,0,90.23,1851.6,9.1,1.01,1872.4,1
1359534,lying,1,0,90.23,1851.5,8.7,1.01,1872.4,1
1359934,lying,1,0,91.29,1851.3,9.2,1.01,1877.0,1
1360334,lying,1,0,91.29,1851.2,8.9,1.01,1877.0,1
1360735,lying,1,0,91.29,1851.5,9.0,1.01,1877.0,1
1361135,lying,1,0,91.29,1849.4,8.6,1.01,1877.0,1
1361535,lying,1,0,91.29,1849.8,8.1,1.01,1877.0,1
1361935,lying,1,0,91.29,1850.4,8.6,1.01,1877.0,1
1362336,lying,1,0,91.29,1851.0,8.8,1.01,1872.7,1
1362736,lying,1,0,91.29,1852.1,9.4,1.01,1872.7,1
1363136,lying,1,0,91.29,1851.5,9.3,1.01,1872.7,1
1363537,lying,1,0,91.29,1852.4,8.7,1.01,1872.7,1
1363937,lying,1,0,100.84,1852.9,9.2,1.01,1872.7,1
1364337,lying,1,0,100.84,1852.1,9.5,1.01,1873.7,1
1364737,lying,1,0,100.84,1851.2,9.5,1.01,1873.7,1
1365138,lying,1,0,100.84,1850.2,8.8,1.01,1873.7,1
1365538,lying,1,0,100.84,1849.8,9.1,1.01,1873.7,1
1365938,lying,1,0,100.84,1850.2,9.3,1.01,1873.7,1
1366339,lying,1,0,100.84,1849.8,8.9,1.01,1873.7,1
1366739,lying,1,0,100.84,1849.5,8.1,1.01,1864.4,1
1367139,lying,1,0,100.84,1850.0,8.1,1.01,1868.0,1
1367539,lying,1,0,100.84,1849.6,8.1,1.01,1868.0,1
1367930,lying,1,0,100.84,1850.4,7.8,1.01,1868.0,1
1368330,lying,1,0,100.84,1849.6,8.0,1.01,1868.0,1
1368730,lying,1,0,100.84,1849.3,8.3,1.01,1869.0,1
1369131,lying,1,0,93.79,1849.5,8.4,1.01,1869.0,1
1369531,lying,1,0,106.38,1848.8,7.9,1.01,1869.0,1
1369931,lying,0,0,106.38,1850.7,9.1,1.01,1869.6,1
