elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max,ppg_contact,seconds_left
187407,sitting,0,0,72.27,1855.4,14.6,1.02,1885.1,1,54
187808,sitting,0,0,72.27,1856.9,12.8,1.02,1885.1,1,53
188207,sitting,0,0,72.27,1856.4,12.2,1.01,1883.4,1,53
188608,sitting,0,0,72.27,1857.2,12.2,1.01,1884.1,1,53
189009,sitting,0,0,72.27,1856.0,11.1,1.02,1884.1,1,52
189408,sitting,0,0,72.27,1853.5,10.9,1.02,1884.1,1,52
189808,sitting,0,0,72.27,1853.6,10.4,1.02,1884.1,1,51
190209,sitting,0,0,73.36,1852.8,9.9,1.02,1884.1,1,51
190609,sitting,0,0,73.36,1854.2,10.6,1.02,1885.0,1,51
191009,sitting,0,0,73.36,1854.4,9.8,1.02,1885.0,1,50
191401,sitting,0,0,64.53,1856.4,9.9,1.02,1885.0,1,50
191801,sitting,0,0,64.53,1859.0,13.8,1.03,1909.4,1,49
192201,sitting,0,0,64.53,1859.0,14.4,1.03,1909.4,1,49
192602,sitting,0,0,74.01,1860.7,16.1,1.03,1909.4,1,49
193001,sitting,0,0,74.01,1858.2,17.0,1.03,1909.4,1,48
193401,sitting,0,0,74.01,1859.2,17.2,1.03,1909.4,1,48
193803,sitting,0,0,74.01,1859.0,18.0,1.03,1909.4,1,47
194203,sitting,0,0,74.01,1856.9,17.9,1.02,1892.0,1,47
194603,sitting,0,0,74.01,1857.0,17.4,1.02,1892.0,1,47
195004,sitting,0,0,76.15,1855.3,15.6,1.02,1884.7,1,46
195404,sitting,0,0,76.15,1857.3,18.7,1.04,1928.3,1,46
195803,sitting,0,0,76.15,1856.3,19.7,1.04,1928.3,1,45
196205,sitting,0,0,76.15,1855.0,19.9,1.04,1928.3,1,45
196605,sitting,0,0,76.15,1854.9,17.6,1.04,1928.3,1,45
197005,sitting,0,0,76.15,1855.1,17.8,1.04,1928.3,1,44
197406,sitting,0,0,76.15,1856.2,18.4,1.04,1928.3,1,44
197806,sitting,0,0,76.15,1856.2,14.7,1.02,1895.6,1,43
198207,sitting,0,0,76.15,1855.4,23.9,1.02,1900.2,1,43
198607,sitting,0,0,76.15,1856.4,25.6,1.03,1907.7,1,43
199006,sitting,0,0,76.15,1860.2,27.6,1.03,1916.2,1,42
199407,sitting,0,0,76.15,1858.7,29.2,1.03,1916.2,1,42
199808,sitting,0,0,76.15,1859.3,30.0,1.03,1916.2,1,41
200208,sitting,0,0,76.15,1860.6,30.0,1.03,1916.2,1,41
200609,sitting,0,0,76.15,1862.3,23.3,1.03,1916.2,1,41
201009,sitting,0,0,76.15,1861.1,21.0,1.03,1916.2,1,40
201409,sitting,0,0,79.03,1856.6,25.9,1.02,1898.9,1,40
201809,sitting,0,0,79.03,1858.8,24.9,1.02,1898.9,1,39
202210,sitting,0,0,79.03,1858.3,25.0,1.02,1897.0,1,39
202610,sitting,0,0,79.03,1857.2,25.2,1.02,1897.0,1,39
203000,sitting,0,0,79.03,1856.5,23.9,1.02,1897.0,1,38
203400,sitting,0,0,79.03,1858.4,24.5,1.02,1897.0,1,38
203800,sitting,0,0,79.03,1861.0,15.3,1.02,1897.0,1,37
204202,sitting,0,0,71.39,1861.3,17.4,1.04,1928.3,1,37
204601,sitting,0,0,71.39,1863.2,20.4,1.03,1928.3,1,37
205002,sitting,0,0,71.39,1863.2,25.2,1.04,1942.0,1,36
205402,sitting,0,0,71.39,1863.5,27.5,1.04,1942.0,1,36
205802,sitting,0,0,71.39,1863.2,27.0,1.04,1942.0,1,35
206204,sitting,0,0,71.39,1863.8,28.3,1.04,1942.0,1,35
206603,sitting,0,0,71.39,1861.4,27.1,1.04,1942.0,1,35
207004,sitting,0,0,71.39,1860.0,23.4,1.04,1942.0,1,34
207405,sitting,0,0,71.39,1860.0,17.7,1.04,1937.6,1,34
207804,sitting,0,0,71.39,1860.6,22.2,1.05,1955.1,1,33
208205,sitting,0,0,71.39,1858.7,25.1,1.05,1955.1,1,33
208606,sitting,0,0,71.39,1858.9,24.0,1.05,1955.1,1,33
209006,sitting,0,0,71.39,1861.2,23.7,1.05,1955.1,1,32
209406,sitting,0,0,71.39,1862.9,26.9,1.05,1956.8,1,32
209806,sitting,0,0,71.39,1861.9,28.8,1.05,1956.8,1,31
210207,sitting,0,0,71.39,1860.1,27.1,1.05,1956.8,1,31
210607,sitting,0,0,71.39,1861.4,26.2,1.05,1956.8,1,31
211007,sitting,0,0,71.39,1862.6,28.7,1.05,1956.8,1,30
211408,sitting,0,0,71.39,1858.9,33.4,1.05,1956.8,1,30
211809,sitting,0,0,71.39,1857.0,31.2,1.04,1934.6,1,29
212209,sitting,0,0,71.39,1858.0,29.6,1.04,1934.6,1,29
212609,sitting,0,0,71.39,1857.9,27.3,1.03,1918.9,1,29
213010,sitting,0,0,66.81,1859.4,27.9,1.04,1941.9,1,28
213409,sitting,0,0,66.81,1856.7,25.9,1.05,1941.9,1,28
213810,sitting,0,0,73.33,1861.3,22.0,1.04,1941.9,1,27
214201,sitting,0,0,82.09,1865.2,29.6,1.08,2014.0,1,27
214601,sitting,0,0,82.09,1865.2,72.5,1.14,2127.1,1,27
215000,sitting,0,0,82.09,1864.8,99.3,1.24,2308.8,1,26
215402,sitting,0,0,82.09,1870.8,112.5,1.23,2308.8,1,26
215801,sitting,0,0,77.79,1871.4,121.3,1.23,2308.8,1,25
216201,sitting,0,0,77.79,1870.6,131.5,1.23,2308.8,1,25
216602,sitting,0,0,77.79,1865.8,130.5,1.24,2308.8,1,25
217002,sitting,0,0,77.79,1864.8,112.5,1.24,2308.8,1,24
217403,sitting,0,0,77.79,1864.6,89.5,1.15,2135.5,1,24
217804,sitting,0,0,77.79,1857.0,70.8,1.15,2128.6,1,23
218204,sitting,0,0,77.79,1855.5,54.0,1.15,2128.6,1,23
218605,sitting,0,0,77.79,1854.9,15.2,1.03,1914.8,1,23
219004,sitting,0,0,77.79,1853.9,11.9,1.02,1885.2,1,22
219405,sitting,0,0,77.79,1853.8,11.8,1.02,1885.2,1,22
219806,sitting,0,0,77.79,1854.4,10.7,1.02,1885.2,1,21
220206,sitting,0,0,77.79,1853.8,10.8,1.02,1885.2,1,21
220606,sitting,0,0,77.79,1854.5,9.7,1.02,1885.2,1,21
221007,sitting,0,0,77.79,1853.2,9.3,1.01,1875.4,1,20
221407,sitting,0,0,77.79,1853.2,9.4,1.01,1875.4,1,20
221807,sitting,0,0,72.51,1853.3,9.7,1.01,1875.4,1,19
222208,sitting,0,0,72.51,1853.2,10.2,1.01,1875.4,1,19
222607,sitting,0,0,72.51,1853.3,9.6,1.01,1875.4,1,19
223007,sitting,0,0,75.08,1852.7,10.0,1.01,1874.9,1,18
223409,sitting,0,0,75.08,1852.8,9.8,1.01,1874.9,1,18
223809,sitting,0,0,82.09,1854.1,23.3,1.07,1991.1,1,17
224210,sitting,0,0,82.09,1857.0,46.0,1.13,2100.7,1,17
224610,sitting,0,0,82.09,1855.3,47.5,1.13,2100.7,1,17
225009,sitting,0,0,82.09,1855.0,47.5,1.13,2100.7,1,16
225401,sitting,0,0,82.09,1855.5,47.3,1.13,2100.7,1,16
225800,sitting,0,0,82.09,1856.1,47.3,1.13,2100.7,1,15
226201,sitting,0,0,82.09,1855.4,42.4,1.13,2100.7,1,15
226602,sitting,0,0,82.09,1851.8,14.3,1.03,1898.2,1,15
227002,sitting,0,0,82.09,1858.7,42.3,1.14,2113.2,1,14
227402,sitting,0,0,82.09,1859.7,45.3,1.14,2113.2,1,14
227802,sitting,0,0,82.09,1860.1,47.5,1.14,2113.2,1,13
228202,sitting,0,0,82.09,1861.4,65.6,1.14,2113.2,1,13
228603,sitting,0,0,82.09,1864.8,116.1,1.23,2298.8,1,13
229003,sitting,0,0,82.09,1865.4,116.9,1.23,2298.8,1,12
229404,sitting,0,0,82.09,1861.5,109.6,1.23,2298.8,1,12
229804,sitting,0,0,82.09,1865.1,111.9,1.23,2298.8,1,11
230205,sitting,0,0,82.09,1868.7,112.2,1.23,2298.8,1,11
230605,sitting,0,0,82.09,1873.2,110.6,1.23,2298.8,1,11
231005,sitting,0,0,84.44,1875.4,146.2,1.49,2798.5,1,10
231406,sitting,0,0,84.05,1877.8,151.7,1.49,2798.5,1,10
231806,sitting,0,0,84.05,1894.1,187.7,1.48,2798.5,1,9
232207,sitting,0,0,84.05,1903.3,214.3,1.47,2798.5,1,9
232607,sitting,0,0,84.05,1911.2,231.7,1.46,2798.5,1,9
233006,sitting,0,0,94.22,1919.9,261.8,1.46,2798.5,1,8
233408,sitting,0,0,94.22,1913.3,232.7,1.31,2499.5,1,8
233808,sitting,0,0,94.22,1919.8,240.7,1.3,2499.5,1,7
234208,sitting,0,0,99.86,1903.0,221.9,1.31,2499.5,1,7
234609,sitting,0,0,99.86,1887.7,201.1,1.32,2499.5,1,7
235009,sitting,0,0,99.86,1879.9,180.2,1.33,2499.5,1,6
235409,sitting,0,0,99.86,1865.3,123.7,1.19,2211.3,1,6
235810,sitting,0,0,99.86,1869.3,110.8,1.18,2203.7,1,5
236210,sitting,0,0,99.86,1859.8,77.2,1.1,2052.2,1,5
236610,sitting,0,0,99.86,1859.5,58.0,1.09,2018.3,1,5
237001,sitting,0,0,99.86,1860.8,32.6,1.07,1986.7,1,4
237400,sitting,0,0,99.86,1856.0,24.7,1.06,1973.2,1,4
237802,sitting,0,0,99.86,1855.4,22.6,1.06,1973.2,1,3
238202,sitting,0,0,99.86,1852.4,14.0,1.02,1892.2,1,3
238602,sitting,0,0,99.86,1853.2,11.8,1.02,1882.2,1,3
239003,sitting,0,0,99.86,1852.1,9.4,1.01,1874.4,1,2
239402,sitting,0,0,99.86,1853.0,9.1,1.01,1871.1,1,2
239803,sitting,0,0,99.86,1852.5,13.6,1.02,1891.5,1,1
240203,sitting,0,0,99.86,1852.0,14.6,1.02,1891.5,1,1
240604,sitting,0,0,99.86,1858.3,39.4,1.11,2071.6,1,1
241004,sitting,0,0,110.98,1860.9,43.9,1.11,2071.6,1,0
241405,sitting,0,0,110.98,1866.5,55.1,1.12,2097.3,1,0
241805,standing,1,0,110.98,1867.9,55.3,1.12,2097.3,1,89
242205,standing,1,0,98.17,1870.7,53.5,1.12,2097.3,1,89
242606,standing,1,0,98.17,1872.6,52.8,1.12,2097.3,1,89
243005,standing,1,0,98.17,1867.2,40.1,1.12,2097.3,1,88
