elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max,ppg_contact,bpm_fresh,seconds_left
47339,lying,1,0,82.5,1846.2,6.9,1.01,1860.5,1,0,89
47740,lying,1,0,82.5,1846.8,6.3,1.01,1860.5,1,0,89
48141,lying,1,0,82.5,1849.6,11.3,1.03,1898.3,1,0,89
48555,lying,1,0,82.5,1871.6,56.6,1.14,2126.9,1,0,88
48940,lying,1,0,82.5,1855.7,84.2,1.15,2126.9,1,0,88
49341,lying,1,0,82.5,1844.5,110.7,1.15,2126.9,1,0,87
49747,lying,1,0,82.5,1828.7,128.8,1.16,2126.9,1,0,87
50142,lying,1,0,82.5,1837.2,135.2,1.16,2126.9,1,0,87
50541,lying,1,0,82.5,1832.0,149.2,1.17,2151.2,1,0,86
50943,lying,1,0,82.5,1822.7,149.4,1.18,2151.2,1,0,86
51343,lying,1,0,82.5,1836.8,148.7,1.17,2151.2,1,0,85
51741,lying,1,0,82.5,1845.1,131.2,1.17,2151.2,1,0,85
52143,lying,1,0,82.5,1858.4,111.6,1.16,2151.2,1,0,85
52567,lying,1,0,82.5,1848.1,105.6,1.16,2151.2,1,0,84
52943,lying,1,0,82.5,1849.9,83.6,1.13,2093.8,1,0,84
53343,lying,1,0,82.5,1836.6,52.9,1.09,2010.9,1,0,83
53768,lying,1,0,82.5,1836.7,12.6,1.02,1865.5,1,0,83
54143,lying,1,0,82.5,1838.3,11.3,1.01,1865.5,1,0,83
54685,lying,1,0,82.5,1838.3,10.9,1.01,1865.5,1,0,82
55042,lying,1,0,82.5,1840.4,12.4,1.02,1878.0,1,0,82
55463,lying,1,0,82.5,1839.2,12.9,1.02,1878.0,1,0,81
55844,lying,1,0,82.5,1837.6,12.9,1.02,1878.0,1,0,81
56244,lying,1,0,82.5,1836.9,14.5,1.02,1878.0,1,0,81
56664,lying,1,0,82.5,1836.2,14.6,1.02,1878.0,1,0,80
57133,lying,1,0,82.5,1836.1,14.9,1.02,1878.0,1,0,80
57443,lying,1,0,82.5,1833.2,12.9,1.01,1854.0,1,0,79
57834,lying,1,0,82.5,1833.8,13.0,1.01,1856.6,1,0,79
