elapsed_ms,ir
105495,62739
105506,62734
105515,62712
105525,62730
105535,62733
105546,62760
105555,62715
105565,62747
105575,62721
105585,62750
105595,62763
105605,62763
105616,62759
105626,62770
105635,62753
105646,62770
105657,62779
105666,62765
105676,62769
105686,62780
105696,62778
105706,62769
105717,62752
105726,62767
105737,62769
105746,62769
105756,62767
105767,62761
105776,62768
105786,62776
105797,62789
105806,62781
105817,62800
105826,62801
105836,62792
105847,62805
105856,62806
105866,62812
105877,62829
105886,62794
105897,62818
105906,62792
105917,62815
105926,62823
105936,62775
105946,62815
105957,62825
105966,62819
105977,62820
105986,62838
105998,62814
106136,62787
106139,62776
106147,62798
106157,62813
106166,62774
106177,62796
106186,62783
106196,62767
106207,62810
106216,62767
106226,62738
106237,62788
106246,62749
106257,62800
106266,62739
106276,62750
106287,62777
106296,62740
106307,62788
106316,62748
106326,62732
106336,62739
106346,62718
106357,62745
106366,62731
106377,62748
106386,62733
106397,62752
106406,62753
106417,62754
106428,62762
106437,62760
106448,62753
106457,62770
106468,62791
106477,62776
106488,62771
106497,62777
106508,62780
106517,62780
106527,62780
106538,62774
106547,62787
106558,62787
106567,62795
106578,62776
106587,62784
106598,62805
106607,62805
106618,62724
106627,60288
106638,60958
106742,62197
106798,61289
106807,62670
106817,62627
106827,62544
106838,62526
106847,62515
106858,62533
106867,62510
106878,62481
106887,62464
106898,62480
106907,62479
106918,62482
106927,62462
106938,62465
106947,62448
106958,62468
106967,62431
106978,62435
106987,62380
106998,62422
107007,62393
107018,62405
107027,62367
107038,62398
107047,62350
107058,62379
107067,62341
107078,62360
107087,62329
107098,62362
107109,62358
107117,62358
107127,62356
107138,62367
107147,62352
107158,62370
107167,62381
107178,62369
107188,62380
107198,62377
107208,62403
107218,62388
107228,62388
107238,62407
107248,62404
107258,62413
107268,62404
107278,62432
107288,62428
107298,62435
107308,62436
107361,62424
107413,62473
107419,62492
107471,62352
107478,62486
107488,62507
107498,62501
107508,62504
107518,62514
107528,62519
107538,62508
107549,62501
107558,62527
107588,62542
107598,62541
107608,62541
107618,62542
107628,62547
107639,62551
107648,62551
107658,62549
107669,62572
107678,62561
107688,62577
107698,62582
107708,62581
107718,62564
107728,62571
107738,62573
107748,62580
107758,62577
107768,62581
107778,62568
107788,62583
107798,62562
107808,62568
107818,62544
107828,62533
107838,62525
107848,62505
107858,62503
107868,62488
107878,62490
107888,62450
107899,62459
107908,62466
107918,62464
107928,62433
107938,62435
107948,62427
107958,62452
107970,62444
107979,62465
107990,62471
108000,62464
108010,62471
108019,62472
108030,62477
108040,62468
108050,62479
108059,62468
108070,62465
108080,62468
108090,62469
108099,62480
108110,62494
108120,62485
108130,62481
108139,62472
108150,62489
108160,62490
108207,62477
108260,62497
108262,62466
108271,62484
108281,62491
108332,62480
108340,62502
108395,62504
108402,62502
108410,62516
108419,62538
108430,62545
108440,62557
108450,62551
108459,62534
108470,62564
108480,62576
108490,62549
108499,62541
108510,62561
108520,62564
108530,62552
108539,62537
108550,62556
108560,62554
108570,62574
108579,62518
108590,62544
108600,62558
108610,62523
108619,62500
108630,62522
108640,62518
108650,62520
108659,62485
108670,62486
108680,62510
108690,62502
108742,62501
108750,62463
108760,62492
108770,62490
108781,62496
108791,62484
108801,62486
108811,62490
108821,62496
108831,62483
108841,62483
108893,62472
108944,62470
108951,62459
108960,62465
109013,62483
109023,62470
109030,62477
109040,62476
109050,62484
109061,62482
109071,62495
109080,62486
109090,62494
109139,62496
109187,62483
109191,62503
109201,62477
109210,62514
109221,62520
109230,62502
109240,62481
109250,62480
109261,62531
109271,62532
109280,62482
109290,62478
109301,62517
109311,62532
109321,62516
109331,62523
109340,62489
109350,62463
109360,62469
109370,62463
109381,62514
109391,62501
109401,62480
109410,62454
109421,62493
109431,62480
109441,62469
109451,62471
109460,62478
109470,62465
109480,62463
109490,62463
109596,62381
109601,62370
109611,62360
109664,62361
109672,62366
109724,62379
109731,62360
109784,62390
109791,62372
109801,62384
109811,62400
109822,62391
109831,62399
109841,62418
109851,62422
109861,62416
109871,62432
109881,62429
109891,62441
109944,62444
109953,62452
109961,62449
109971,62464
109982,62480
109992,62500
110001,62486
110011,62462
110022,62518
110031,62489
110041,62468
110051,62473
110062,62513
110071,62506
110081,62484
110091,62486
110102,62530
110111,62527
110121,62497
110131,62512
110142,62546
110151,62521
110161,62510
110171,62508
110182,62532
110191,62520
110201,62542
110211,62524
110222,62556
110231,62550
110241,62568
110251,62543
110262,62577
110272,62573
110282,62574
110333,62579
110342,62584
110430,62564
110443,62525
110504,62456
110553,62421
110562,62423
110573,62435
110582,62446
110592,62465
110602,62461
110612,62472
