elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max,ppg_contact,bpm_fresh,seconds_left
175891,lying,1,0,111.07,1825.8,123.4,1.35,2463.9,1,1,89
176281,lying,1,0,111.07,1832.7,127.2,1.34,2463.9,1,1,89
176683,lying,1,0,111.07,1821.2,144.4,1.35,2463.9,1,1,89
177082,lying,1,0,111.07,1830.7,172.6,1.46,2674.9,1,1,88
177474,lying,1,0,108.23,1832.5,200.3,1.46,2674.9,1,1,88
177883,lying,1,0,108.23,1828.7,206.4,1.46,2674.9,1,1,87
178308,lying,1,0,108.23,1816.5,208.4,1.47,2674.9,1,1,87
178673,lying,1,0,108.23,1814.5,206.4,1.47,2674.9,1,1,87
179097,lying,1,0,108.23,1819.8,196.8,1.47,2674.9,1,1,86
179473,lying,1,0,108.23,1793.0,146.0,1.38,2483.0,1,1,86
179900,lying,1,0,108.23,1776.3,97.1,1.15,2045.6,1,1,85
180273,lying,1,0,108.23,1775.4,81.6,1.09,1941.0,1,1,85
180696,lying,1,0,108.23,1790.6,88.6,1.16,2080.8,1,1,85
181073,lying,1,0,108.23,1790.2,82.6,1.16,2080.8,1,1,84
181473,lying,1,0,108.23,1798.2,78.4,1.16,2080.8,1,0,84
181874,lying,1,0,108.23,1793.6,75.7,1.16,2080.8,1,0,83
182386,lying,1,0,108.23,1805.7,58.6,1.15,2080.8,1,0,83
182810,lying,1,0,108.23,1808.7,59.1,1.15,2080.8,1,0,83
183173,lying,1,0,108.23,1798.2,46.3,1.07,1932.0,1,0,82
183619,lying,1,0,108.23,1800.1,45.9,1.07,1932.0,1,0,82
183975,lying,1,0,108.23,1800.6,52.5,1.09,1962.4,1,0,81
184400,lying,1,0,108.23,1803.3,53.0,1.09,1962.4,1,0,81
184774,lying,1,0,108.23,1797.7,51.8,1.09,1962.4,1,0,81
185206,lying,1,0,108.23,1794.8,51.8,1.09,1962.4,1,0,80
185633,lying,1,0,108.23,1800.2,56.3,1.09,1962.4,1,0,80
185976,lying,1,0,108.23,1796.6,56.7,1.09,1962.4,1,0,79
186409,lying,1,0,108.23,1798.2,54.0,1.08,1945.6,1,0,79
186775,lying,1,0,108.23,1799.5,50.8,1.08,1945.6,1,0,79
187193,lying,1,0,108.23,1801.5,48.7,1.08,1945.6,1,0,78
187575,lying,1,0,108.23,1807.2,46.0,1.08,1945.6,1,0,78
188003,lying,1,0,108.23,1800.9,41.1,1.08,1940.6,1,0,77
188376,lying,1,0,108.23,1802.2,41.1,1.08,1940.6,1,0,77
188811,lying,1,0,108.23,1805.0,48.6,1.08,1949.3,1,0,77
189176,lying,1,0,120.11,1809.6,51.8,1.08,1949.3,1,1,76
189584,lying,1,0,120.11,1821.4,58.6,1.09,1985.0,1,1,76
189977,lying,1,0,120.11,1825.0,67.5,1.12,2042.2,1,1,75
190409,lying,1,0,120.11,1833.0,70.5,1.11,2042.2,1,1,75
190779,lying,1,0,120.11,1822.0,80.9,1.12,2042.2,1,1,75
191178,lying,0,0,120.11,1823.0,95.5,1.12,2042.2,1,1,74
191618,lying,0,0,121.76,1831.4,101.6,1.12,2042.2,1,1,74
191978,lying,0,0,121.76,1814.4,119.4,1.15,2087.6,1,1,73
192420,lying,0,0,121.76,1819.4,139.4,1.19,2163.9,1,1,73
192777,lying,0,0,121.76,1836.5,147.9,1.18,2163.9,1,1,73
193210,lying,0,0,109.42,1858.2,143.2,1.16,2163.9,1,1,72
193578,lying,0,0,109.42,1862.9,133.0,1.16,2163.9,1,1,72
194003,lying,0,0,109.42,1870.5,128.8,1.16,2163.9,1,1,71
194378,lying,0,0,109.42,1899.3,103.6,1.14,2163.9,1,1,71
194813,lying,0,0,109.42,1909.2,75.3,1.06,2017.7,1,1,71
195180,lying,0,0,109.42,1911.4,81.4,1.12,2131.5,1,1,70
195610,lying,0,0,109.42,1932.6,90.3,1.11,2150.1,1,1,70
195999,lying,0,0,109.42,1955.3,95.7,1.12,2189.2,1,1,69
196378,lying,0,0,109.42,1973.0,104.5,1.12,2216.9,1,1,69
196812,lying,0,0,109.42,2014.9,134.7,1.21,2447.5,1,0,69
197180,lying,0,0,109.42,2059.9,201.9,1.4,2874.4,1,0,68
197616,lying,0,0,109.42,2049.9,219.1,1.4,2874.4,1,0,68
197979,lying,0,0,109.42,2020.0,245.5,1.42,2874.4,1,0,67
198387,lying,0,0,109.42,1983.8,263.6,1.45,2874.4,1,0,67
198781,lying,0,0,109.42,1949.4,278.0,1.47,2874.4,1,0,67
199198,lying,0,0,109.42,1899.2,262.1,1.51,2874.4,1,0,66
199614,lying,0,0,109.42,1842.9,183.6,1.23,2267.1,1,0,66
199971,lying,0,0,109.42,1834.2,166.6,1.24,2267.1,1,0,65
200415,lying,0,0,109.42,1837.4,152.9,1.2,2207.8,1,0,65
200772,lying,0,0,109.42,1848.8,151.5,1.19,2207.8,1,0,65
201202,lying,0,0,109.42,1856.7,135.2,1.19,2207.8,1,0,64
201595,lying,0,0,109.42,1856.1,163.7,1.4,2592.2,1,0,64
202021,lying,0,0,109.42,1922.9,251.9,1.64,3148.0,1,0,63
202432,lying,0,0,112.8,1975.5,280.6,1.59,3148.0,1,1,63
202811,lying,0,0,112.8,2001.8,279.1,1.57,3148.0,1,1,63
203234,lying,0,0,112.8,1990.7,281.8,1.58,3148.0,1,1,62
203573,lying,0,0,112.8,2000.1,275.8,1.57,3148.0,1,1,62
203997,lying,0,0,112.8,2009.5,249.5,1.57,3148.0,1,1,61
204374,lying,0,0,112.8,1967.4,181.2,1.32,2597.1,1,1,61
204814,lying,0,0,112.8,1934.3,130.1,1.2,2318.7,1,1,61
205194,lying,0,0,112.8,1930.8,108.7,1.1,2126.1,1,1,60
205578,lying,0,0,112.8,1981.5,106.8,1.13,2229.5,1,1,60
205974,lying,0,0,112.8,2001.7,109.9,1.13,2268.5,1,1,59
206375,lying,0,0,112.8,1999.2,116.2,1.13,2268.5,1,0,59
