elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max
953915,lying,1,0,75.00,2001.7,6.7,1.01,2015.4
954314,lying,1,0,75.00,2001.3,6.7,1.01,2014.9
954715,lying,1,0,75.00,2001.7,7.3,1.01,2016.5
955114,lying,1,0,75.00,2001.6,7.4,1.01,2016.5
955514,lying,1,0,75.00,2002.1,7.0,1.01,2016.5
955914,lying,1,0,75.00,2001.1,7.2,1.01,2016.5
956646,lying,1,0,75.00,2000.9,7.6,1.01,2016.5
956994,lying,1,0,75.00,2002.0,7.5,1.01,2017.7
957394,lying,1,0,75.00,2001.4,7.2,1.01,2017.7
957793,lying,1,0,75.00,2000.9,7.4,1.01,2017.7
958194,lying,1,0,75.00,2000.3,7.1,1.01,2017.7
958595,lying,1,0,75.00,2001.0,7.0,1.01,2017.7
958994,lying,1,0,75.00,2002.0,6.3,1.01,2017.7
959394,lying,1,0,75.00,2001.2,6.2,1.01,2013.8
960219,lying,1,0,75.00,2001.5,7.5,1.01,2019.9
960513,lying,1,0,75.00,2001.7,7.2,1.01,2019.9
960913,lying,1,0,75.00,2001.7,8.2,1.01,2022.3
961313,lying,1,0,75.00,2001.1,8.5,1.01,2022.3
961713,lying,1,0,75.00,2001.4,8.5,1.01,2022.3
962113,lying,1,0,75.00,2000.9,8.7,1.01,2022.3
962513,lying,1,0,75.00,2001.3,8.0,1.01,2022.3
962913,lying,1,0,75.00,2001.3,8.1,1.01,2022.3
963765,lying,1,0,75.00,2002.0,7.3,1.01,2020.4
963992,lying,1,0,75.00,2001.9,7.5,1.01,2020.4
964393,lying,1,0,75.00,2001.3,7.8,1.01,2020.4
964792,lying,1,0,75.00,2001.6,8.3,1.01,2026.0
965192,lying,1,0,75.00,2001.5,7.8,1.01,2026.0
965593,lying,1,0,75.00,2001.3,7.7,1.01,2026.0
965993,lying,1,0,75.00,2001.1,7.7,1.01,2026.0
966393,lying,0,0,75.00,2001.6,7.4,1.01,2026.0
966874,lying,0,0,75.00,2001.6,7.7,1.01,2026.0
967553,lying,0,0,75.00,2002.3,6.9,1.01,2020.8
967952,lying,0,0,75.00,2002.5,7.2,1.01,2020.8
968352,lying,0,0,75.00,2002.6,6.9,1.01,2020.8
968751,lying,0,0,75.00,2002.7,7.1,1.01,2020.8
969152,lying,0,0,75.00,2002.6,6.9,1.01,2017.7
969552,lying,0,0,75.00,2002.3,7.0,1.01,2014.5
969951,lying,0,0,75.00,2002.2,7.2,1.01,2017.0
970351,lying,0,0,75.00,2001.4,7.5,1.01,2017.0
970953,lying,0,0,75.00,2001.3,7.5,1.01,2017.0
971352,lying,0,0,75.00,2001.6,8.4,1.02,2031.8
971752,lying,0,0,75.00,2002.0,8.4,1.01,2031.8
972152,lying,0,0,75.00,2002.5,9.2,1.02,2034.2
972552,lying,0,0,75.00,2002.0,9.4,1.02,2034.2
972952,lying,0,0,75.00,2002.1,9.0,1.02,2034.2
973351,lying,0,0,75.00,2002.2,9.2,1.02,2034.2
973752,lying,0,0,75.00,2002.1,8.6,1.02,2034.2
974393,lying,0,0,75.00,2002.3,8.5,1.02,2034.2
974791,lying,0,0,75.00,2002.7,7.1,1.01,2016.3
975192,lying,0,0,75.00,2003.8,6.5,1.01,2015.5
975591,lying,0,0,75.00,2003.8,7.0,1.01,2015.5
975991,lying,0,0,75.00,2003.6,6.9,1.01,2015.5
976391,lying,0,0,75.00,2003.5,6.7,1.01,2020.6
