elapsed_ms,ir
56599,55512
56609,55305
56619,55171
56629,55207
56639,55203
56649,55182
56659,55188
56669,55208
56679,55212
56689,55244
56699,55298
56709,55336
56719,55389
56729,55436
56739,55504
56749,55592
56759,55679
56769,55787
56779,55920
56789,56054
56799,56269
56810,56499
56820,56766
56830,57261
56840,57611
56850,57959
56860,58194
56870,58160
56880,57889
56890,57487
56900,57119
56910,56865
56920,56680
56930,56562
56940,56401
56950,56323
56960,56350
56970,56460
56980,56603
56990,56707
57000,56801
57010,56874
57020,56993
57030,57137
57040,57301
57050,57502
57060,57783
57070,58122
57080,58286
57090,58340
57130,58323
57140,58301
57150,58223
57160,58155
57170,58060
57180,57963
57190,57853
57200,57769
57210,57718
57220,57733
57230,57821
57240,57945
57250,57906
57260,57782
57270,57745
57280,57686
57290,57657
57300,57615
57310,57562
57320,57528
57330,57484
57340,57470
57350,57497
57360,57552
57370,57564
57380,57578
57390,57583
57400,57572
57410,57548
57420,57526
57430,57511
57440,57491
57450,57489
57460,57449
57470,57444
57480,57455
57490,57478
57500,57514
57510,57592
57551,58031
57560,58154
57570,58234
57580,58291
57590,58311
57600,58300
57610,58309
57620,58318
57671,58463
57680,58436
57690,58448
57700,58469
57710,58531
57720,58739
57730,59116
57740,59059
57750,58852
57761,58611
57771,58499
57781,58569
57791,58685
57801,58778
57811,58831
57821,58871
57831,58873
57841,58863
57851,58755
57861,58546
57871,58241
57881,57913
57891,57574
57901,57300
57911,56993
57921,56693
57931,56486
57941,56305
57951,56192
57961,56152
57971,56137
57981,56165
57991,56230
58001,56341
58011,56453
58021,56528
58031,56543
58041,56568
58051,56562
58061,56547
58071,56508
58081,56413
58091,56310
58101,56183
58111,56081
58121,56022
58131,56025
58141,56018
58151,55989
58161,56009
58171,56010
58211,56083
58222,56125
58231,56218
58241,56313
58251,56352
58261,56364
58271,56419
58281,56430
58291,56445
58301,56452
58311,56482
58321,56493
58331,56507
58341,56523
58351,56541
58361,56546
58371,56555
58381,56571
58391,56566
58401,56563
58411,56587
58421,56622
58431,56611
58441,56621
58451,56625
58461,56582
58471,56669
58481,56698
58491,56739
58501,56764
58512,56796
58521,56798
58531,56799
58541,56799
58551,56805
58561,56778
58571,56794
58581,56832
58591,57127
58601,57241
58611,57293
58621,57255
58631,57215
58641,57162
58651,57119
58661,57094
58671,57087
58681,57040
58691,56993
58701,57000
58711,56975
58721,56999
58763,57034
58772,57305
58782,57395
58791,57404
58802,57473
58812,57508
58822,57559
58831,57565
58842,57605
58852,57652
58862,57688
58873,57741
58882,57773
58892,57787
58902,57840
58912,57897
58922,57923
58932,57952
58942,57993
58953,58019
58962,58051
58972,58068
58982,58076
58993,58087
59002,58090
59012,58099
59022,58120
59033,58113
59042,58145
59052,58120
59062,58122
59073,58129
59082,58121
59092,58117
59102,58108
59113,58085
59122,58043
59132,58017
59142,57994
59153,58007
59162,58020
59172,58042
59182,58104
59193,58103
59202,58157
59212,58203
59222,58224
59233,58212
59242,58230
59252,58262
59262,58258
59315,58439
59323,58505
59332,58642
59342,58709
59353,58747
59362,58797
59372,58827
59382,58877
59393,58981
59402,59083
59412,59163
