elapsed_ms,ax,ay,az
188195,-539,701,1616
188235,-508,654,1535
188275,-495,775,1649
188315,-602,728,1596
188355,-452,999,1524
188425,-365,737,1446
188477,-367,846,1508
188487,-370,870,1552
188542,-495,729,1668
188555,-474,812,1643
188597,-295,1009,1574
188636,-326,1081,1589
188708,-184,1091,1378
188717,-176,1120,1360
188761,-35,1125,1248
188807,-126,1191,1328
188850,-110,1244,1362
188908,-162,1119,1388
188916,-96,1146,1349
188955,-118,1068,1425
188996,-134,1229,1433
189035,-209,1094,1508
189075,-190,1132,1458
189115,-180,1111,1391
189155,-305,1166,1444
189220,-264,1334,1446
189266,-186,1229,1360
189277,-180,1249,1340
189315,-232,1159,1308
189359,-332,1271,1301
189418,-389,1249,1372
189469,-384,1143,1445
189478,-437,1112,1460
189535,-354,1164,1397
189580,-327,1179,1401
189630,-314,1122,1366
189633,-344,1141,1375
189680,-370,1109,1308
189736,-333,1502,1343
189756,-330,1385,1316
189795,-372,1212,1314
189835,-387,1140,1326
189876,-439,1118,1276
189916,-475,1311,1305
189956,-485,1317,1290
190020,-386,1292,1287
190077,-313,1209,1254
190087,-313,1179,1240
190116,-356,1383,1311
190156,-415,1248,1297
190209,-406,1192,1318
190235,-383,1232,1304
190277,-407,1066,1256
190330,-412,1165,1265
190372,-377,1269,1203
190417,-449,1156,1293
190457,-281,1060,1418
190509,-243,927,1476
190519,-265,1021,1448
190566,-343,1158,1418
190627,-338,1024,1190
190636,-352,1012,1212
190676,-227,1247,1187
190716,-652,735,1214
190756,-783,954,1125
190828,-535,1228,1506
190837,-437,1228,1499
190888,-234,1198,1309
190916,-290,1242,1272
190956,-267,1166,1259
190997,-457,1427,1220
191036,-524,1463,1171
191076,-602,1513,1148
191116,-417,1499,1157
191170,-522,1399,1119
191255,-499,1142,1204
191260,-470,1180,1167
191317,-645,1223,1391
191359,-684,1184,1420
191366,-718,1086,1383
191412,-648,1232,1398
191468,-433,1161,1254
191476,-403,1144,1238
191527,-333,1199,1235
191610,-279,1122,1167
191613,-267,1086,1176
191668,-22,1386,1307
191678,-339,987,1226
191720,-305,1136,1236
191757,-478,1445,1219
191797,-495,934,1246
191836,-612,1381,1441
191877,-441,885,1359
191916,-493,1513,1188
191957,-496,1537,1197
192028,-340,1148,910
192069,-324,1341,971
192077,-281,1429,1017
192117,-311,1748,1062
192169,-515,1941,806
192217,-345,1647,994
192278,-332,1596,805
192317,-311,1470,918
192360,-460,1774,833
192364,-427,1792,823
192410,-349,1674,810
192462,-350,1732,784
192478,-356,1828,747
192517,-516,1775,632
192558,-412,1644,690
192597,-375,1532,685
192638,-380,1843,721
192677,-456,1778,737
192718,-469,1688,782
192757,-363,1648,730
192822,-506,1664,696
192869,-532,1692,723
192878,-566,1674,640
192947,-481,1541,751
192957,-519,1510,713
193008,-589,1696,782
193052,-451,1705,686
193107,-564,1793,712
193118,-579,1715,756
193160,-580,1692,764
193197,-503,1587,639
193259,-580,1494,712
193308,-613,1648,769
193319,-588,1655,763
193358,-609,1636,747
193398,-585,1683,695
193438,-661,1599,629
193478,-680,1526,637
193518,-658,1654,664
193558,-704,1632,583
193620,-702,1628,650
193669,-653,1636,636
193679,-676,1664,643
193749,-711,1732,715
193758,-739,1696,704
193799,-680,1581,620
193838,-687,1616,613
193900,-644,1607,790
193959,-655,1649,717
194003,-679,1742,681
194013,-677,1768,680
194061,-809,1499,705
194117,-740,1654,649
194128,-728,1711,639
194157,-647,1681,726
194197,-609,1727,631
194237,-569,1654,566
194277,-516,1812,525
194319,-450,1716,475
194359,-561,1759,515
194431,-415,1882,387
194472,-626,1669,484
194479,-407,1887,452
194519,-330,1929,412
194561,-198,1975,246
194609,-170,1960,217
194661,-143,1784,140
194709,-126,1993,122
194718,-131,1999,85
194760,-86,1951,21
194810,-26,1792,-26
194852,71,1909,-144
194911,-21,1794,-129
194919,-4,1928,-156
194970,113,2084,-222
194998,14,1776,-373
195039,-346,1962,-474
195079,-95,2059,-543
195119,71,2043,-185
195159,18,1928,-244
195222,-14,2126,-239
195272,-2,1918,-274
195279,118,1811,-245
195318,-106,2025,-167
195358,141,2035,-208
195398,100,2140,-183
195459,158,1923,-97
195509,98,2007,-65
195519,71,2019,-57
195569,124,2183,-109
195620,-50,1787,-37
195663,57,2102,83
195674,143,2036,74
195719,49,1921,-69
195771,98,2006,-30
195791,131,2003,54
195839,152,2098,24
195878,126,1890,-76
195918,191,2051,-50
195958,123,1862,-182
195998,193,2038,-178
196039,189,1879,-274
196099,254,2054,-344
196118,190,2104,-336
196158,222,1963,-378
196198,240,1821,-460
196238,202,1710,-579
196278,172,2090,-719
196320,222,1878,-808
196391,210,2072,-838
196429,309,2123,-923
196441,298,1929,-941
196491,304,1845,-968
196549,301,2202,-1025
196602,318,1717,-1180
196610,296,1730,-1138
196662,311,1813,-1163
196709,232,1794,-1082
196722,228,1823,-1100
196761,206,1913,-1164
196809,130,1927,-998
196861,165,2216,-1041
196870,195,2160,-1022
196911,-20,2337,-751
196959,249,2759,-767
196999,25,1562,-437
197039,-219,1675,487
197079,-254,1662,875
197119,93,1638,781
197159,-85,1282,730
197223,-259,1662,922
197272,-249,1426,1134
197280,-203,1304,1137
197352,-11,1731,1308
197360,-40,1673,1305
197420,-13,1266,1179
197472,-439,1441,1438
197481,-462,1399,1344
197522,-160,1435,1235
197572,-112,1310,1394
197620,-305,998,1209
197670,-191,1208,1301
197680,-247,959,1167
197731,-108,1629,1573
197760,-241,859,1555
197799,-178,963,1398
197839,-175,1182,1634
197879,-16,932,1500
197919,-13,1211,1465
197959,-297,918,1635
198020,-293,766,1457
198079,-361,553,1430
198089,-314,501,1477
198120,-316,641,1546
198164,-212,806,1638
198222,-352,947,1711
198231,-296,1048,1705
198280,-255,618,1591
198350,-86,981,1509
198351,-126,912,1490
198441,-47,1180,1463
198451,-118,745,1413
198499,-155,1479,1470
198550,-208,654,1620
198563,-204,825,1669
198601,-26,820,1522
198631,-231,1242,1661
198681,1,628,1290
198721,49,1029,1400
198761,-165,982,1609
198824,-66,1571,1486
198840,-21,1469,1648
198881,-137,634,1687
198911,-185,987,1446
198951,-130,1151,1455
198991,-227,1185,1528
199042,-218,916,1480
199092,-109,1119,1272
199184,-208,1043,1587
199194,-176,1045,1529
199201,-182,1110,1482
199252,-97,1082,1456
199310,-257,689,1482
199320,-159,834,1501
199402,-359,821,1403
199412,-57,1455,1628
199470,-102,1317,1565
199480,-65,1213,1486
199520,-215,655,1642
199551,-158,805,1559
199591,-147,707,1586
199652,-162,1151,1574
199670,-34,1169,1529
199721,-148,1142,1311
199761,-20,1016,1443
199800,-114,907,1701
199831,-121,950,1544
199871,-83,1240,1497
199920,40,1092,1222
199960,-66,1197,1456
200016,-189,1008,1677
200063,-139,961,1494
200070,7,891,1529
200112,-74,1042,1411
200202,-44,1242,1450
200211,-13,1300,1515
200262,-218,1387,1460
200270,-54,981,1447
200314,24,716,1470
200361,9,1496,1351
200422,3,988,1515
200462,-118,911,1394
200474,100,1005,1447
200523,-120,1230,1438
200551,-84,1158,1273
200592,-85,1509,1320
200631,43,1473,1404
200672,-86,1327,1551
200712,62,1259,1307
200751,-25,1433,1213
200813,-90,1226,1489
200830,16,1342,1441
200874,47,1109,1291
200912,-44,1256,1527
200951,-16,879,1383
201001,35,1340,1309
201052,-26,1122,1440
201095,62,1214,1424
201152,58,1336,1378
201196,-9,1401,1462
201203,67,1391,1455
201262,21,1239,1227
201271,34,1093,1238
201318,66,1294,1174
201381,128,1781,492
201393,93,1653,508
201432,50,1509,-9
201471,539,2532,134
201512,562,2250,111
201551,421,1716,-919
201591,811,2977,-624
201643,552,1768,-976
201694,533,1755,-1012
201712,673,1827,-980
201751,515,2156,-1084
201815,587,1706,-943
201873,632,1816,-1005
201917,643,1765,-1045
201923,644,1884,-976
201972,620,1839,-920
202016,656,1851,-979
202068,593,1788,-814
202104,680,2339,-901
202114,798,2178,-898
202173,705,2160,-497
202222,571,1722,-585
202233,665,1763,-431
202271,489,1574,-231
202311,568,2248,5
202351,657,2166,-188
202391,505,1743,156
202433,624,1943,77
202474,583,1959,385
202541,483,1630,530
202553,551,1856,584
202593,453,1748,704
202632,568,1566,891
202706,422,1532,1039
202715,414,1295,1046
202773,397,1326,1012
202824,457,1337,1260
202874,419,1302,1304
202885,420,1070,1260
202932,307,1353,1220
203023,329,957,1564
203028,344,854,1479
203035,317,736,1419
203084,431,1249,1405
203113,379,1142,1447
203153,475,1285,1379
203192,389,1182,1409
203233,397,1090,1338
203284,522,1284,1395
203342,508,1342,1405
203353,479,1276,1381
203392,421,1284,1290
203432,487,1351,1273
203473,559,1275,1250
203512,535,1262,1129
203553,582,1519,999
203624,745,1612,969
203663,705,1492,855
203673,697,1462,832
203712,750,1629,736
203775,755,1753,597
203835,848,1741,471
203845,863,1716,460
203893,757,1872,400
203937,872,1868,390
203953,842,1911,389
203994,841,1710,408
204044,747,1771,346
204112,821,1719,429
204125,867,1705,437
204152,771,1818,389
204193,772,1792,418
204232,807,1821,476
204273,796,1807,462
204313,841,1821,473
204352,829,1890,511
204417,817,1645,712
204433,876,1537,737
204483,689,1405,643
204555,798,1650,762
204564,846,1664,742
204605,817,1764,731
204664,769,1513,633
204676,775,1601,651
204758,868,1639,745
204765,859,1631,766
204805,882,1631,637
204873,873,1711,629
204924,914,1630,678
204935,903,1643,665
204983,912,1693,578
204995,939,1697,571
205033,902,1671,471
205073,924,1613,443
205113,907,1681,347
205153,960,1713,236
205193,1003,1644,149
205237,1101,1922,149
205304,1022,1981,42
205314,1042,1966,47
205353,986,1797,75
205425,1071,1877,126
205435,1106,1897,146
205476,1061,1722,165
205537,1045,1648,119
205585,1042,1662,182
205596,1068,1664,193
205634,1115,1749,126
205687,1005,1837,-1
205735,1060,1781,69
205755,1007,1816,136
205806,1073,1654,21
205833,929,1522,-96
205873,1064,2003,-47
205913,1324,1645,79
205953,1193,1603,-166
206017,1114,1791,14
206105,1185,1387,65
206109,1187,1382,59
206113,1182,1421,27
206153,956,1722,196
206193,954,1645,198
206233,886,1507,288
206273,806,1535,534
206313,637,1815,580
206357,615,2081,513
206424,104,2128,446
206506,162,2324,350
206509,287,2279,436
206544,357,1768,538
206557,431,1961,231
206614,449,1837,325
206658,578,2043,250
206706,530,2075,287
206756,594,2040,278
206764,603,2032,259
206794,660,1859,269
206835,644,1775,361
206887,746,1756,451
206935,704,1743,439
206954,672,1723,465
206994,762,1848,589
207034,776,1777,692
207074,654,1456,632
207114,603,1583,564
207155,777,1732,536
207266,1110,1897,512
207310,897,1472,437
207318,917,1442,423
207327,945,1492,460
207365,1051,1498,364
207407,1074,1820,347
207459,1097,1695,204
207506,1066,1528,186
207516,1221,1598,386
207595,1142,1552,374
207598,1135,1547,377
207654,944,1477,740
207698,754,1561,803
207714,844,1812,670
207755,820,1751,524
207795,878,1922,565
207835,991,1829,664
207874,955,1872,478
207915,1224,1956,422
207954,1139,1527,641
208016,880,1553,892
208056,867,1427,957
208076,929,1245,1018
208149,844,1429,1041
208155,906,1552,1042
208195,1030,1365,970
208249,742,1100,1025
208307,746,1249,1290
208348,794,1372,1293
208358,874,1129,1151
208406,920,1378,1449
208454,725,879,1108
208506,1000,1863,1461
208526,1077,1658,1515
208555,682,817,1050
208597,932,1408,1282
208635,356,2472,1275
208675,764,328,1322
208715,617,551,1025
208755,1408,1777,1339
208819,453,671,1057
208868,1275,1777,1428
208875,1333,2009,1439
208946,1037,1157,1487
208955,1059,1228,1577
208996,754,463,1806
209038,1002,660,1625
209107,568,561,1223
209153,905,1375,1568
209156,893,1288,1496
209205,1099,1106,1358
209246,867,860,1460
209306,923,428,1465
209316,834,414,1403
209355,771,790,1504
209395,961,887,1459
209435,956,928,1492
209475,821,693,1450
209515,853,730,1412
209555,950,788,1641
209616,863,785,1392
209666,1187,1292,1362
209676,1076,1281,1220
209747,1189,962,1378
209788,1139,979,1323
209796,1024,949,1264
209848,939,787,1321
209898,1070,1049,1356
209946,991,998,1332
209998,925,835,1225
210056,1021,1102,1159
210098,1042,885,1192
210146,1078,1238,1104
210147,1093,1347,1090
210157,1150,1542,1278
210195,936,939,1501
210235,1007,795,1314
210275,959,1201,1090
210315,1063,1095,1324
210355,997,887,1166
210417,1126,1382,1199
210467,889,951,1359
210476,859,1051,1367
210515,942,1101,1201
210555,978,1247,1231
210596,837,957,1304
210648,879,1301,1370
210699,1045,948,1143
210746,730,897,1164
210787,847,1008,1224
210797,993,1335,1157
210858,980,1213,882
210895,1090,1383,1122
210948,1012,1085,1046
210956,1250,713,925
210996,667,1496,1062
211036,902,1162,1055
211076,780,1185,1221
211116,708,1441,1198
211156,646,1537,1135
211218,593,1615,1147
211277,496,1259,1135
211286,509,1305,1112
211316,578,1432,1047
211356,623,1792,1011
211409,545,1531,1034
211457,580,1496,1019
211507,509,1391,1146
211518,499,1231,1122
211566,382,926,1085
211606,308,1144,1232
211677,291,1321,1366
211718,260,1218,1413
211729,234,1278,1432
211778,119,1669,1565
211797,88,1418,1549
211836,88,1242,1497
211876,99,1297,1435
211916,80,1362,1431
211956,40,1087,1407
212021,76,1206,1317
212067,10,1356,1266
212078,-10,1272,1261
212116,64,1276,1330
212156,26,1109,1277
212196,43,1299,1314
212236,13,1257,1306
212276,31,1205,1317
212330,12,1248,1288
212380,45,1290,1335
212460,34,1249,1364
212465,18,1232,1365
212478,8,1254,1351
212529,66,1379,1318
212579,78,1596,1415
212630,-49,1488,1352
212639,-90,1449,1337
212719,-171,1531,1186
212727,-157,1435,1216
212757,-271,1539,1152
212797,-426,1625,1180
212868,-796,1545,1065
212920,-672,1198,968
212928,-582,1215,962
212957,-455,1090,843
212997,-411,1065,971
213037,-436,1452,988
213077,-451,1794,1169
213117,-419,1593,1161
213157,-481,1361,1120
213221,-335,1091,1031
213267,-187,1611,1072
213309,-195,1638,1071
213321,-186,1548,1058
213377,-292,1495,1157
213428,-399,1335,1066
213440,-449,1247,1045
213488,-548,1208,1125
213528,-601,1440,1271
213580,-662,1414,1275
213627,-646,1210,1222
213638,-643,1038,1242
213679,-654,1085,1173
213718,-646,1133,1005
213757,-527,1202,1109
213797,-634,1166,1112
213837,-689,1311,1139
213877,-941,1612,1237
213917,-1003,1841,1190
213957,-875,1273,985
214021,-714,1423,899
214069,-754,1598,879
214078,-785,1546,861
214118,-779,1401,770
214190,-745,1373,794
214198,-736,1340,789
214242,-584,1398,876
214328,-667,1444,832
214332,-678,1428,836
214389,-759,1452,930
214397,-758,1422,913
214441,-725,1361,817
214490,-600,1427,786
214538,-502,1526,864
214558,-499,1573,853
214597,-506,1679,926
214637,-602,1737,920
214677,-729,1662,960
214718,-879,1571,945
214758,-965,1575,932
214819,-1023,1224,798
214878,-1251,1218,660
214888,-1271,1213,643
214918,-1353,1192,614
214993,-1532,1263,717
214998,-1532,1280,717
215042,-1448,1094,694
215090,-1367,758,680
215142,-1056,1000,772
215182,-1008,1038,778
215234,-736,1189,845
215275,-795,1366,862
215288,-870,1360,876
215338,-1206,1064,529
215360,-1174,1449,794
215401,-1310,1128,718
215438,-1251,1380,681
215478,-1255,1121,479
215518,-1209,1213,544
215558,-1227,1242,529
215622,-1217,1354,557
215679,-1191,1202,478
215689,-1194,1197,520
215718,-1085,1163,497
215758,-988,1214,486
215798,-1038,1457,475
215838,-1088,1476,481
215878,-1067,1609,492
215980,-1150,1455,433
215989,-1133,1412,404
215999,-1124,1393,418
216072,-1122,1539,407
216076,-1120,1568,394
216120,-1127,1547,396
216189,-1303,1540,420
216234,-1392,1187,380
216240,-1379,1145,432
216290,-1341,1068,556
216319,-1323,1114,403
216359,-1224,1153,741
216428,-1341,1256,873
216439,-1381,1193,709
216488,-1495,1133,742
216519,-1455,855,743
216558,-1255,1031,629
216599,-1186,1125,751
216640,-1060,1151,712
216679,-1167,1069,760
216720,-1209,1029,691
216760,-1149,1155,757
216868,-1132,1276,800
216911,-1147,1111,782
216920,-1159,1098,789
216931,-1166,1083,797
216980,-999,1171,791
217030,-934,1281,813
217039,-937,1258,781
217091,-987,1226,768
217141,-948,1348,835
217189,-884,1289,842
217190,-870,1293,841
217233,-939,1326,845
217290,-934,1296,872
217341,-913,1337,867
217359,-878,1365,898
217400,-940,1316,866
217440,-849,1397,859
217480,-863,1386,864
217520,-858,1311,869
217559,-898,1332,912
217620,-774,1371,916
217680,-821,1342,895
217692,-799,1371,933
217720,-819,1353,900
217784,-835,1379,915
217792,-805,1412,970
217840,-738,1446,962
217893,-952,1248,842
217951,-870,1420,912
217993,-889,1347,900
218000,-894,1332,884
218041,-921,1280,872
218102,-825,1405,930
218110,-843,1379,908
218153,-899,1272,896
218200,-931,1237,876
218240,-922,1323,905
218279,-972,1240,838
218319,-927,1276,908
218359,-942,1255,861
218423,-1009,1298,876
218430,-1012,1311,866
218479,-1110,1207,846
218519,-1051,1177,868
218551,-1081,1305,856
218604,-1084,1156,797
218651,-1286,1237,782
218705,-1328,1366,879
218711,-1376,1344,873
218763,-1374,1153,824
218815,-1021,1144,938
218849,-823,999,1063
218902,-752,1058,1183
218912,-793,744,900
218953,-761,1120,1072
218991,-789,1261,1059
219031,-793,1097,1017
219071,-718,1280,1133
219111,-653,1216,988
219151,-582,1397,1116
219216,-734,1491,957
219271,-1032,1580,946
219291,-1177,1677,905
219320,-1171,1740,843
219351,-1132,1474,719
219400,-859,1285,660
219453,-616,1337,759
219511,-508,1386,802
219563,-393,1411,792
219570,-357,1407,808
219621,-174,1390,819
219662,1,1392,806
219704,48,1399,820
219747,118,1412,872
219763,57,1455,844
219810,12,1566,983
219864,-242,2258,1158
219871,-226,2140,1112
219920,-805,1572,1045
219960,-1506,1871,963
220000,-1437,1568,730
220031,-1180,1202,760
220074,-955,1215,834
220131,-678,1119,795
220160,-744,1242,889
220200,-703,1230,953
220240,-766,1135,844
220280,-418,1343,890
220320,-95,1683,1197
220360,-476,1425,1003
220424,-320,1388,1039
220473,-135,1765,1031
220482,-100,1767,1033
220523,-16,1639,969
220574,-55,1789,991
220623,-24,1803,957
220635,-4,1613,920
220684,84,1624,882
220737,199,1813,875
220751,127,1764,878
220792,84,1785,865
220831,34,1794,819
220883,44,1916,831
220934,58,1724,705
220951,-26,1651,723
220991,97,1740,733
221031,105,1747,736
221071,90,1859,794
221111,11,1582,774
221151,-58,1382,893
221212,-18,1683,1179
221272,-142,1580,1202
221281,-169,1575,1261
221343,-240,1468,1313
221353,-344,1434,1284
221393,-426,1114,1363
221453,-507,972,1309
221504,-544,1079,1218
221512,-507,1031,1167
221556,-168,815,982
221613,-221,1687,1022
221652,-130,1832,914
221703,-177,1757,805
221711,-139,1772,895
221754,-127,1783,947
221792,-273,1561,959
221832,-286,1249,1089
221871,-220,1377,1148
221911,-20,1630,1212
221952,-180,1440,1159
222012,-228,1508,1235
222063,-296,1409,1216
222072,-305,1418,1196
222111,-244,1571,1191
222152,-132,1472,1020
222205,-115,1333,929
222263,22,1499,901
222272,3,1451,905
222323,-17,1444,957
222383,78,1723,1039
222425,144,1794,1051
222434,111,1776,1073
222472,0,1691,1132
222522,92,2043,1043
222584,295,1850,1152
222591,323,1857,1130
222633,409,1680,952
222673,496,1805,997
222713,663,2049,1033
222753,707,1768,973
222816,714,1601,1009
222866,686,1471,993
222873,557,1550,938
222912,606,1624,789
222952,629,1873,828
222992,726,1667,763
223032,662,1541,782
223072,801,1799,854
223123,759,1332,801
223186,967,1670,821
223225,943,1717,824
223232,874,1641,794
223277,810,1514,777
223324,866,1671,889
223384,618,1358,842
223393,677,1310,819
223453,855,1506,859
223503,756,1207,663
223562,1086,1598,839
223573,1062,1642,874
223593,1008,1598,888
223655,958,1273,755
223714,1065,1231,497
223722,1066,1361,527
223752,972,1851,573
223792,821,1671,435
223832,620,1370,154
223872,-175,2239,290
223912,289,1725,-248
223952,476,1676,-104
224022,2229,664,77
224066,3309,600,-295
224073,3250,382,-266
224124,2174,1947,1441
224174,444,1561,903
224224,-1096,5123,4367
224235,1029,8651,88
224273,1139,-337,-1456
224323,1670,1315,1178
224365,813,-55,580
224423,1838,2402,667
224467,790,1367,671
224473,854,1559,760
224523,388,1662,413
224553,196,1948,548
224593,661,1421,294
224633,1737,2316,811
224673,286,1061,-287
224713,1612,2372,-45
224753,682,1267,-242
224820,1020,1559,-119
224866,1043,2012,-245
224874,1051,2022,-232
224913,793,2255,-71
224974,1295,1683,413
225023,571,1341,-14
225065,1642,1595,-198
225073,2223,1859,-76
225125,302,1516,-941
225175,1413,2333,-553
225234,1178,2225,-474
225327,299,991,225
225331,226,992,214
225334,256,1024,206
225353,994,1613,34
225393,1056,1870,-66
225433,777,1728,-31
