elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max,ppg_contact
89688,lying,1,0,75.00,1837.8,9.6,1.01,1857.1,1
90088,lying,1,0,75.00,1837.8,9.7,1.01,1857.1,1
90488,lying,1,0,75.00,1838.4,10.2,1.02,1873.3,1
90888,lying,1,0,75.00,1838.0,10.2,1.02,1873.3,1
91288,lying,1,0,75.00,1838.4,10.1,1.02,1873.3,1
91689,lying,1,0,75.00,1838.0,9.7,1.02,1873.3,1
92089,lying,1,0,75.00,1839.0,10.0,1.02,1873.3,1
92489,lying,1,0,75.00,1839.6,10.9,1.02,1880.2,1
92889,lying,1,0,75.00,1840.5,10.2,1.02,1880.2,1
93289,lying,1,0,75.00,1840.9,10.6,1.02,1880.2,1
93689,lying,1,0,75.00,1840.8,11.2,1.02,1880.2,1
94090,lying,1,0,73.54,1842.0,12.2,1.02,1880.2,1
94490,lying,1,0,73.54,1840.8,12.0,1.02,1880.2,1
94890,lying,1,0,73.54,1841.1,10.8,1.02,1876.5,1
95290,lying,1,0,73.54,1843.2,13.9,1.03,1893.9,1
95690,lying,1,0,73.54,1879.5,120.0,1.43,2679.2,1
96091,lying,1,0,73.54,1861.5,147.9,1.44,2679.2,1
96491,lying,1,0,73.54,1858.6,152.9,1.44,2679.2,1
96891,lying,1,0,73.54,1863.6,158.2,1.44,2679.2,1
97291,lying,1,0,73.54,1881.0,170.5,1.42,2679.2,1
97691,lying,1,0,73.54,1879.3,178.7,1.43,2679.2,1
98091,lying,1,0,84.12,1874.0,172.6,1.28,2397.0,1
98492,lying,1,0,84.12,1899.1,152.2,1.26,2397.0,1
98892,lying,1,0,84.12,1907.7,151.2,1.26,2397.0,1
99292,lying,1,0,84.12,1925.3,146.3,1.25,2397.0,1
99692,lying,1,0,84.12,1937.2,140.0,1.24,2397.0,1
100092,lying,1,0,84.12,1952.6,125.6,1.23,2397.0,1
100493,lying,1,0,84.12,1921.0,98.7,1.08,2068.7,1
100893,lying,1,0,84.12,1953.9,127.4,1.25,2436.4,1
101293,lying,1,0,72.63,1970.5,114.8,1.24,2436.4,1
101693,lying,1,0,72.63,1963.0,117.6,1.24,2436.4,1
102093,lying,1,0,72.63,1937.8,122.8,1.26,2436.4,1
102494,lying,0,0,72.63,1931.1,123.0,1.26,2436.4,1
102894,lying,0,0,72.63,1937.5,117.1,1.26,2436.4,1
103294,lying,0,0,72.63,1901.2,70.4,1.06,2024.4,1
103694,lying,0,0,72.63,1877.2,67.3,1.08,2024.4,1
104094,lying,0,0,72.63,1861.0,76.2,1.09,2024.6,1
104494,lying,0,0,72.63,1857.1,73.6,1.09,2024.6,1
104895,lying,0,0,72.63,1852.2,80.1,1.11,2057.4,1
105295,lying,0,0,72.63,1846.2,87.9,1.11,2057.4,1
105695,lying,0,0,72.63,1848.9,112.3,1.28,2370.6,1
106095,lying,0,0,72.63,1851.5,110.4,1.28,2370.6,1
106495,lying,0,0,72.63,1851.5,100.1,1.28,2370.6,1
106896,lying,0,0,72.63,1848.6,97.4,1.28,2370.6,1
107296,lying,0,0,72.63,1844.0,87.7,1.29,2370.6,1
107696,lying,0,0,72.63,1843.9,75.0,1.29,2370.6,1
108096,lying,0,0,72.63,1837.8,16.3,1.04,1919.2,1
108496,lying,0,0,72.63,1836.1,11.6,1.02,1864.9,1
108897,lying,0,0,72.63,1842.5,23.3,1.07,1971.8,1
109297,lying,0,0,72.63,1847.3,51.4,1.12,2070.6,1
109697,lying,0,0,72.63,1843.8,55.2,1.12,2070.6,1
110097,lying,0,0,72.63,1840.0,59.1,1.13,2070.6,1
110497,lying,0,0,72.63,1838.7,127.1,1.37,2525.6,1
110888,lying,0,0,72.63,1839.3,128.3,1.37,2525.6,1
111288,lying,0,0,72.63,1833.9,128.0,1.38,2525.6,1
111688,lying,0,0,72.63,1830.2,134.7,1.38,2525.6,1
112088,lying,0,0,72.63,1833.1,133.7,1.38,2525.6,1
112488,lying,0,0,72.63,1835.2,132.2,1.38,2525.6,1
112888,lying,0,0,72.63,1834.4,69.7,1.23,2260.8,1
113289,lying,0,0,72.63,1832.4,67.5,1.23,2260.8,1
113689,lying,0,0,72.63,1832.1,64.6,1.23,2260.8,1
114089,lying,0,0,72.63,1831.5,12.8,1.02,1868.8,1
114489,lying,0,0,72.63,1830.2,10.8,1.01,1856.8,1
114889,lying,0,0,72.63,1830.2,9.4,1.01,1856.8,1
115290,lying,0,0,72.63,1830.1,8.0,1.01,1850.3,1
115690,lying,0,0,72.63,1831.2,8.5,1.01,1850.3,1
116090,lying,0,0,72.63,1832.3,11.5,1.02,1865.2,1
116490,lying,0,0,72.63,1832.6,12.9,1.02,1865.2,1
116890,lying,0,0,72.63,1831.9,13.8,1.02,1865.2,1
117291,lying,0,0,72.63,1831.5,14.4,1.02,1865.2,1
117691,lying,0,0,72.63,1832.0,14.6,1.02,1865.2,1
118091,lying,0,0,72.63,1830.8,14.5,1.02,1865.2,1
118491,lying,0,0,72.63,1828.0,12.5,1.02,1863.9,1
118891,lying,0,0,72.63,1827.0,11.1,1.02,1854.8,1
119291,lying,0,0,72.63,1828.1,10.5,1.01,1847.6,1
119692,lying,0,0,72.63,1828.0,10.7,1.01,1848.4,1
120092,lying,0,0,72.63,1826.8,10.4,1.01,1848.4,1
120492,lying,0,0,72.63,1826.9,10.1,1.01,1848.4,1
120892,lying,0,0,72.63,1827.8,9.8,1.01,1848.4,1
121292,lying,0,0,72.63,1828.1,10.3,1.01,1850.0,1
121693,lying,0,0,72.63,1826.9,10.1,1.01,1850.0,1
122093,lying,0,0,72.63,1826.9,10.0,1.01,1850.0,1
122493,lying,0,0,72.63,1828.2,9.7,1.01,1850.0,1
122893,lying,0,0,72.63,1828.5,9.5,1.01,1850.0,1
