elapsed_ms,ir
105496,1045
105507,987
105516,959
105525,914
105536,907
105545,865
105555,828
105566,818
105575,790
105585,781
105596,794
105605,782
105616,780
105625,792
105635,790
105646,816
105655,807
105666,847
105675,861
105685,849
105695,867
105705,904
105715,902
105726,917
105735,899
105746,920
105755,920
105765,912
105776,922
105785,947
105795,932
105806,937
105815,951
105826,940
105835,938
105845,939
105856,944
105865,959
105875,949
105886,963
105895,947
105906,962
105915,971
105926,970
105935,967
105946,966
105955,960
105966,965
105975,961
105986,985
105996,996
106095,959
106145,1053
106155,1031
106166,1051
106175,1043
106186,1075
106195,1077
106205,1084
106216,1124
106225,1139
106235,1135
106246,1158
106255,1153
106266,1183
106275,1192
106285,1209
106296,1238
106306,1240
106315,1244
106325,1255
106335,1258
106346,1268
106355,1251
106366,1289
106375,1266
106386,1269
106395,1265
106406,1281
106415,1267
106426,1264
106435,1257
106446,1270
106455,1254
106466,1253
106475,1255
106486,1266
106495,1241
106506,1243
106515,1229
106525,1232
106536,1232
106545,1213
106556,1204
106565,1190
106576,1206
106585,1184
106596,1187
106605,1179
106616,1164
106625,1155
106636,1128
106695,1097
106785,1090
106789,1257
106798,1023
106807,1049
106815,1005
106825,1025
106836,1010
106845,1000
106856,1006
106865,988
106876,999
106885,979
106896,969
106905,953
106916,972
106925,965
106936,957
106945,953
106956,946
106965,928
106976,928
106985,919
106996,931
107005,908
107016,916
107025,888
107036,909
107045,885
107056,882
107065,908
107076,896
107085,869
107096,894
107108,891
107115,908
107125,916
107136,911
107145,923
107156,918
107165,927
107176,959
107185,946
107195,960
107205,974
107215,992
107225,1010
107235,1011
107245,1017
107255,1030
107265,1037
107275,1046
107285,1049
107295,1051
107305,1065
107360,1057
107406,1096
107417,1069
107471,1066
107476,1046
107485,1076
107496,1061
107506,1051
107516,1056
107526,1065
107536,1051
107545,1065
107556,1062
107596,1048
107605,1029
107616,1033
107625,1012
107635,1045
107645,1011
107656,1040
107666,1009
107676,1025
107685,993
107695,997
107705,997
107715,981
107725,974
107735,987
107745,978
107755,961
107765,961
107775,956
107785,943
107795,942
107805,923
107815,914
107825,906
107835,892
107845,860
107855,844
107865,815
107875,784
107885,757
107895,765
107905,711
107916,703
107925,677
107935,647
107945,625
107955,586
107965,578
107975,547
107985,517
107995,507
108005,485
108015,449
108025,438
108035,411
108045,390
108055,404
108065,383
108075,372
108085,379
108095,373
108105,367
108115,366
108125,373
108135,365
108145,382
108155,385
108165,383
108215,438
108268,485
108277,491
108337,578
108346,587
108406,657
108416,699
108425,709
108435,697
108445,713
108455,744
108465,744
108475,752
108485,784
108495,779
108505,809
108515,816
108525,822
108535,830
108545,845
108555,862
108565,880
108575,888
108585,918
108595,906
108605,931
108615,949
108625,967
108635,981
108645,975
108655,999
108665,1012
108675,1030
108685,1058
108695,1050
108749,1118
108754,1150
108765,1133
108775,1151
108786,1165
108796,1190
108806,1205
108815,1214
108826,1215
108836,1227
108846,1244
108896,1281
108947,1339
108957,1355
109010,1395
109016,1377
109024,1446
109035,1417
109045,1428
109055,1420
109066,1438
109075,1445
109085,1442
109095,1438
109196,1385
109205,1380
109215,1341
109226,1312
109235,1284
109245,1261
109255,1234
109266,1166
109275,1142
109285,1082
109295,1057
109306,1017
109316,983
109326,939
109336,915
109345,860
109355,848
109365,813
109375,797
109386,784
109396,787
109405,771
109415,785
109426,784
109436,794
109446,793
109456,828
109465,827
109475,835
109485,856
109495,871
109596,886
109605,938
109658,915
109666,937
109675,956
109727,960
109737,953
109786,827
109796,960
109806,964
109816,975
109825,986
109836,960
109846,985
109855,978
109866,982
109876,990
109886,996
109896,974
109955,1020
109966,1002
109976,1034
109985,1038
109995,1032
110006,1032
110016,1047
110025,1075
110036,1066
110046,1112
110056,1126
110065,1116
110076,1144
110086,1148
110096,1173
110105,1185
110116,1191
110126,1199
110136,1214
110145,1217
110156,1247
110166,1239
110176,1240
110185,1256
110196,1265
110206,1275
110216,1264
110225,1260
110236,1277
110246,1264
110256,1263
110265,1267
110275,1249
110328,1238
110336,1265
110386,1248
110438,1197
110445,1161
110505,1128
110555,1073
110565,1071
110575,1049
110585,1050
110595,1043
110605,1020
110615,1022
110625,1042
110635,1022
110645,1023
110655,1010
110665,1031
110675,1000
110685,1005
110695,1000
110748,976
110755,955
110765,966
110776,971
110786,985
110796,951
110805,951
110815,939
110825,934
110866,911
110875,904
110886,926
110895,899
110906,890
110916,901
110925,898
110936,911
110945,887
110955,898
110965,902
110975,897
110985,886
110995,897
111005,900
111015,913
111025,905
111036,917
111045,944
111108,992
111117,1015
111220,975
111265,1066
111277,1046
111285,1080
111295,1060
111305,1080
111316,1065
111325,1071
111336,1059
111345,1067
111356,1070
111365,1074
111376,1053
111385,1064
111396,1065
111405,1044
111416,1048
111425,1054
111436,1044
111445,1040
111456,1038
111465,1040
111476,1053
111485,1041
111496,1033
111555,1034
111565,1007
111576,1019
111585,1024
111596,1016
111605,996
111616,1008
111625,1015
111636,998
111645,1000
111656,989
111665,980
111675,976
111686,965
111695,969
111705,948
111716,939
111725,955
111735,916
111745,924
111756,912
111765,899
111776,879
111830,706
111836,736
111886,765
111895,637
111999,401
112006,424
112016,420
112026,377
112035,387
112046,364
112055,374
112065,372
112075,365
112086,374
112095,373
112105,380
112116,381
112125,395
112136,396
112145,411
112156,417
112165,433
112176,440
112185,443
112196,440
112205,472
112216,473
112267,532
112276,529
112285,559
112296,565
112356,634
112365,662
112375,672
112385,681
112396,687
112405,712
112416,714
112425,729
112436,723
112445,763
112456,758
112465,771
112476,800
112485,815
112496,817
112505,807
112558,837
112562,472
112567,865
112578,913
112638,988
112697,1053
112705,1080
112765,1157
112775,1167
112785,1179
112795,1176
112806,1203
112815,1206
112825,1235
112836,1211
112845,1238
112856,1243
112865,1272
112875,1287
112886,1284
112895,1292
112905,1316
112916,1300
112925,1325
112936,1344
112945,1349
112955,1350
112966,1360
112975,1384
112985,1388
112996,1383
113005,1399
113016,1389
113025,1403
113035,1403
113046,1414
113055,1428
113065,1428
113076,1437
113085,1437
113096,1436
113150,1442
113156,1429
113165,1424
113175,1429
113186,1427
113195,1401
113206,1410
113259,1297
113265,1280
113275,1260
113330,1104
113336,1054
113396,854
113407,767
113415,836
113425,803
113435,786
113446,780
113455,783
113466,795
113475,792
113485,791
113496,828
113555,916
113565,889
113576,896
113585,910
113595,908
113606,914
113615,918
113626,943
113635,943
113645,928
113656,921
113665,936
113675,935
113686,943
113695,954
113706,962
113715,936
113725,945
113736,960
113745,966
113755,946
113766,974
113775,965
113786,956
113795,964
113805,964
113816,969
113825,946
113835,967
113846,971
113855,958
113866,986
113875,964
113885,969
113896,984
113948,961
113998,1004
114008,975
114053,1037
114065,1020
114116,1046
114125,1115
114178,1151
114226,1173
114229,964
114235,1220
114246,1253
114255,1240
114266,1268
