elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max,ppg_contact,seconds_left
1340990,sitting,1,0,75.72,2014.4,7.7,1.01,2036.5,1,78
1341390,sitting,1,0,75.72,2014.2,8.0,1.01,2036.5,1,78
1341790,sitting,1,0,70.94,2014.6,7.8,1.01,2036.5,1,78
1342190,sitting,1,0,70.94,2013.9,7.7,1.01,2036.5,1,77
1342591,sitting,1,0,70.94,2014.1,8.2,1.01,2036.5,1,77
1342991,sitting,1,0,70.94,2013.1,7.0,1.01,2032.1,1,76
1343391,sitting,1,0,70.94,2013.2,7.7,1.01,2032.1,1,76
1343791,sitting,1,0,70.94,2013.1,7.3,1.01,2031.5,1,76
1344191,sitting,1,0,70.94,2013.3,7.5,1.01,2031.5,1,75
1344591,sitting,1,0,70.94,2013.2,7.6,1.01,2031.5,1,75
1344992,sitting,0,0,70.94,2013.5,7.7,1.01,2031.5,1,74
1345392,sitting,0,0,70.94,2014.0,7.5,1.01,2031.5,1,74
1345792,sitting,0,0,75.9,2016.6,33.7,1.05,2122.7,1,74
1346192,sitting,0,0,75.9,2022.9,91.6,1.15,2321.5,1,73
1346592,sitting,0,0,84.18,2074.3,154.3,1.21,2516.9,1,73
1346991,sitting,0,0,84.18,2143.0,215.0,1.32,2838.1,1,72
1347393,sitting,0,0,84.18,2194.1,215.9,1.29,2838.1,1,72
1347793,sitting,0,0,84.18,2256.8,219.2,1.26,2838.1,1,72
1348193,sitting,0,0,84.18,2227.7,298.5,1.27,2838.1,1,71
1348593,sitting,0,0,84.18,2225.8,324.5,1.28,2838.1,1,71
1348993,sitting,0,0,84.18,2128.9,373.5,1.33,2838.1,1,70
1349393,sitting,0,0,84.18,2055.3,352.0,1.3,2666.3,1,70
1349794,sitting,0,0,84.18,1963.5,345.2,1.36,2666.3,1,70
1350194,sitting,0,0,84.18,1879.6,283.4,1.42,2666.3,1,69
1350594,sitting,0,0,84.18,1897.6,269.9,1.41,2666.3,1,69
1350994,sitting,0,0,84.18,1873.9,216.3,1.36,2540.7,1,68
1351394,sitting,0,0,84.18,1893.9,187.4,1.34,2540.7,1,68
1351844,sitting,0,0,84.18,1885.2,169.4,1.35,2540.7,1,68
1352195,sitting,0,0,78.75,1903.5,160.2,1.33,2540.7,1,67
1352595,sitting,0,0,78.75,1902.9,156.8,1.34,2540.7,1,67
1352995,sitting,0,0,78.75,1887.1,87.3,1.14,2144.3,1,66
1353395,sitting,0,0,78.75,1882.4,84.1,1.14,2144.3,1,66
1353795,sitting,0,0,78.75,1884.6,78.6,1.14,2144.3,1,66
1354195,sitting,0,0,78.75,1876.3,54.5,1.1,2060.5,1,65
1354596,sitting,0,0,78.75,1877.3,35.7,1.1,2060.5,1,65
1354996,sitting,0,0,78.75,1881.9,57.8,1.17,2209.3,1,64
1355396,sitting,0,0,78.75,1888.1,127.0,1.31,2472.6,1,64
1355796,sitting,0,0,78.75,1898.3,143.9,1.3,2472.6,1,64
1356196,sitting,0,0,78.75,1904.0,173.6,1.3,2472.6,1,63
1356596,sitting,0,0,78.75,1909.9,182.2,1.29,2472.6,1,63
1356987,sitting,0,0,78.75,1913.2,184.2,1.29,2472.6,1,62
1357387,sitting,0,0,78.75,1908.5,177.6,1.3,2472.6,1,62
1357787,sitting,0,0,78.75,1904.7,137.5,1.22,2319.1,1,62
1358187,sitting,0,0,78.75,1897.6,119.9,1.22,2307.6,1,61
