elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max,ppg_contact,seconds_left
1453340,lying,0,0,65.99,1880.0,227.0,1.54,2898.1,1,74
1453739,lying,0,0,65.99,1898.3,247.1,1.53,2898.1,1,74
1454139,lying,0,0,65.99,1902.6,257.1,1.52,2898.1,1,73
1454539,lying,0,0,65.99,1890.9,258.1,1.53,2898.1,1,73
1454939,lying,0,0,65.99,1930.0,266.1,1.5,2898.1,1,73
1455340,lying,0,0,65.99,1935.7,258.9,1.5,2898.1,1,72
1455740,lying,0,0,65.99,1918.4,168.8,1.32,2533.2,1,72
1456140,lying,0,0,65.99,1909.6,137.2,1.18,2244.3,1,71
1456540,lying,0,0,65.99,1917.3,113.6,1.17,2244.3,1,71
1456941,lying,0,0,65.99,1931.5,100.4,1.16,2244.3,1,71
1457341,lying,0,0,65.99,1912.7,36.5,1.07,2055.5,1,70
1457741,lying,0,0,65.99,1911.1,25.1,1.04,1986.8,1,70
1458141,lying,0,0,65.99,1914.2,20.3,1.02,1957.8,1,69
1458532,lying,0,0,65.99,1916.4,18.6,1.02,1957.8,1,69
1458932,lying,0,0,65.99,1916.5,17.2,1.02,1957.8,1,69
1459332,lying,0,0,65.99,1917.0,16.7,1.02,1961.4,1,68
1459732,lying,0,0,65.99,1918.3,17.6,1.02,1961.4,1,68
1460133,lying,0,0,65.99,1920.1,22.7,1.05,2024.5,1,67
1460533,lying,0,0,65.99,1920.4,22.5,1.05,2024.5,1,67
1460933,lying,0,0,65.99,1920.2,24.0,1.05,2024.5,1,67
1461333,lying,0,0,65.99,1921.6,26.8,1.05,2024.5,1,66
1461734,lying,0,0,65.99,1921.6,27.2,1.05,2024.5,1,66
1462134,lying,0,0,65.99,1921.8,27.1,1.05,2024.5,1,65
1462534,lying,0,0,65.99,1920.4,23.6,1.04,1991.1,1,65
1462934,lying,0,0,68.17,1921.2,23.9,1.04,1991.1,1,65
1463334,lying,0,0,68.17,1921.4,24.1,1.04,1991.1,1,64
1463735,lying,0,0,68.17,1919.3,25.1,1.04,2002.2,1,64
1464135,lying,0,0,68.17,1919.8,24.2,1.04,2002.2,1,63
1464535,lying,0,0,68.17,1919.8,24.8,1.04,2002.2,1,63
1464935,lying,0,0,68.17,1921.3,24.4,1.04,2002.2,1,63
1465336,lying,0,0,68.17,1920.9,23.4,1.04,2002.2,1,62
1465736,lying,0,0,68.17,1921.7,21.8,1.04,2002.2,1,62
1466136,lying,0,0,68.17,1923.4,18.2,1.02,1958.3,1,61
1466536,lying,0,0,68.17,1923.1,17.6,1.02,1958.3,1,61
1466937,lying,0,0,68.17,1922.8,16.5,1.02,1958.3,1,61
1467337,lying,0,0,68.17,1922.5,16.2,1.02,1958.3,1,60
1467737,lying,0,0,68.17,1924.9,17.9,1.02,1962.3,1,60
1468137,lying,0,0,68.17,1924.1,16.8,1.02,1962.3,1,59
1468538,lying,0,0,68.17,1923.8,15.5,1.02,1962.3,1,59
1468938,lying,0,0,68.17,1924.6,15.0,1.02,1962.3,1,59
1469338,lying,0,0,68.17,1927.0,16.5,1.03,1979.7,1,58
1469738,lying,0,0,68.17,1926.3,43.8,1.08,2087.8,1,58
1470139,lying,0,0,68.17,1928.4,45.5,1.08,2087.8,1,57
1470539,lying,0,0,68.17,1932.3,49.3,1.08,2087.8,1,57
1470939,lying,0,0,68.17,1931.0,60.4,1.08,2087.8,1,57
1471339,lying,0,0,61.73,1932.2,64.7,1.08,2087.8,1,56
1471740,lying,0,0,61.73,1933.4,66.7,1.08,2087.8,1,56
1472140,lying,0,0,61.73,1937.4,67.5,1.1,2129.7,1,55
1472540,lying,0,0,61.73,1935.6,73.2,1.1,2129.7,1,55
1472940,lying,0,0,61.73,1935.6,74.7,1.1,2129.7,1,55
1473340,lying,0,0,61.73,1936.9,75.0,1.1,2131.0,1,54
1473741,lying,0,0,61.73,1936.7,72.0,1.1,2131.0,1,54
1474141,lying,0,0,58.45,1934.3,70.1,1.1,2131.0,1,53
1474541,lying,0,0,58.45,1930.0,77.6,1.1,2131.0,1,53
1474941,lying,0,0,58.45,1918.8,93.9,1.11,2131.0,1,53
1475332,lying,0,0,58.45,1938.9,166.3,1.39,2691.3,1,52
1475732,lying,0,0,58.45,1937.3,164.5,1.39,2691.3,1,52
1476132,lying,0,0,58.45,1937.4,164.9,1.39,2691.3,1,51
1476532,lying,0,0,58.45,1937.5,164.9,1.39,2691.3,1,51
1476933,lying,0,0,58.45,1938.7,155.8,1.39,2691.3,1,51
1477333,lying,0,0,58.45,1948.1,142.2,1.38,2691.3,1,50
1477733,lying,0,0,58.45,1923.5,34.0,1.06,2031.1,1,50
1478133,lying,0,0,58.45,1925.7,23.1,1.05,2018.8,1,49
1478534,lying,0,0,58.45,1924.1,17.4,1.02,1966.8,1,49
1478933,lying,0,0,58.45,1923.5,16.5,1.02,1966.8,1,49
1479334,lying,0,0,58.45,1924.8,16.5,1.02,1965.1,1,48
1479734,lying,0,0,58.45,1925.3,14.7,1.02,1962.1,1,48
1480135,lying,0,0,58.45,1926.5,14.4,1.02,1962.1,1,47
1480535,lying,0,0,58.45,1925.4,14.7,1.02,1962.1,1,47
1480935,lying,0,0,58.45,1925.8,17.1,1.03,1981.0,1,47
1481335,lying,0,0,58.45,1927.9,24.1,1.05,2019.6,1,46
1481735,lying,0,0,58.45,1925.6,33.2,1.05,2019.6,1,46
1482136,lying,0,0,58.45,1926.5,34.3,1.05,2019.6,1,45
1482536,lying,0,0,58.45,1928.1,36.9,1.05,2019.6,1,45
1482936,lying,0,0,58.45,1931.3,39.6,1.05,2019.6,1,45
1483336,lying,0,0,58.45,1932.1,38.8,1.05,2019.6,1,44
1483736,lying,0,0,58.45,1932.5,35.9,1.04,2017.6,1,44
1484136,lying,0,0,58.45,1932.1,28.1,1.04,2002.1,1,43
1484536,lying,0,0,58.45,1933.3,27.2,1.04,2002.1,1,43
1484936,lying,0,0,58.45,1933.4,25.6,1.04,2002.1,1,43
1485336,lying,0,0,58.45,1933.0,24.7,1.04,2005.6,1,42
1485737,lying,0,0,58.45,1933.0,26.4,1.04,2005.6,1,42
1486137,lying,0,0,58.45,1931.6,27.2,1.04,2005.6,1,41
1486537,lying,0,0,58.45,1934.4,37.2,1.05,2039.8,1,41
1486937,lying,0,0,58.45,1931.4,48.1,1.06,2039.8,1,41
1487337,lying,0,0,58.45,1936.4,140.3,1.47,2846.3,1,40
1487737,lying,0,0,58.45,1927.4,165.1,1.48,2846.3,1,40
1488137,lying,0,0,58.45,1931.0,169.5,1.47,2846.3,1,39
1488537,lying,0,0,58.45,1936.7,175.1,1.47,2846.3,1,39
1488937,lying,0,0,58.45,1932.2,175.4,1.47,2846.3,1,39
1489338,lying,0,0,65.03,1934.2,199.9,1.47,2846.3,1,38
1489738,lying,0,0,65.03,1928.4,152.8,1.36,2626.3,1,38
1490138,lying,0,0,65.03,1932.7,126.1,1.36,2626.3,1,37
1490538,lying,0,0,65.03,1929.4,120.6,1.36,2626.3,1,37
1490938,lying,0,0,65.03,1923.9,111.8,1.37,2626.3,1,37
1491338,lying,0,0,65.03,1930.0,108.8,1.36,2626.3,1,36
1491738,lying,0,0,65.03,1929.7,41.2,1.06,2035.9,1,36
1492138,lying,0,0,65.03,1929.7,29.0,1.03,1983.8,1,35
1492538,lying,0,0,65.03,1934.5,23.3,1.03,1983.8,1,35
1492939,lying,0,0,65.03,1935.8,18.0,1.02,1977.1,1,35
1493339,lying,0,0,65.03,1936.6,16.9,1.02,1977.1,1,34
1493739,lying,0,0,65.03,1935.2,15.6,1.02,1967.2,1,34
1494139,lying,0,0,65.03,1939.8,20.7,1.05,2036.6,1,33
1494539,lying,0,0,65.03,1934.1,39.3,1.05,2036.6,1,33
1494939,lying,0,0,65.03,1931.6,42.2,1.05,2036.6,1,33
1495338,lying,0,0,73.95,1930.3,44.8,1.06,2036.6,1,32
1495739,lying,0,0,73.95,1929.1,44.6,1.06,2036.6,1,32
1496140,lying,0,0,73.95,1928.8,45.3,1.06,2036.6,1,31
1496540,lying,0,0,73.95,1925.0,41.6,1.05,2014.2,1,31
1496940,lying,0,0,73.95,1931.2,27.2,1.03,1991.9,1,31
1497340,lying,0,0,73.95,1932.4,23.0,1.03,1991.9,1,30
1497740,lying,0,0,73.95,1932.2,19.2,1.03,1991.1,1,30
1498140,lying,0,0,73.95,1933.4,22.8,1.03,1991.1,1,29
1498540,lying,0,0,73.95,1931.2,34.2,1.05,2023.2,1,29
1498940,lying,0,0,73.95,1930.9,38.1,1.05,2023.2,1,29
1499340,lying,0,0,73.95,1930.9,38.8,1.05,2023.2,1,28
1499741,lying,0,0,73.95,1930.7,39.1,1.05,2023.2,1,28
1500141,lying,0,0,74.33,1931.4,40.6,1.05,2023.2,1,27
1500541,lying,0,0,74.33,1931.1,39.1,1.05,2023.2,1,27
1500941,lying,0,0,74.33,1934.3,27.8,1.04,2006.2,1,27
1501341,lying,0,0,74.33,1934.6,22.5,1.04,2004.6,1,26
1501741,lying,0,0,74.33,1934.8,22.7,1.04,2004.6,1,26
1502141,lying,0,0,74.33,1934.5,22.4,1.04,2004.6,1,25
1502541,lying,0,0,70.69,1934.8,17.8,1.03,1987.6,1,25
1502941,lying,0,0,70.69,1934.9,17.9,1.03,1987.6,1,25
1503332,lying,0,0,70.69,1932.1,21.3,1.03,1987.6,1,24
1503732,lying,0,0,70.69,1933.7,30.8,1.06,2056.1,1,24
1504132,lying,0,0,70.69,1934.4,30.1,1.06,2056.1,1,23
1504532,lying,0,0,70.69,1936.9,30.2,1.06,2056.1,1,23
1504932,lying,0,0,70.69,1938.7,30.4,1.06,2056.1,1,23
1505332,lying,0,0,70.69,1939.1,29.8,1.06,2056.1,1,22
1505732,lying,0,0,70.69,1941.6,27.0,1.06,2056.1,1,22
1506132,lying,0,0,70.69,1940.0,15.3,1.02,1974.7,1,21
1506532,lying,0,0,70.69,1941.0,14.9,1.02,1974.7,1,21
1506932,lying,0,0,70.69,1941.6,13.4,1.01,1970.2,1,21
1507333,lying,0,0,70.69,1940.6,13.5,1.02,1970.2,1,20
1507733,lying,0,0,70.69,1940.1,15.4,1.02,1976.2,1,20
1508133,lying,0,0,70.69,1939.3,15.3,1.02,1976.2,1,19
1508533,lying,0,0,70.69,1941.2,16.4,1.02,1976.2,1,19
1508933,lying,0,0,70.69,1940.6,15.6,1.02,1976.2,1,19
1509333,lying,0,0,70.69,1939.8,14.9,1.02,1976.2,1,18
1509733,lying,0,0,70.69,1939.0,14.6,1.02,1976.2,1,18
1510133,lying,0,0,70.69,1940.3,14.4,1.02,1975.9,1,17
1510533,lying,0,0,70.69,1940.6,20.5,1.02,1988.2,1,17
1510934,lying,0,0,70.69,1938.8,26.6,1.06,2063.7,1,17
1511334,lying,0,0,65.42,1937.0,29.1,1.07,2063.7,1,16
1511734,lying,0,0,65.42,1938.7,34.7,1.06,2063.9,1,16
1512134,lying,0,0,65.4,1938.1,39.5,1.06,2063.9,1,15
1512534,lying,0,0,65.4,1936.5,39.0,1.07,2063.9,1,15
1512934,lying,0,0,65.4,1937.9,36.4,1.07,2063.9,1,15
1513334,lying,0,0,65.4,1937.7,31.5,1.07,2063.9,1,14
1513734,lying,0,0,65.4,1948.8,53.1,1.14,2217.1,1,14
1514135,lying,0,0,65.4,1948.2,82.3,1.16,2260.2,1,13
1514535,lying,0,0,65.4,1932.7,93.8,1.17,2260.2,1,13
1514935,lying,0,0,65.4,1926.3,96.1,1.17,2260.2,1,13
1515335,lying,0,0,65.4,1920.6,98.1,1.18,2260.2,1,12
