elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max
52214,lying,1,0,75.00,1996.3,7.7,1.01,2016.0
53194,lying,1,0,75.00,1996.6,7.7,1.01,2016.0
53594,lying,1,0,75.00,1997.1,7.9,1.01,2016.0
53993,lying,1,0,75.00,1997.1,6.7,1.01,2012.1
55525,lying,1,0,75.00,1997.1,6.5,1.01,2012.1
55793,lying,1,0,75.00,1997.4,6.4,1.01,2012.1
56193,lying,1,0,75.00,1997.6,6.3,1.01,2013.3
56592,lying,1,0,75.00,1997.1,6.1,1.01,2013.3
56992,lying,1,0,75.00,1996.9,5.8,1.01,2013.3
57393,lying,1,0,75.00,1997.5,6.4,1.01,2016.2
57791,lying,1,0,75.00,1997.7,6.5,1.01,2016.2
58191,lying,1,0,75.00,1997.3,7.1,1.01,2016.2
59017,lying,1,0,75.00,1996.8,6.7,1.01,2016.2
59191,lying,1,0,75.00,1996.8,7.1,1.01,2016.2
59591,lying,1,0,75.00,1996.7,8.4,1.01,2025.1
59991,lying,1,0,75.00,1996.3,8.7,1.01,2025.1
60392,lying,1,0,75.00,1997.3,8.9,1.01,2025.1
60791,lying,1,0,75.00,1997.6,9.1,1.01,2025.1
61191,lying,1,0,75.00,1998.2,9.3,1.01,2025.1
61591,lying,1,0,75.00,1998.7,9.3,1.01,2025.1
61990,lying,1,0,75.00,1998.7,8.2,1.01,2020.2
62632,lying,1,0,75.00,1998.7,7.5,1.01,2020.2
63030,lying,1,0,75.00,1998.6,7.3,1.01,2020.2
63431,lying,1,0,75.00,1998.3,7.4,1.01,2012.6
63830,lying,1,0,75.00,1997.1,7.5,1.01,2010.4
64230,lying,1,0,75.00,1997.5,7.8,1.01,2017.2
64630,lying,0,0,75.00,1997.4,8.0,1.01,2017.2
65030,lying,0,0,75.00,1997.3,7.9,1.01,2017.2
65431,lying,0,0,75.00,1996.5,7.6,1.01,2017.2
