elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max
7802,lying,1,0,75.00,2136.2,20.8,1.03,2205.1
8202,lying,1,0,75.00,2135.9,21.4,1.03,2205.1
8602,lying,1,0,75.00,2135.2,20.9,1.03,2205.1
9002,lying,1,0,75.00,2135.8,21.2,1.03,2205.1
9402,lying,1,0,75.00,2135.9,20.4,1.03,2205.1
9802,lying,1,0,75.00,2135.9,20.1,1.03,2205.1
10203,lying,1,0,75.00,2137.5,12.7,1.01,2168.6
10602,lying,1,0,75.00,2136.9,11.8,1.01,2167.8
11001,lying,1,0,75.00,2138.1,11.9,1.01,2167.8
11402,lying,1,0,75.00,2136.8,11.7,1.01,2167.8
11801,lying,1,0,75.00,2137.0,10.7,1.01,2164.6
12201,lying,1,0,75.00,2138.0,10.3,1.01,2164.6
12601,lying,1,0,75.00,2136.6,9.2,1.01,2156.6
13002,lying,1,0,75.00,2139.4,23.2,1.04,2216.0
13402,lying,1,0,75.00,2138.3,25.2,1.04,2216.0
13802,lying,1,0,75.00,2139.8,27.7,1.04,2216.0
14202,lying,1,0,75.00,2139.4,28.2,1.04,2216.0
14605,lying,1,0,75.00,2143.0,32.9,1.04,2231.4
15002,lying,1,0,75.00,2139.6,45.9,1.04,2231.4
15402,lying,1,0,75.00,2136.9,40.8,1.04,2231.4
15802,lying,1,0,75.00,2137.8,39.7,1.04,2231.4
16202,lying,1,0,75.00,2137.5,38.0,1.04,2231.4
16602,lying,1,0,75.00,2139.3,37.7,1.04,2231.4
17001,lying,1,0,75.00,2132.6,34.9,1.04,2217.7
17402,lying,1,0,75.00,2137.5,20.4,1.04,2229.7
17802,lying,1,0,75.00,2140.7,22.5,1.04,2229.7
18202,lying,1,0,75.00,2138.3,28.9,1.04,2229.7
18603,lying,1,0,75.00,2139.5,30.2,1.04,2229.7
19004,lying,1,0,75.00,2139.1,34.7,1.05,2253.2
19401,lying,1,0,75.00,2141.8,32.6,1.05,2253.2
19802,lying,1,0,75.00,2142.3,31.0,1.05,2253.2
20202,lying,1,0,75.00,2137.2,37.1,1.07,2278.3
20602,lying,1,0,75.00,2142.2,33.7,1.06,2278.3
21002,lying,1,0,75.00,2139.0,33.2,1.07,2278.3
21402,lying,1,0,75.00,2140.0,30.4,1.06,2278.3
21802,lying,1,0,75.00,2140.5,32.2,1.06,2278.3
22202,lying,0,0,80.29,2137.4,36.8,1.07,2278.3
22602,lying,0,0,80.29,2142.8,29.7,1.06,2261.0
23003,lying,0,0,83.47,2138.8,32.6,1.06,2261.0
23402,lying,0,0,83.47,2142.7,34.0,1.06,2261.0
23802,lying,0,0,81.66,2140.0,34.3,1.06,2261.0
24202,lying,0,0,81.66,2139.8,32.6,1.06,2261.0
24602,lying,0,0,80.58,2142.0,25.8,1.03,2204.8
25002,lying,0,0,80.58,2140.8,25.3,1.03,2204.8
25402,lying,0,0,80.58,2144.2,21.8,1.02,2196.1
25802,lying,0,0,69.77,2141.8,24.6,1.05,2243.9
26202,lying,0,0,69.77,2143.6,24.3,1.05,2243.9
26602,lying,0,0,77.16,2142.5,28.5,1.05,2243.9
27002,lying,0,0,77.16,2144.2,31.5,1.05,2243.9
27406,lying,0,0,89.15,2141.6,37.0,1.05,2243.9
27801,lying,0,0,90.99,2140.3,39.2,1.05,2243.9
28202,lying,0,0,90.99,2142.6,36.4,1.03,2215.4
28602,lying,0,0,92.09,2142.5,38.4,1.03,2215.4
29001,lying,0,0,92.09,2141.3,46.7,1.08,2313.0
29401,lying,0,0,88.59,2142.7,48.0,1.08,2313.0
29802,lying,0,0,88.59,2140.3,46.0,1.08,2313.0
30202,lying,0,0,88.59,2141.7,44.4,1.08,2313.0
30602,lying,0,0,88.59,2139.5,43.9,1.08,2313.0
31001,lying,0,0,88.59,2138.9,40.6,1.08,2313.0
31403,lying,0,0,88.59,2139.7,28.4,1.03,2205.6
31803,lying,0,0,88.59,2137.2,23.8,1.03,2205.6
32202,lying,0,0,88.59,2140.9,21.4,1.03,2205.6
32602,lying,0,0,88.59,2138.4,19.2,1.03,2194.3
33002,lying,0,0,88.59,2140.0,19.5,1.03,2194.3
33402,lying,0,0,88.59,2139.9,19.6,1.03,2194.3
33802,lying,0,0,88.59,2141.2,17.5,1.02,2194.3
34201,lying,0,0,88.59,2140.0,14.6,1.01,2168.2
34602,lying,0,0,88.59,2140.5,13.6,1.02,2175.1
35002,lying,0,0,88.59,2140.5,19.3,1.04,2231.8
35402,lying,0,0,88.59,2140.5,20.8,1.04,2231.8
35802,lying,0,0,88.59,2144.6,23.9,1.04,2231.8
36202,lying,0,0,88.59,2144.7,29.1,1.04,2231.8
36602,lying,0,0,88.59,2143.2,32.7,1.04,2231.8
37002,lying,0,0,88.59,2136.2,45.7,1.04,2231.8
37402,lying,0,0,88.59,2137.4,57.9,1.12,2397.0
37802,lying,0,0,88.59,2129.9,59.6,1.13,2397.0
38202,lying,0,0,88.59,2125.1,60.8,1.13,2397.0
38602,lying,0,0,88.59,2120.0,60.3,1.13,2397.0
39002,lying,0,0,88.59,2111.8,60.0,1.14,2397.0
39402,lying,0,0,88.59,2115.4,62.7,1.13,2397.0
39802,lying,0,0,88.59,2114.3,67.8,1.16,2461.0
40203,lying,0,0,88.59,2112.9,71.3,1.16,2461.0
40602,lying,0,0,88.59,2111.3,69.2,1.17,2461.0
41001,lying,0,0,88.59,2112.5,68.4,1.16,2461.0
41401,lying,0,0,88.59,2116.5,68.1,1.16,2461.0
41801,lying,0,0,88.59,2113.6,59.2,1.16,2461.0
42202,lying,0,0,88.59,2111.6,38.0,1.06,2229.2
42602,lying,0,0,88.59,2114.3,35.6,1.04,2202.7
43002,lying,0,0,88.59,2113.0,35.5,1.04,2202.7
43402,lying,0,0,88.59,2111.1,34.1,1.04,2202.7
43803,lying,0,0,88.59,2111.2,32.9,1.04,2202.7
44203,lying,0,0,88.59,2114.9,36.9,1.04,2202.7
44605,lying,0,0,88.59,2113.6,34.6,1.04,2202.7
45003,lying,0,0,88.59,2116.3,28.3,1.04,2198.5
45403,lying,0,0,88.59,2116.0,25.0,1.04,2198.5
45803,lying,0,0,88.59,2118.0,24.2,1.04,2198.5
46203,lying,0,0,88.59,2119.3,22.5,1.04,2198.5
46603,lying,0,0,88.59,2117.6,16.0,1.02,2170.2
47003,lying,0,0,88.59,2117.9,13.5,1.02,2170.2
47403,lying,0,0,88.59,2116.2,11.0,1.01,2143.0
47803,lying,0,0,88.59,2116.2,9.8,1.01,2143.0
48203,lying,0,0,88.59,2116.5,9.3,1.01,2143.0
48604,lying,0,0,88.59,2117.3,8.9,1.01,2143.0
49003,lying,0,0,88.59,2117.5,7.3,1.01,2135.5
49403,lying,0,0,88.59,2117.9,7.5,1.01,2135.5
49803,lying,0,0,88.59,2117.9,7.6,1.01,2135.5
50203,lying,0,0,88.59,2118.7,7.5,1.01,2135.5
50603,lying,0,0,88.59,2118.2,7.3,1.01,2131.8
51003,lying,0,0,88.59,2118.2,7.2,1.01,2132.3
51403,lying,0,0,88.59,2118.4,7.3,1.01,2132.3
51803,lying,0,0,88.59,2117.4,7.5,1.01,2132.3
52203,lying,0,0,88.59,2117.7,7.3,1.01,2132.3
52603,lying,0,0,88.59,2118.2,7.5,1.01,2133.1
53005,lying,0,0,88.59,2118.6,7.8,1.01,2133.1
53403,lying,0,0,88.59,2118.1,8.2,1.01,2133.1
53803,lying,0,0,88.59,2118.0,8.4,1.01,2133.1
54203,lying,0,0,88.59,2118.8,8.0,1.01,2133.1
54603,lying,0,0,88.59,2118.6,8.1,1.01,2135.4
55003,lying,0,0,88.59,2117.9,8.1,1.01,2135.4
55403,lying,0,0,88.59,2117.6,7.7,1.01,2135.4
55803,lying,0,0,88.59,2118.8,7.5,1.01,2140.9
56203,lying,0,0,88.59,2119.2,7.4,1.01,2140.9
56603,lying,0,0,76.23,2119.0,7.5,1.01,2140.9
57004,lying,0,0,76.23,2118.7,7.3,1.01,2140.9
57405,lying,0,0,76.23,2118.8,7.5,1.01,2140.9
57803,lying,0,0,76.23,2119.8,8.0,1.01,2141.1
58202,lying,0,0,76.23,2118.5,9.6,1.01,2144.1
58603,lying,0,0,76.23,2117.7,9.8,1.01,2144.1
59003,lying,0,0,76.23,2118.3,9.8,1.01,2144.1
59403,lying,0,0,76.23,2118.7,9.6,1.01,2144.1
59803,lying,0,0,76.23,2118.7,9.2,1.01,2144.1
60203,lying,0,0,76.23,2118.0,8.7,1.01,2144.1
60603,lying,0,0,76.23,2118.0,7.1,1.01,2137.0
61002,lying,0,0,76.23,2118.2,6.9,1.01,2137.0
61404,lying,0,0,76.23,2117.5,6.8,1.01,2137.0
61805,lying,0,0,76.23,2117.7,7.2,1.01,2137.0
62203,lying,0,0,76.23,2118.5,7.4,1.01,2137.0
62603,lying,0,0,76.23,2118.3,7.2,1.01,2130.2
63003,lying,0,0,76.23,2118.6,8.1,1.01,2136.4
63403,lying,0,0,76.23,2118.1,8.1,1.01,2136.4
63803,lying,0,0,76.23,2117.5,8.9,1.01,2136.4
64203,lying,0,0,76.23,2117.9,8.8,1.01,2136.4
64603,lying,0,0,76.23,2117.4,10.6,1.02,2153.8
65003,lying,0,0,76.23,2123.5,29.2,1.06,2252.2
65403,lying,0,0,76.23,2122.0,30.7,1.06,2252.2
65804,lying,0,0,76.23,2123.0,33.6,1.06,2252.2
66203,lying,0,0,76.23,2122.2,35.5,1.06,2252.2
66603,lying,0,0,76.23,2127.6,43.6,1.06,2252.2
67002,lying,0,0,76.23,2129.4,44.3,1.06,2252.2
67403,lying,0,0,76.23,2124.6,35.8,1.05,2229.2
67803,lying,0,0,76.23,2127.7,33.9,1.05,2229.2
68203,lying,0,0,76.23,2129.0,31.0,1.05,2229.2
