elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max
73226,lying,1,0,75.00,2142.4,51.0,1.07,2285.6
73625,lying,1,0,75.00,2141.9,52.4,1.07,2285.6
74025,lying,1,0,75.00,2145.2,51.5,1.07,2285.6
74425,lying,1,0,75.00,2152.6,50.0,1.06,2285.6
74825,lying,1,0,75.00,2146.7,35.8,1.05,2250.8
75225,lying,1,0,75.00,2146.2,34.1,1.05,2250.8
75626,lying,1,0,75.00,2137.7,29.4,1.03,2196.7
76025,lying,1,0,75.00,2141.5,27.1,1.03,2196.7
76425,lying,1,0,75.00,2142.0,28.1,1.03,2196.7
76825,lying,1,0,75.00,2138.1,26.5,1.03,2196.7
77225,lying,1,0,75.00,2136.9,31.5,1.03,2196.7
77625,lying,1,0,75.00,2137.3,33.3,1.04,2228.0
78025,lying,1,0,75.00,2141.5,33.0,1.04,2228.0
78425,lying,1,0,75.00,2143.8,48.0,1.06,2277.3
78825,lying,1,0,75.00,2147.0,49.2,1.06,2277.3
79225,lying,1,0,75.00,2146.5,53.6,1.06,2277.3
79625,lying,1,0,75.00,2145.8,53.1,1.06,2277.3
80029,lying,1,0,75.00,2142.3,55.9,1.06,2277.3
80425,lying,1,0,75.00,2134.7,61.6,1.07,2277.3
80825,lying,1,0,75.00,2137.8,58.0,1.07,2281.1
81225,lying,1,0,75.00,2146.9,73.8,1.08,2311.2
81625,lying,1,0,75.00,2136.0,86.2,1.08,2311.2
82025,lying,1,0,75.00,2138.1,85.1,1.08,2311.2
82425,lying,1,0,75.00,2134.7,82.3,1.08,2311.2
82825,lying,1,0,69.00,2137.8,78.6,1.08,2311.2
83225,lying,1,0,69.00,2129.9,72.6,1.09,2311.2
83625,lying,1,0,69.00,2116.5,48.9,1.04,2198.4
84026,lying,1,0,69.00,2124.5,16.8,1.02,2164.7
84425,lying,1,0,69.00,2122.8,14.3,1.02,2158.6
84825,lying,1,0,69.00,2124.8,12.8,1.02,2158.6
85225,lying,1,0,69.00,2124.6,9.4,1.01,2152.3
85625,lying,1,0,69.00,2124.9,9.1,1.01,2139.1
86025,lying,1,0,69.00,2124.7,9.1,1.01,2139.1
86425,lying,1,0,62.83,2125.0,9.9,1.01,2139.1
86825,lying,1,0,62.83,2125.5,10.7,1.01,2153.6
87225,lying,0,0,62.83,2125.6,11.0,1.01,2153.6
87625,lying,0,0,62.83,2126.6,11.2,1.01,2153.6
88025,lying,0,0,62.83,2126.4,10.6,1.01,2153.6
88426,lying,0,0,62.83,2126.1,10.7,1.01,2153.6
88825,lying,0,0,62.83,2126.1,11.2,1.01,2153.6
89224,lying,0,0,62.83,2126.5,10.7,1.01,2149.4
89625,lying,0,0,62.83,2126.5,10.5,1.01,2149.4
90025,lying,0,0,62.83,2125.7,10.8,1.01,2149.4
90425,lying,0,0,62.83,2125.4,10.5,1.01,2149.4
90825,lying,0,0,62.83,2125.8,10.1,1.01,2149.4
91225,lying,0,0,62.83,2125.9,9.3,1.01,2149.4
91625,lying,0,0,62.83,2125.1,9.1,1.01,2148.7
92025,lying,0,0,62.83,2125.9,8.9,1.01,2148.7
92428,lying,0,0,62.83,2125.2,8.4,1.01,2148.7
92828,lying,0,0,62.83,2125.7,8.4,1.01,2148.7
93225,lying,0,0,62.83,2125.6,8.2,1.01,2148.7
93625,lying,0,0,62.83,2126.6,8.5,1.01,2149.3
94025,lying,0,0,62.83,2126.6,7.9,1.01,2149.3
94425,lying,0,0,62.83,2125.6,8.2,1.01,2149.3
94825,lying,0,0,62.83,2126.8,7.2,1.01,2149.3
95225,lying,0,0,62.83,2126.8,9.8,1.02,2173.2
95625,lying,0,0,62.83,2127.4,9.8,1.02,2173.2
96025,lying,0,0,62.83,2126.3,9.1,1.02,2173.2
96425,lying,0,0,62.83,2126.7,9.3,1.02,2173.2
96825,lying,0,0,62.83,2127.1,9.4,1.02,2173.2
97227,lying,0,0,62.83,2126.4,9.8,1.02,2173.2
97625,lying,0,0,62.83,2126.2,7.4,1.01,2141.0
98025,lying,0,0,62.83,2126.1,7.5,1.01,2141.0
98425,lying,0,0,62.83,2127.0,8.1,1.01,2146.2
