elapsed_ms,ax,ay,az
51112,-1260,1046,450
51164,-1328,933,431
51214,-1728,775,676
51220,-1695,859,630
51270,-1623,851,493
51300,-1580,834,447
51341,-1577,789,514
51391,-1596,712,425
51420,-1620,711,387
51460,-1614,752,406
51500,-1603,804,409
51540,-1593,770,432
51580,-1619,746,452
51620,-1629,725,388
51660,-1608,778,419
51700,-1642,720,399
51740,-1621,734,410
51813,-1639,689,361
51817,-1640,706,372
51871,-1631,733,411
51923,-1627,754,401
51940,-1627,762,401
51980,-1626,757,387
52020,-1618,781,385
52060,-1642,749,394
52100,-1629,789,395
52141,-1627,735,407
52185,-1629,716,378
52221,-1618,765,377
52293,-1620,785,372
52300,-1613,776,379
52340,-1610,769,401
52382,-1618,808,386
52420,-1618,789,402
52463,-1611,771,389
52520,-1631,794,378
52561,-1601,832,419
52612,-1621,802,397
52621,-1608,781,396
52661,-1618,770,385
52700,-1627,769,381
52741,-1600,859,427
52780,-1623,792,394
52821,-1632,704,367
52860,-1623,791,384
52900,-1600,821,390
52941,-1618,771,377
52985,-1627,792,375
53020,-1626,787,384
53062,-1639,764,391
53114,-1620,744,358
53166,-1627,777,374
53221,-1630,788,364
53231,-1617,778,376
53261,-1635,766,363
53301,-1631,778,386
53341,-1643,764,372
53387,-1629,788,372
53421,-1625,728,378
53461,-1643,769,364
53501,-1639,759,358
53541,-1640,780,362
53582,-1632,765,353
53621,-1622,749,390
53661,-1634,749,372
53701,-1643,774,383
53763,-1624,745,364
53774,-1627,750,356
53822,-1632,743,372
53866,-1646,746,354
53925,-1627,778,358
53941,-1633,737,375
53981,-1630,754,381
54022,-1630,725,384
54061,-1644,792,367
54102,-1631,759,365
54141,-1627,752,366
54185,-1633,746,351
54222,-1621,768,364
54262,-1621,770,379
54301,-1630,759,365
54341,-1628,764,373
54381,-1640,764,368
54421,-1620,776,368
54473,-1624,747,367
54542,-1641,762,341
54583,-1636,777,358
54592,-1642,757,384
54621,-1642,739,368
54661,-1630,764,365
54723,-1649,760,357
54742,-1668,730,334
54782,-1606,902,366
54822,-1654,781,395
54861,-1674,639,332
54901,-1666,734,366
54941,-1681,642,387
54981,-1660,593,412
55021,-1714,546,408
55086,-1688,540,403
55101,-1700,557,400
55144,-1716,481,424
55204,-1720,495,391
55214,-1711,475,380
55266,-1717,507,431
55313,-1734,513,407
55362,-1718,563,400
55382,-1708,529,381
55413,-1714,485,393
55463,-1710,518,387
55507,-1712,483,400
55543,-1731,472,379
55582,-1731,496,376
55623,-1716,471,388
55653,-1718,514,378
55702,-1745,448,407
55743,-1717,573,365
55783,-1720,567,397
55823,-1729,524,391
55894,-1721,444,375
55939,-1721,513,414
55943,-1710,538,397
56038,-1728,532,389
56092,-1715,557,374
56102,-1755,487,326
56112,-1691,449,360
56143,-1713,519,361
56182,-1702,611,360
56223,-1727,470,369
56294,-1709,538,400
56302,-1705,537,399
56343,-1720,480,381
56373,-1710,531,358
56422,-1706,545,378
56453,-1689,516,397
56502,-1705,586,351
56543,-1687,647,380
56583,-1695,623,414
56622,-1684,569,430
56706,-1641,687,451
56711,-1652,661,447
56732,-1656,663,460
56772,-1660,640,451
56853,-1674,608,373
56862,-1702,617,358
56894,-1691,608,372
56932,-1648,633,443
56973,-1661,620,425
57014,-1660,660,423
57053,-1665,643,461
57093,-1650,648,459
57133,-1652,696,425
57183,-1685,615,430
57213,-1677,607,433
57263,-1650,605,423
57303,-1658,593,462
57343,-1689,621,384
57382,-1677,671,348
57413,-1655,759,363
57493,-1653,626,421
57503,-1665,664,422
57564,-1651,661,406
57606,-1673,653,412
57646,-1649,682,412
57656,-1656,693,433
57692,-1671,685,416
57732,-1672,563,412
57784,-1650,630,437
57814,-1648,646,475
57877,-1659,534,466
57893,-1689,509,441
57933,-1685,580,449
57973,-1665,602,421
58014,-1677,630,406
58053,-1661,714,446
58093,-1695,514,419
58133,-1721,537,413
58204,-1681,614,452
58246,-1682,571,436
58254,-1689,509,467
58297,-1666,511,435
58355,-1676,558,451
58374,-1684,578,426
58413,-1688,583,433
58453,-1676,581,440
58493,-1656,603,483
58533,-1669,552,519
58574,-1655,629,480
58614,-1651,615,465
58686,-1655,573,499
58693,-1649,591,504
58734,-1664,527,519
58774,-1653,634,497
58813,-1668,565,490
58854,-1673,595,457
58948,-1663,613,479
58958,-1666,597,461
59005,-1666,567,513
59015,-1658,624,494
59053,-1667,591,451
59107,-1651,577,473
59134,-1679,574,463
59173,-1678,592,450
59213,-1678,580,415
59253,-1654,686,503
59293,-1654,616,494
59333,-1655,572,444
59373,-1686,545,430
59413,-1675,579,405
59484,-1658,723,405
59494,-1639,713,387
59577,-1630,711,437
59626,-1620,778,449
59666,-1617,768,435
59667,-1624,731,389
59719,-1619,812,332
59773,-1596,845,363
59793,-1601,877,322
59813,-1574,907,347
59853,-1558,868,345
59924,-1564,972,280
59934,-1547,1015,275
59973,-1532,986,301
60013,-1536,881,369
60053,-1542,1003,343
60093,-1537,964,335
60134,-1549,1029,323
60174,-1556,980,274
60214,-1548,1022,253
60279,-1566,878,261
60327,-1561,971,326
60336,-1558,968,326
60378,-1572,913,301
60424,-1611,888,221
60454,-1610,816,254
60494,-1599,889,258
60534,-1614,879,266
60574,-1595,958,253
60614,-1629,835,239
60686,-1614,882,303
60694,-1605,880,297
60734,-1588,851,283
60774,-1654,776,254
60814,-1595,808,304
60854,-1620,827,290
60894,-1630,859,288
60966,-1615,840,331
60974,-1620,833,337
61017,-1632,810,321
61065,-1611,805,342
61094,-1616,823,357
61135,-1609,902,348
61215,-1601,716,412
61224,-1598,657,415
61255,-1641,658,406
61295,-1639,731,375
61369,-1585,820,441
61376,-1575,802,446
61414,-1605,779,489
61464,-1640,780,459
61494,-1660,739,495
61534,-1629,696,479
61574,-1623,703,452
61617,-1624,677,490
61654,-1603,722,444
61694,-1589,780,461
61734,-1689,788,536
61774,-1571,793,561
61814,-1589,845,588
61876,-1586,726,677
61915,-1530,808,566
61969,-1442,833,577
61986,-1412,713,566
62036,-1457,895,403
62054,-1447,884,354
62094,-1488,1008,360
62134,-1451,1187,426
62174,-1586,1132,667
62215,-1503,842,851
62280,-1483,776,944
62296,-1436,858,936
62336,-1312,1152,837
62375,-1438,1120,684
62415,-1389,1333,548
62455,-1478,1369,681
62495,-1551,1288,921
62535,-1162,870,826
62576,-717,676,658
62646,-718,1094,429
62688,-873,1491,207
62697,-878,1654,207
62748,-1024,1300,175
62776,-994,1515,175
62815,-795,1286,56
62856,-630,1555,-19
62895,-748,1701,-53
62935,-892,1544,-74
62975,-1088,2226,-214
63015,-1344,2812,-351
63081,-974,1657,-446
63096,-1049,1734,-386
63135,-1164,1444,-496
63175,-1286,1674,-679
63215,-1222,1554,-564
63255,-1293,1469,-317
63308,-1241,1342,-350
63377,-1163,1564,-358
63388,-1162,1541,-372
63437,-1137,1195,-296
63455,-1221,1115,-229
63527,-1296,1073,-580
63537,-1280,1138,-697
63576,-1168,1558,-791
63615,-1104,1549,-722
63655,-1070,1520,-685
63695,-968,1777,-736
63735,-853,1514,-797
63775,-966,1393,-906
63815,-928,1943,-1112
63881,-670,1629,-1096
63897,-709,1758,-1062
63935,-729,1637,-938
64001,-561,1962,-1258
64097,-734,1538,-1092
64107,-701,1551,-1098
64146,-683,1829,-1119
64190,-742,1596,-1149
64198,-744,1632,-1146
64246,-703,1676,-1152
64255,-694,1654,-1138
64295,-700,1743,-1149
64340,-706,1605,-1004
64375,-664,1640,-1146
64415,-768,1675,-1094
64456,-730,1546,-942
64496,-870,1403,-961
64536,-834,1594,-1153
64577,-847,1519,-1145
64616,-860,1642,-1035
64688,-733,1567,-937
64696,-734,1594,-960
64736,-830,1621,-986
64838,-801,1348,-1051
64885,-649,1617,-1019
64897,-645,1680,-1046
64906,-634,1747,-1071
64937,-544,1736,-936
64976,-233,1672,-960
65016,-206,2000,-1090
65088,-447,1799,-1011
65097,-407,1734,-972
65136,-47,1888,-1160
65176,141,1869,-918
65216,225,1629,-560
65257,462,2274,-617
65296,481,2174,-699
65336,498,1422,-750
65377,429,2652,-738
65416,370,1737,-935
65468,339,2145,-1066
65509,401,2115,-970
65566,678,2101,-284
65578,744,1787,-175
65616,453,1322,-103
65656,312,2200,-153
65726,379,1974,-262
65737,376,1856,-160
65777,433,1922,179
65816,327,1972,45
65877,188,1813,85
65896,69,1896,28
65937,49,2261,-45
65977,29,1873,114
66017,56,1922,299
66057,227,2069,176
66097,515,1894,130
66137,664,1970,27
66177,671,2097,-51
66216,511,2145,-88
66282,436,2185,53
66297,388,2172,91
66337,619,1988,225
66380,742,1862,151
66428,1037,1895,236
66469,1066,2047,96
66496,1154,2278,292
66536,1176,2111,398
66576,1166,2250,432
66616,1003,2098,453
66679,953,1849,482
66697,947,1702,454
66736,883,1723,372
66776,946,1684,520
66816,837,1428,560
66856,853,1446,753
66896,920,1454,820
66936,810,1108,778
66978,793,965,884
67032,848,684,1019
67080,757,652,986
67117,893,610,1009
67136,757,379,1018
67189,1042,370,938
67218,1058,627,934
67258,1066,141,929
67298,1036,695,856
67338,1047,552,835
67378,1086,1035,931
67418,907,779,1037
67482,834,1350,1117
67499,819,1324,1072
67536,849,1607,1105
67578,856,1809,1059
67617,846,1825,1096
67657,782,1683,929
67697,560,2072,797
67749,170,2328,673
67798,-63,2592,567
67859,-178,2680,486
67869,-218,3043,579
67946,190,1140,771
67951,244,1080,839
67977,374,1422,974
68018,387,1733,988
68057,272,1741,920
68097,165,977,828
68137,130,682,819
68177,122,304,969
68217,379,313,1254
68282,853,205,1867
68299,1061,315,1915
68337,1327,1144,1877
68377,1336,739,1626
68417,1305,1060,1603
68457,1133,1034,1566
68498,1016,995,1463
68560,750,1099,1353
68610,889,801,1381
68619,854,748,1516
68658,1070,682,1194
68709,1061,595,1311
68737,1074,297,1235
68777,1161,796,1227
68817,1201,982,1200
68857,1136,821,1180
68897,989,823,1083
68937,753,1434,1023
68977,588,1236,1035
69017,453,1162,1153
69080,777,950,1149
69099,846,974,1083
69137,1264,1427,1033
69201,1134,1715,884
69253,2664,2750,1121
69292,745,905,851
69301,810,1176,794
69337,839,1750,721
69377,1020,1114,701
69417,1038,1621,510
69489,948,1653,406
69499,915,1694,397
69538,847,2025,314
69578,879,2064,136
69618,1014,2306,155
69658,835,1871,173
69698,730,1652,338
69738,696,1720,526
69779,657,1753,613
69844,729,1460,823
69893,679,1387,941
69899,613,1327,1007
69954,618,1798,984
70002,490,1540,806
70018,570,1573,767
70059,614,1676,789
70099,559,1767,823
70139,499,1505,794
70179,530,1829,771
70218,521,1840,828
70289,485,1743,702
70298,484,1755,683
70338,517,1766,733
70379,497,1720,808
70439,532,1708,760
70458,517,1679,753
70498,508,1668,805
70540,511,1717,783
70611,465,1711,706
70619,548,1695,734
70680,512,1745,741
70739,522,1715,774
70748,512,1701,765
70819,504,1696,767
70828,540,1712,780
70858,504,1714,752
70898,517,1701,726
70938,518,1747,730
70978,517,1728,753
71018,495,1675,766
71084,484,1751,713
71101,539,1792,710
71138,513,1757,712
71178,497,1701,763
71219,499,1716,760
71289,522,1715,727
71302,508,1727,753
71351,500,1700,728
71411,488,1719,763
71421,500,1739,747
71458,521,1727,735
71503,502,1716,716
71538,506,1702,713
71579,489,1713,746
71618,515,1718,732
71658,508,1753,719
71698,503,1732,690
71738,485,1748,734
71778,496,1715,716
71818,508,1722,717
71890,489,1709,712
71898,494,1715,717
71969,473,1707,714
72013,501,1746,731
72053,504,1736,723
72063,500,1721,722
72120,490,1743,728
72162,495,1735,730
72211,493,1712,721
72220,499,1728,714
72260,501,1747,698
72311,495,1733,729
72339,498,1709,716
72379,501,1751,707
72419,492,1715,707
72459,491,1759,717
72499,480,1710,714
72539,479,1707,745
72579,494,1733,731
72619,495,1727,735
72683,499,1721,731
72701,487,1706,711
72830,503,1747,716
72832,501,1746,716
72839,477,1737,705
72859,486,1720,733
72899,488,1739,741
72939,499,1703,711
72979,481,1750,721
73019,504,1743,722
73083,494,1713,726
73100,494,1693,738
73139,506,1723,732
73179,478,1731,712
73219,505,1744,706
73259,506,1725,728
73299,503,1736,703
73339,506,1730,721
73432,502,1700,723
73472,490,1763,734
73476,499,1749,710
73522,500,1755,757
73542,492,1707,704
73579,492,1781,721
73619,496,1726,723
73660,504,1730,707
73699,498,1722,708
73739,496,1761,727
73779,496,1736,720
73819,487,1716,692
73885,489,1723,726
73900,503,1711,709
73939,499,1722,710
73979,494,1749,742
74019,510,1734,701
74073,501,1711,723
74109,490,1752,727
74172,489,1743,713
74179,495,1740,718
74219,490,1720,700
74259,503,1751,706
74309,488,1723,711
74340,494,1743,705
74379,490,1726,699
74421,501,1715,703
74460,494,1746,724
74500,505,1730,700
74541,497,1714,698
74580,501,1736,733
74620,520,1714,727
74684,509,1715,736
74729,497,1757,686
74734,501,1754,697
74781,496,1746,663
74821,492,1726,706
74872,509,1719,708
74900,503,1764,711
74941,483,1711,705
74981,513,1734,727
75022,496,1739,722
75082,491,1730,729
75120,509,1729,728
75141,500,1716,706
75181,482,1760,706
75221,489,1737,717
75260,501,1722,725
75301,507,1745,717
75340,499,1738,721
75380,491,1718,701
75421,492,1757,710
75484,499,1718,714
75502,498,1720,718
75540,498,1758,720
75580,496,1759,710
75621,494,1712,731
75692,514,1747,703
75742,485,1750,712
75754,506,1723,712
75792,494,1748,713
75813,484,1714,711
75895,481,1730,703
75902,487,1752,706
75940,496,1738,717
75981,491,1727,707
76020,491,1746,702
76060,481,1733,721
76100,484,1737,722
76141,498,1727,709
76181,495,1739,710
76220,486,1735,701
76284,490,1737,708
76302,497,1735,708
76356,501,1746,727
76413,497,1728,718
76421,489,1740,700
76495,505,1737,723
76505,500,1737,741
76552,501,1720,711
76580,497,1744,713
76621,497,1724,727
76697,503,1728,699
76702,499,1733,715
76741,487,1714,703
76780,499,1760,713
76821,495,1727,694
76860,500,1709,732
76902,490,1739,703
76941,509,1724,705
76981,497,1753,710
77021,503,1725,731
77093,508,1727,694
77136,499,1725,712
77145,506,1730,706
77206,497,1751,717
77254,509,1727,697
77261,493,1733,722
77302,500,1721,699
77342,478,1738,718
77382,512,1733,728
77422,492,1720,708
77487,514,1752,703
77502,508,1735,720
77542,495,1715,732
77581,502,1742,694
77622,493,1741,695
77662,501,1751,700
77702,498,1713,702
77741,505,1740,700
77796,489,1724,701
77888,496,1719,696
77902,491,1746,704
77904,484,1733,703
77965,497,1730,705
77972,486,1728,698
78021,501,1731,691
78062,502,1730,719
78102,510,1747,689
78142,496,1737,702
78182,498,1744,692
78222,502,1736,716
78293,500,1729,708
78301,498,1740,700
78342,512,1754,708
78381,515,1767,706
78421,488,1697,737
78461,477,1783,746
78514,521,1645,731
78567,519,1670,768
78578,517,1747,784
78635,544,1708,782
78661,556,1776,745
78715,554,1804,796
78733,572,1734,819
78781,597,1747,829
78821,624,1634,794
78861,676,1640,796
78901,738,1564,799
78941,779,1622,774
78981,834,1564,777
79021,885,1641,661
79085,987,1706,527
79133,1017,1654,471
79134,1085,1555,429
79194,1133,1594,455
79254,1159,1624,453
79261,1151,1575,431
79302,1197,1548,443
79342,1231,1595,466
79404,1281,1506,459
79422,1297,1494,467
79452,1320,1550,440
79492,1352,1468,459
79552,1418,1364,521
79596,1418,1354,467
79613,1591,1402,459
79661,1441,1453,534
79701,1401,1280,617
79741,1446,1104,739
79781,1429,784,932
79822,1431,500,1031
79885,1475,558,1243
79893,1407,537,1129
79942,1388,699,1198
79982,1480,566,1197
80022,1495,607,1194
80062,1524,553,1156
80102,1526,458,1128
80153,1559,485,1076
80174,1567,587,1086
80216,1589,555,1062
80287,1583,663,1067
80292,1568,712,1082
80373,1540,489,1143
80382,1537,455,1123
80422,1560,588,1120
80462,1582,587,1068
80502,1571,589,1086
80542,1570,550,1110
80582,1555,584,1113
80622,1526,574,1146
80694,1537,578,1116
80703,1554,562,1120
80742,1556,531,1113
80782,1575,601,1102
80822,1544,562,1111
80862,1539,544,1136
80914,1559,621,1120
80963,1552,545,1125
81007,1540,579,1110
81017,1543,580,1118
81112,1533,570,1140
81165,1529,566,1127
81172,1524,592,1123
81192,1544,581,1126
81222,1549,546,1113
81262,1549,555,1108
81302,1560,551,1119
81342,1541,557,1153
81382,1506,562,1127
81422,1535,542,1117
81493,1544,606,1118
81502,1537,624,1130
81542,1517,568,1141
81582,1543,556,1133
81622,1532,537,1144
81662,1527,582,1148
81748,1530,538,1124
81757,1540,532,1126
81803,1540,582,1127
81822,1545,544,1125
81863,1543,610,1130
81904,1510,579,1158
81933,1509,568,1152
81982,1535,582,1152
82022,1527,554,1138
82053,1543,546,1142
82102,1540,570,1127
82133,1540,554,1127
82182,1526,561,1167
82213,1534,553,1157
82283,1531,580,1147
82293,1547,568,1154
82347,1519,542,1120
82388,1525,567,1125
82438,1533,538,1151
82453,1542,526,1139
82502,1528,544,1143
82533,1525,529,1159
82582,1532,580,1165
82622,1540,525,1158
82684,1534,542,1135
82694,1524,519,1114
82734,1532,511,1152
82773,1539,514,1150
82814,1514,547,1155
82853,1482,588,1192
82894,1506,422,1178
82933,1508,416,1101
82986,1536,641,1038
83035,1500,882,1012
83075,1459,849,1058
83125,1421,930,1090
83135,1396,919,1105
83173,1406,890,1061
83214,1372,694,1077
83253,1373,919,936
83294,1375,941,905
83333,1367,1084,741
83374,1305,1753,757
83413,1241,1598,687
83475,1270,1727,758
83493,1229,1673,711
83533,1288,971,783
83573,1252,932,984
83614,1253,1246,925
83676,1143,1353,909
83726,1197,1457,898
83736,1060,1432,901
83785,1125,1239,936
83813,1099,1204,949
83855,1032,1364,1076
83894,1012,1019,1053
83945,971,1611,926
83973,1073,1581,849
84014,1051,1626,791
84055,1046,1508,722
84094,1057,1611,700
84134,1067,1564,663
84174,1097,1695,607
84214,1128,1454,640
84254,1106,1520,695
84294,994,1346,830
84344,1042,1416,836
84374,1106,1701,808
84414,1046,1334,870
84454,1073,1533,917
84494,1055,1164,1019
84534,1027,1172,1038
84597,1055,1020,1124
84650,1050,1312,1078
84654,1051,1390,1085
84699,1071,1334,1099
84744,1033,993,1179
84797,1087,1207,1113
84853,1077,1172,1089
84863,1069,1207,1090
84894,1079,1275,1084
84933,1066,1211,1098
84973,1061,1092,1167
85013,1055,1056,1137
85077,1061,1117,1132
85093,1051,1145,1125
85133,1004,1093,1111
85173,1018,1200,1208
85213,914,1190,1259
85253,938,1126,1221
85293,943,1297,1166
85335,987,1122,1222
85396,974,1305,1171
85480,928,1231,1199
85534,963,1381,1137
85544,973,1277,1129
85554,985,1135,1114
85575,1020,1394,1146
85615,1000,1320,1073
85655,998,1125,1294
85695,916,733,1326
85735,934,902,1372
85775,951,1010,1401
85815,954,972,1365
85886,947,797,1329
85894,966,756,1344
85935,946,858,1450
85974,951,994,1410
86015,938,836,1378
86079,912,844,1496
86135,907,875,1436
86176,894,864,1487
86184,871,845,1476
86214,892,806,1471
86254,871,720,1519
86325,922,941,1470
86334,911,761,1459
86374,899,262,1229
86414,936,1431,993
86454,983,1796,801
86494,981,1749,686
86534,1011,1599,505
86574,1032,1879,399
86614,1069,1599,344
86678,1059,1664,177
86726,1091,1713,82
86735,1076,1692,34
86785,1064,1845,-87
86841,1042,1818,-199
86854,1039,1741,-238
86894,1092,1836,-364
86934,1084,1820,-424
86974,1054,1861,-459
87014,1057,1881,-470
87087,1074,1817,-479
87095,1053,1679,-406
87134,1069,1900,-424
87174,1104,2095,-420
87215,1007,1410,-117
87254,1087,1982,-156
87295,1021,1509,24
87335,1024,1936,-5
87397,1001,1690,104
87457,1000,1871,98
87505,991,1850,98
87556,992,1522,226
87566,1020,1480,245
87575,1020,1451,248
87614,1022,1778,180
87654,995,1707,201
87695,998,1832,145
87735,1003,1936,90
87775,989,1728,154
87815,1002,1713,146
87880,1006,1721,173
87895,1018,1758,171
87935,1003,1883,152
87975,994,1677,202
88015,995,1787,182
88055,996,1797,191
88117,1003,1756,170
88166,1006,1821,196
88177,992,1865,225
88238,939,1897,392
88255,910,1996,459
88306,829,1906,666
88336,797,1436,838
88375,821,1461,966
88415,888,1099,1041
88457,836,977,1099
88495,887,1138,880
88535,997,1341,752
88576,1060,1628,492
88615,1130,1725,421
88655,1258,1658,432
88695,1279,1707,539
88735,1254,1365,708
88820,1160,1167,954
88827,1145,1197,952
88878,1110,1361,889
88936,1044,1226,707
88977,1024,1206,678
89022,849,1467,746
89035,810,1417,712
89087,715,1424,703
89095,612,1850,777
89170,304,2364,1205
89176,304,2227,1200
89215,283,1796,1046
89255,248,1109,1208
89296,321,912,1203
89335,341,1510,1184
89376,318,945,1388
89415,331,1153,1301
89481,233,1189,1360
89495,260,1116,1320
89535,216,1056,1313
89575,134,1160,1349
89628,-35,1500,1363
89676,20,1448,1243
89721,-3,1769,1381
89735,-40,1525,1113
89775,70,1610,1002
89816,40,1703,965
89882,37,1535,1025
89896,34,1543,1052
89936,22,1564,1029
89985,10,1598,1008
90015,-29,1706,964
90055,23,1659,1069
90096,-14,1560,952
90136,14,1580,969
90176,12,1621,975
90216,10,1608,973
90308,18,1605,976
90316,24,1612,989
90368,27,1600,967
90417,23,1613,974
90426,30,1609,981
90457,19,1606,972
90496,28,1582,966
90536,19,1619,984
90576,38,1607,978
90616,22,1622,976
90682,30,1594,957
90697,24,1602,961
90736,35,1618,973
90776,19,1600,983
90816,25,1624,969
90856,18,1597,969
90896,14,1603,996
90958,28,1595,972
90999,33,1605,988
91046,34,1597,993
91059,27,1601,986
91108,10,1611,963
91136,29,1623,974
91177,28,1601,987
91216,20,1602,985
91256,25,1607,968
91296,23,1608,977
91336,18,1592,986
91376,24,1607,995
91416,26,1612,976
91488,26,1611,982
91496,14,1607,985
91536,27,1618,980
91612,34,1591,987
91617,26,1598,967
91669,20,1609,975
91711,12,1600,972
91736,23,1615,975
91776,26,1599,975
91817,22,1603,986
91880,18,1597,981
91897,16,1608,984
91936,30,1596,985
91976,23,1619,965
92017,28,1592,980
92056,32,1603,990
92097,13,1598,976
92136,34,1608,968
92176,32,1594,962
92216,29,1608,988
92256,26,1611,976
92297,23,1593,981
92353,15,1597,990
92413,28,1613,980
92418,11,1604,970
92456,26,1613,982
92496,34,1609,961
92537,5,1592,974
92577,19,1607,969
92617,19,1619,981
92689,13,1594,989
92697,17,1609,989
92737,21,1593,986
92777,30,1608,982
92817,26,1603,973
92857,18,1604,984
92897,19,1613,984
92972,15,1596,982
92979,19,1610,993
93016,31,1596,981
93058,29,1612,971
93128,20,1606,1005
93137,13,1602,976
93178,20,1617,985
93229,21,1593,999
93271,19,1621,966
93319,17,1607,966
93370,27,1625,984
93409,33,1616,985
93430,26,1604,995
93469,22,1596,956
93497,15,1602,992
93537,8,1609,984
93613,36,1620,979
93630,15,1590,950
93658,12,1602,984
93697,19,1598,986
93737,25,1613,969
93777,11,1607,983
93817,16,1613,988
93888,28,1609,973
93900,30,1592,979
93937,12,1602,983
94009,29,1609,1002
94018,23,1601,983
94061,22,1596,975
94099,13,1598,971
94137,15,1603,972
94177,22,1616,970
94217,21,1622,976
94282,11,1599,993
94299,20,1612,973
94337,26,1619,971
94377,18,1596,968
94417,19,1611,979
94457,18,1616,977
94497,29,1609,970
94537,30,1592,981
94577,22,1614,974
94650,22,1603,973
94657,12,1599,982
94701,27,1606,975
94751,22,1591,989
94809,13,1590,977
94817,15,1606,980
94857,30,1598,972
94897,8,1615,973
94937,27,1601,989
94978,15,1600,989
95018,19,1610,997
95081,18,1594,997
95098,26,1613,974
95138,18,1586,996
95178,22,1613,977
95219,33,1593,986
95258,32,1601,983
95298,15,1602,993
95352,21,1585,979
95411,27,1605,977
95417,20,1605,978
95459,32,1601,976
95510,20,1610,970
95539,15,1605,980
95578,14,1584,973
95618,27,1612,972
95658,19,1597,971
95699,15,1609,977
95738,20,1606,992
95779,29,1586,976
95819,26,1600,980
95889,21,1603,989
95899,21,1582,982
95938,22,1615,990
95979,36,1609,971
96019,21,1599,985
96064,23,1608,993
96120,7,1598,1001
96169,30,1596,981
96180,25,1601,991
96218,21,1607,999
96259,19,1611,989
96312,28,1607,985
96338,31,1617,985
96378,31,1602,988
96419,22,1607,992
96459,17,1605,974
96499,17,1598,990
96539,21,1602,974
96578,17,1595,975
96618,25,1619,971
96684,24,1556,1022
96730,29,1648,972
96741,26,1617,998
96810,38,1606,981
96820,30,1607,977
96869,13,1614,976
96919,29,1605,971
96939,9,1613,983
96979,38,1602,978
97018,11,1622,962
97085,23,1579,989
97099,18,1599,989
97138,18,1597,996
97178,10,1593,980
97218,16,1616,976
97259,23,1613,976
97299,13,1606,976
97339,30,1587,970
97379,26,1608,986
97419,25,1627,976
97463,19,1590,977
97520,20,1623,961
97539,30,1630,954
97579,27,1586,968
97619,29,1630,973
97664,26,1603,1001
97711,27,1601,992
97739,19,1607,967
97781,8,1607,974
97832,26,1604,984
97922,25,1614,965
97932,28,1612,990
97939,17,1597,985
97990,24,1612,986
98019,18,1613,973
98059,12,1598,957
98099,19,1624,980
98139,25,1605,990
98179,22,1610,975
98219,20,1600,994
98290,3,1598,968
98301,34,1616,985
98339,17,1595,985
98379,26,1598,975
98419,29,1607,989
98475,23,1608,978
98571,27,1615,992
98616,20,1603,951
98620,14,1613,997
98629,15,1609,996
98659,17,1596,985
98699,27,1603,974
98762,29,1607,991
98781,21,1610,993
98819,39,1603,984
98860,35,1600,983
98899,30,1597,989
98939,24,1602,972
98979,19,1605,978
99019,29,1601,992
99084,28,1613,982
99101,23,1603,987
99161,19,1610,974
99203,20,1604,983
99255,34,1598,971
99260,19,1621,979
99299,21,1601,987
99341,43,1603,983
99380,19,1608,971
99420,22,1610,967
99484,21,1605,983
