elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max,ppg_contact,seconds_left
720694,lying,1,0,74.52,1843.3,81.9,1.12,2056.7,1,83
721095,lying,1,0,74.52,1834.1,88.6,1.12,2056.7,1,82
721495,lying,1,0,74.52,1876.1,141.9,1.21,2277.9,1,82
721895,lying,1,0,74.52,1878.3,165.6,1.21,2277.9,1,81
722294,lying,1,0,74.52,1837.8,179.1,1.24,2277.9,1,81
722696,lying,1,0,74.52,1847.6,172.3,1.23,2277.9,1,81
723096,lying,1,0,74.52,1846.0,176.9,1.23,2277.9,1,80
723496,lying,1,0,74.52,1853.3,174.8,1.23,2277.9,1,80
723996,lying,1,0,74.52,1823.0,135.4,1.2,2190.7,1,79
724396,lying,1,0,74.52,1817.2,105.1,1.13,2054.0,1,79
724796,lying,1,0,74.52,1857.4,99.4,1.13,2107.1,1,79
725197,lying,1,0,71.41,1862.9,118.1,1.15,2142.3,1,78
725597,lying,1,0,71.41,1868.4,140.3,1.17,2181.5,1,78
725997,lying,1,0,71.41,1864.7,145.1,1.17,2181.5,1,77
726397,lying,1,0,71.41,1864.0,144.4,1.17,2181.5,1,77
726788,lying,1,0,71.41,1850.3,147.6,1.18,2181.5,1,77
727188,lying,1,0,71.41,1842.6,138.8,1.18,2181.5,1,76
727587,lying,1,0,71.41,1841.1,124.0,1.18,2181.5,1,76
727989,lying,1,0,71.41,1848.6,103.4,1.13,2084.5,1,75
728389,lying,1,0,71.41,1845.8,101.0,1.13,2084.5,1,75
728789,lying,1,0,71.41,1848.6,111.5,1.15,2126.5,1,75
729189,lying,0,0,71.41,1867.6,111.3,1.14,2126.5,1,74
729590,lying,0,0,71.41,1866.7,114.1,1.14,2126.5,1,74
729990,lying,0,0,71.41,1875.5,107.5,1.13,2126.5,1,73
730390,lying,0,0,71.41,1850.2,107.4,1.15,2126.5,1,73
759594,lying,0,0,78.65,1945.4,9.9,1.01,1966.0,1,44
759993,lying,0,0,78.65,1944.7,10.7,1.01,1970.4,1,43
760393,lying,0,0,78.65,1945.1,14.3,1.03,1998.8,1,43
760794,lying,0,0,78.65,1944.8,14.5,1.03,1998.8,1,43
761194,lying,0,0,73.25,1944.9,14.6,1.03,1998.8,1,42
761593,lying,0,0,73.25,1945.4,14.2,1.03,1998.8,1,42
761995,lying,0,0,85.33,1945.4,13.6,1.03,1998.8,1,41
762395,lying,0,0,93.98,1946.0,13.8,1.03,1998.8,1,41
762795,lying,0,0,93.98,1946.7,11.6,1.02,1982.7,1,41
763196,lying,0,0,93.98,1946.7,12.3,1.02,1982.7,1,40
763596,lying,0,0,93.98,1946.4,12.1,1.02,1982.7,1,40
763996,lying,0,0,93.98,1945.4,14.9,1.02,1982.7,1,39
764396,lying,0,0,93.98,1944.9,15.1,1.02,1982.7,1,39
764797,lying,0,0,93.98,1944.2,14.4,1.02,1982.7,1,39
765197,lying,0,0,87.92,1943.9,13.2,1.02,1982.4,1,38
765597,lying,0,0,87.92,1942.6,12.4,1.02,1982.4,1,38
765988,lying,0,0,87.92,1943.9,12.9,1.02,1982.4,1,37
766388,lying,0,0,84.71,1944.7,9.4,1.01,1964.1,1,37
766788,lying,0,0,84.71,1945.9,8.4,1.01,1964.1,1,37
767189,lying,0,0,84.71,1945.7,8.4,1.01,1964.1,1,36
767589,lying,0,0,84.71,1945.3,8.1,1.01,1964.1,1,36
767989,lying,0,0,84.71,1946.5,7.5,1.01,1964.1,1,35
768389,lying,0,0,85.06,1945.2,7.5,1.01,1963.3,1,35
768808,lying,0,0,85.06,1945.2,8.4,1.01,1963.3,1,35
769189,lying,0,0,85.06,1944.9,8.8,1.01,1963.3,1,34
769591,lying,0,0,85.06,1943.9,9.0,1.01,1963.3,1,34
769990,lying,0,0,85.06,1943.5,9.2,1.01,1963.3,1,33
770391,lying,0,0,85.06,1942.8,11.3,1.02,1981.6,1,33
770791,lying,0,0,85.06,1943.7,12.4,1.02,1981.6,1,33
771192,lying,0,0,85.06,1944.1,13.2,1.02,1981.6,1,32
771592,lying,0,0,84.33,1944.0,14.7,1.02,1981.6,1,32
771992,lying,0,0,84.33,1945.9,14.8,1.02,1981.6,1,31
772393,lying,0,0,93.38,1945.9,16.0,1.02,1981.6,1,31
772793,lying,0,0,93.38,1946.4,15.1,1.02,1976.9,1,31
773193,lying,0,0,102.36,1945.1,15.2,1.02,1976.4,1,30
773594,lying,0,0,102.36,1944.6,15.4,1.02,1976.4,1,30
773994,lying,0,0,102.36,1944.9,15.0,1.02,1976.4,1,29
774393,lying,0,0,102.36,1944.6,14.8,1.02,1976.4,1,29
774794,lying,0,0,102.36,1945.7,13.8,1.02,1975.1,1,29
775194,lying,0,0,102.36,1946.2,13.0,1.01,1975.1,1,28
775594,lying,0,0,102.36,1947.1,11.9,1.01,1975.1,1,28
775996,lying,0,0,102.36,1947.5,10.2,1.01,1975.1,1,27
776396,lying,0,0,102.36,1947.1,9.2,1.01,1968.0,1,27
776795,lying,0,0,102.36,1946.7,8.9,1.01,1968.0,1,27
777197,lying,0,0,102.36,1946.7,8.7,1.01,1965.4,1,26
777597,lying,0,0,102.36,1946.8,9.2,1.01,1966.7,1,26
777997,lying,0,0,102.36,1945.9,9.3,1.01,1966.7,1,25
778388,lying,0,0,102.36,1946.0,9.2,1.01,1966.7,1,25
778788,lying,0,0,102.36,1945.7,9.3,1.01,1966.7,1,25
779188,lying,0,0,102.36,1945.0,9.3,1.01,1966.7,1,24
779589,lying,0,0,102.36,1945.0,9.2,1.01,1966.7,1,24
779989,lying,0,0,100.12,1945.2,9.4,1.01,1971.1,1,23
780388,lying,0,0,100.12,1946.5,8.7,1.01,1971.1,1,23
780790,lying,0,0,100.12,1946.3,9.2,1.01,1971.1,1,23
781190,lying,0,0,100.12,1947.1,9.1,1.01,1971.1,1,22
781590,lying,0,0,100.12,1948.5,8.5,1.01,1971.1,1,22
781990,lying,0,0,100.12,1947.5,8.7,1.01,1971.1,1,21
782390,lying,0,0,100.12,1946.5,9.2,1.01,1965.0,1,21
782791,lying,0,0,100.12,1946.6,9.6,1.01,1965.0,1,21
783191,lying,0,0,100.12,1946.9,9.6,1.01,1965.0,1,20
783592,lying,0,0,100.12,1946.6,9.9,1.01,1965.5,1,20
783992,lying,0,0,100.12,1946.2,10.4,1.01,1971.8,1,19
784392,lying,0,0,100.12,1946.0,10.6,1.01,1971.8,1,19
784793,lying,0,0,100.12,1945.9,10.0,1.01,1971.8,1,19
785192,lying,0,0,100.12,1944.9,10.3,1.01,1971.8,1,18
785593,lying,0,0,100.12,1944.8,9.9,1.01,1971.8,1,18
785994,lying,0,0,100.12,1944.9,9.5,1.01,1971.8,1,17
786393,lying,0,0,100.12,1944.2,9.2,1.01,1971.2,1,17
786794,lying,0,0,100.12,1945.5,9.9,1.01,1974.6,1,17
787195,lying,0,0,100.12,1945.4,10.4,1.02,1974.6,1,16
