elapsed_ms,ir
175878,199776
175889,200193
175939,203422
175948,204374
175958,205546
175968,206714
175979,209713
175988,211687
175998,214435
176008,219578
176019,219395
176028,218491
176038,217093
176048,215537
176059,215237
176068,213661
176078,213144
176088,213828
176099,213859
176108,213491
176118,213215
176129,212864
176138,212482
176149,212268
176158,212576
176168,212682
176179,212676
176188,212919
176199,213199
176208,213032
176219,212890
176228,212909
176238,212894
176248,212960
176259,213349
176269,213931
176279,214530
176288,215198
176299,215903
176339,217483
176349,217545
176358,217573
176369,217410
176378,217281
176418,216759
176430,217170
176439,217732
176483,219306
176489,219638
176499,220028
176550,220411
176559,220318
176600,221150
176608,220416
176649,207568
176660,204213
176669,198553
176680,194274
176689,190434
176699,186863
176740,183093
176752,183350
176760,183860
176769,184641
176780,185125
176789,185897
176800,186244
176809,185737
176820,185263
176829,184657
176840,183965
176849,183600
176860,186952
176869,190927
176880,195394
176889,200453
176900,205035
176909,208302
176919,210220
176929,211725
176940,212602
176949,213235
176960,213708
176969,214427
176980,215030
176989,215343
177000,215406
177010,215332
177019,214808
177030,214267
177039,213872
177049,214005
177060,214199
177069,214039
177080,214299
177089,214974
177100,215117
177140,214571
177149,214234
177160,213761
177198,213144
177211,211380
177220,210283
177259,202369
177270,200704
177279,199707
177320,198124
177329,200608
177369,199731
177380,199982
177420,201141
177461,201292
177470,203856
177479,205211
177489,208912
177530,213674
177540,214692
177549,215387
177559,215723
177570,215632
177579,215089
177589,214125
177600,213189
177609,212197
177619,211512
177630,211214
177639,211357
177650,212174
177660,213499
177669,215086
177680,216290
177689,216921
177700,217043
177709,216962
177719,216964
177729,216967
177739,217048
177749,216937
177760,216922
177769,216735
177780,216811
177789,216627
177799,216332
177809,216022
177819,215849
177830,215870
177839,215767
177850,215857
177859,215711
177869,215396
177880,215000
177889,214610
177932,214837
177940,213674
177952,213390
177959,213190
177969,213027
177979,212973
178020,213007
178030,213221
178040,213217
178089,213238
178100,213231
178140,212488
178149,212427
178199,212510
178251,212733
178259,212434
178302,212692
178310,212350
178321,212256
178329,211954
178372,211052
178381,210394
178390,209566
178399,209109
178410,208795
178419,207968
178429,207786
178440,207902
178450,207937
178459,208068
178469,208579
178480,209167
178489,209432
178499,209669
178509,209806
178519,209750
178529,209720
178539,209714
178550,209742
178559,209787
178570,209785
178579,209696
178589,209736
178600,209719
178609,209546
178620,208086
178629,207440
178640,206850
178650,206840
178659,206884
178670,206847
178712,206636
178719,206145
178772,204967
178780,204855
178790,204608
178800,204590
178811,205836
178820,205531
178863,206551
178870,206438
178913,206298
178920,205936
178930,205879
178971,205141
178983,205198
178991,204815
179030,205390
179041,205319
179091,205220
179101,205368
179152,205280
179194,205018
179202,204937
179240,204850
179250,204836
179260,204888
179270,204961
179280,205029
179291,205048
179300,205036
179310,205020
179320,204987
179330,204997
179341,204985
179350,205012
179360,205013
179370,204985
179381,204894
179390,204880
179400,204824
179410,204762
179421,204729
179430,204706
179440,204683
179450,204658
179460,204667
179470,204603
179512,204639
179553,204578
179561,204381
179570,204410
179580,204289
179590,204275
179601,204164
179610,204153
179620,204012
179631,204001
179640,204005
179651,204094
179698,204387
179701,204484
179742,204357
179751,204263
179793,204115
179802,204248
179843,204186
179851,204250
179894,204477
179901,204776
179944,205411
179951,205539
179992,205511
180000,205521
180040,205879
180051,205945
180060,206275
180070,206562
180081,207173
180090,207607
180100,207630
180110,207741
180120,207886
180130,207939
180140,207943
180151,208064
180160,208067
180170,208073
180181,208210
180190,208277
180201,208369
180210,208441
180220,208505
180230,208544
180240,208702
180250,208676
180260,208665
180271,208785
180311,209001
180320,208850
180361,208737
180371,208580
180381,208916
180391,209125
180401,209147
180410,209088
180420,209083
180430,209061
180440,209124
180450,209180
180460,209296
180471,209531
180480,209343
180490,209382
180534,209286
180542,209466
180582,209608
180590,210283
180634,210224
180642,210261
180691,210225
180741,210569
180780,210394
180784,209124
180790,210312
180831,210143
180875,209287
180882,209152
180893,208959
180931,208659
180971,208384
180980,208350
180990,208534
181000,208610
181011,208830
181020,208872
181030,208985
181041,209145
181050,209179
181060,209275
181070,209330
181160,209562
181172,209536
181181,209540
181191,209529
181201,209556
181212,209608
181221,209591
181231,209619
181241,209616
181251,209613
181262,209618
181271,209611
181281,209614
181291,209594
181301,209608
181312,209611
181321,209636
181331,209590
181341,209555
181352,209560
181361,209567
181371,209561
181382,209565
181391,209630
181401,209677
181411,209750
181421,209765
181432,209778
181441,209777
181451,209791
181462,209771
181471,209769
181553,209867
181562,209976
181601,210114
181611,209979
181622,210045
181673,209879
181714,209740
181721,209630
181761,209589
181801,209608
181840,209519
181853,209374
181861,209228
181871,209233
181921,209167
181961,208972
181972,209005
181982,208894
