elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max,ppg_contact,bpm_fresh,seconds_left
46298,lying,1,0,64.21,1849.0,109.4,1.14,2112.3,1,0,89
46700,lying,1,0,64.21,1869.5,140.9,1.26,2348.2,1,0,89
47100,lying,1,0,64.21,1903.8,169.0,1.23,2348.2,1,0,89
47534,lying,1,0,64.21,1929.2,199.8,1.28,2465.1,1,0,88
47900,lying,1,0,64.21,1908.9,220.6,1.29,2465.1,1,0,88
48300,lying,1,0,64.21,1914.3,216.6,1.29,2465.1,1,0,87
48699,lying,1,0,64.21,1914.8,211.7,1.29,2465.1,1,0,87
49102,lying,1,0,64.21,1886.7,197.5,1.31,2465.1,1,0,87
49544,lying,1,0,64.21,1842.5,169.9,1.34,2465.1,1,0,86
49999,lying,1,0,64.21,1781.9,126.4,1.11,1984.7,1,0,86
50410,lying,1,0,64.21,1814.2,143.0,1.22,2208.7,1,0,85
50830,lying,1,0,64.21,1862.7,166.7,1.27,2370.5,1,0,85
51198,lying,1,0,64.21,1932.0,205.3,1.23,2370.5,1,0,85
51602,lying,1,0,64.21,1916.8,240.9,1.24,2370.5,1,0,84
52002,lying,1,0,64.21,1941.8,262.6,1.23,2395.5,1,0,84
52405,lying,1,0,64.21,1992.6,242.1,1.2,2395.5,1,0,83
52793,lying,1,0,64.21,1975.3,241.5,1.21,2395.5,1,0,83
53214,lying,1,0,64.21,1968.0,247.0,1.22,2395.5,1,0,83
53602,lying,1,0,64.21,1935.2,223.8,1.24,2395.5,1,0,82
53993,lying,1,0,64.21,1937.3,210.1,1.24,2395.5,1,0,82
54394,lying,1,0,64.21,1942.1,186.4,1.18,2292.5,1,0,81
54793,lying,1,0,64.21,1942.6,197.1,1.23,2394.3,1,0,81
55203,lying,1,0,64.21,1922.6,221.6,1.25,2394.3,1,0,81
55595,lying,1,0,64.21,1888.9,222.7,1.27,2394.3,1,0,80
55993,lying,1,0,64.21,1945.3,324.1,1.56,3031.2,1,0,80
56394,lying,1,0,64.21,1991.0,377.3,1.52,3031.2,1,0,79
56808,lying,1,0,64.21,1971.6,381.5,1.54,3031.2,1,0,79
57195,lying,1,0,64.21,1965.9,421.5,1.54,3031.2,1,0,79
57622,lying,1,0,64.21,1989.2,407.0,1.52,3031.2,1,0,78
57994,lying,1,0,64.21,2020.3,404.1,1.5,3031.2,1,0,78
58396,lying,1,0,64.21,1951.9,343.9,1.42,2767.9,1,0,77
58796,lying,1,0,64.21,1901.9,268.0,1.42,2702.6,1,0,77
64805,lying,0,0,64.21,1893.7,75.1,1.1,2080.9,1,0,71
65201,lying,0,0,64.21,1924.4,115.0,1.22,2348.9,1,0,71
66801,lying,0,0,64.21,1929.8,186.9,1.41,2728.9,1,0,69
67222,lying,0,0,64.21,1921.3,189.9,1.42,2728.9,1,0,69
75997,lying,0,0,68.2,1888.1,141.8,1.39,2615.5,1,0,60
80399,lying,0,0,68.2,1845.8,122.7,1.15,2127.2,1,0,55
81217,lying,0,0,68.2,1903.1,386.2,2.38,4534.2,1,0,55
83323,lying,0,0,68.2,1893.2,26.4,1.03,1956.7,1,0,52
84005,lying,0,0,68.2,1890.5,14.4,1.02,1930.6,1,0,52
84393,lying,0,0,68.2,1890.7,13.4,1.02,1930.6,1,0,51
84801,lying,0,0,68.2,1890.7,11.3,1.02,1923.4,1,0,51
85193,lying,0,0,68.2,1890.3,13.0,1.01,1916.8,1,0,51
85593,lying,0,0,68.2,1892.4,14.5,1.02,1924.5,1,0,50
85994,lying,0,0,68.2,1892.9,14.4,1.02,1924.5,1,0,50
86393,lying,0,0,68.2,1892.5,14.9,1.02,1924.5,1,0,49
86799,lying,0,0,68.2,1893.1,16.4,1.02,1924.5,1,0,49
87193,lying,0,0,68.2,1893.9,16.2,1.02,1924.5,1,0,49
87600,lying,0,0,68.2,1895.4,14.3,1.02,1924.5,1,0,48
87997,lying,0,0,68.2,1894.1,21.2,1.03,1945.2,1,0,48
88421,lying,0,0,68.2,1894.9,21.4,1.03,1945.2,1,0,47
88795,lying,0,0,68.2,1895.1,22.2,1.03,1945.2,1,0,47
89249,lying,0,0,68.2,1892.8,22.6,1.03,1945.2,1,0,47
89595,lying,0,0,68.2,1892.4,22.8,1.03,1945.2,1,0,46
89996,lying,0,0,68.2,1890.0,23.8,1.03,1945.2,1,0,46
90397,lying,0,0,68.2,1890.2,18.1,1.03,1938.6,1,0,45
90798,lying,0,0,68.2,1889.0,17.9,1.03,1938.6,1,0,45
91223,lying,0,0,68.2,1886.8,17.4,1.03,1938.6,1,0,45
91597,lying,0,0,68.2,1887.1,16.1,1.03,1938.6,1,0,44
92004,lying,0,0,68.2,1886.6,15.7,1.03,1938.6,1,0,44
92511,lying,0,0,68.2,1887.0,14.3,1.03,1938.6,1,0,43
